dataset,setting,setting_display,comparison_family,primary_metric,reference_method,reference_display,method,method_display,n_participants,reference_mean,method_mean,mean_paired_difference,mean_paired_difference_pp,median_paired_difference,paired_difference_sd,standardized_paired_effect_dz,paired_rank_biserial,participants_method_better,participants_equal,participants_method_worse,common_language_superiority,ci95_percentile_low,ci95_percentile_high,ci95_percentile_low_pp,ci95_percentile_high_pp,wilcoxon_statistic,wilcoxon_raw_p,wilcoxon_status,wilcoxon_zero_method,wilcoxon_calculation,n_zero_differences,n_nonzero_differences,wilcoxon_bh_39_26_sensitivity,wilcoxon_bh_65_primary,wilcoxon_significant_39_26_sensitivity,wilcoxon_significant_65_primary,exact_two_sided_sign_flip_p,sign_flip_bh_65,sign_flip_bh_39_26_sensitivity,sign_flip_significant_65,family_policy
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),always_fuse,Neural-classical stacking,15,0.59999999999999998,0.59999999999999998,0,0,0,0.1889822365046136,0,0.15384615384615385,3,10,2,0.53333333333333333,-0.10000000000000001,0.083333333333333329,-10,8.3333333333333321,27.5,0.73160058895990132,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",10,5,0.9510807656478717,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),rf,Random forest,15,0.59999999999999998,0.55000000000000004,-0.050000000000000003,-5,0,0.19364916731037088,-0.2581988897471611,-0.35999999999999999,2,9,4,0.43333333333333335,-0.14999999999999999,0.033333333333333333,-15,3.3333333333333335,24,0.37977547484094898,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",9,6,0.89097595717456024,0.97065325533141766,False,False,0.53125,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),extra_trees,Extra Trees,15,0.59999999999999998,0.59999999999999998,0,0,0,0.16366341767699427,0,0,3,9,3,0.5,-0.083333333333333329,0.083333333333333329,-8.3333333333333321,8.3333333333333321,37.5,1,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",9,6,1,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),fixed_blend_010,Fixed blend (10%),15,0.59999999999999998,0.59999999999999998,0,0,0,0,,0,0,15,0,0.5,0,0,0,0,0,1,all_zero_p_assigned_1,pratt,"two-sided approximate, no continuity correction",15,0,1,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),fixed_blend_025,Fixed blend (25%),15,0.59999999999999998,0.58333333333333337,-0.016666666666666666,-1.6666666666666667,0,0.064549722436790288,-0.2581988897471611,-1,0,14,1,0.46666666666666667,-0.050000000000000003,0,-5,0,0,0.31731050786291415,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",14,1,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),equal_blend_050,Equal blend (50%),15,0.59999999999999998,0.55000000000000004,-0.050000000000000003,-5,0,0.10350983390135315,-0.48304589153964789,-1,0,12,3,0.40000000000000002,-0.10000000000000001,0,-10,0,0,0.083264516663550406,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",12,3,0.89097595717456024,0.97065325533141766,False,False,0.25,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),stack_recording,OOF recording-level stacking,15,0.59999999999999998,0.6333333333333333,0.033333333333333333,3.3333333333333335,0,0.1599851183555461,0.20835271227699029,0.33333333333333331,4,9,2,0.56666666666666665,-0.050000000000000003,0.11666666666666667,-5,11.666666666666666,25,0.41421617824252521,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",9,6,0.89097595717456024,0.97065325533141766,False,False,0.6875,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),dasf_clean,DASF,15,0.59999999999999998,0.59999999999999998,0,0,0,0,,0,0,15,0,0.5,0,0,0,0,0,1,all_zero_p_assigned_1,pratt,"two-sided approximate, no continuity correction",15,0,1,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),cbsf,CB-SF,15,0.59999999999999998,0.58333333333333337,-0.016666666666666666,-1.6666666666666667,0,0.11443442705426585,-0.14564381625088385,-0.33333333333333331,1,12,2,0.46666666666666667,-0.066666666666666666,0.033333333333333333,-6.666666666666667,3.3333333333333335,14,0.5637028616507731,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",12,3,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),riemann_ts_logreg,Riemannian TS-LR,15,0.59999999999999998,0.6166666666666667,0.016666666666666666,1.6666666666666667,0,0.24028752618081373,0.069361347763533851,0.30952380952380953,5,8,2,0.59999999999999998,-0.11666666666666667,0.11666666666666667,-11.666666666666666,11.666666666666666,29,0.41684582371528711,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",8,7,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),riemann_mdm,Riemannian MDM,15,0.59999999999999998,0.55000000000000004,-0.050000000000000003,-5,0,0.23528098702858008,-0.21251185925162069,-0.21428571428571427,3,8,4,0.46666666666666667,-0.16666666666666666,0.066666666666666666,-16.666666666666664,6.666666666666667,33,0.57405574720078811,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",8,7,0.89097595717456024,0.97065325533141766,False,False,0.59375,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),eegnet,EEGNet,15,0.59999999999999998,0.56666666666666665,-0.033333333333333333,-3.3333333333333335,0,0.26502470684465484,-0.12577443714661585,-0.16666666666666666,3,8,4,0.46666666666666667,-0.16666666666666666,0.10000000000000001,-16.666666666666664,10,35,0.66252058354005761,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",8,7,0.89097595717456024,0.9787235893205396,False,False,0.8125,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),eeg_conformer,EEG-Conformer,15,0.59999999999999998,0.66666666666666663,0.066666666666666666,6.666666666666667,0,0.22092877542213421,0.30175637618632961,0.48484848484848486,7,6,2,0.66666666666666663,-0.050000000000000003,0.16666666666666666,-5,16.666666666666664,25.5,0.14911305513815643,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",6,9,0.89097595717456024,0.97065325533141766,False,False,0.3984375,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),always_fuse,Neural-classical stacking,13,0.65384615384615385,0.63461538461538458,-0.019230769230769232,-1.9230769230769231,0,0.18988863132818751,-0.10127393670836665,-0.043478260869565216,2,9,2,0.5,-0.11538461538461539,0.076923076923076927,-11.538461538461538,7.6923076923076925,22,0.93090123504037769,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",9,4,1,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),rf,Random forest,13,0.65384615384615385,0.55769230769230771,-0.096153846153846159,-9.6153846153846168,0,0.24019223070763068,-0.4003203845127179,-0.48571428571428571,2,6,5,0.38461538461538464,-0.23076923076923078,0.019230769230769232,-23.076923076923077,1.9230769230769231,18,0.20433024733906624,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",6,7,0.89097595717456024,0.97065325533141766,False,False,0.28125,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),extra_trees,Extra Trees,13,0.65384615384615385,0.61538461538461542,-0.038461538461538464,-3.8461538461538463,0,0.22467925856822926,-0.17118419700436519,-0.35714285714285715,2,6,5,0.38461538461538464,-0.15384615384615385,0.076923076923076927,-15.384615384615385,7.6923076923076925,22.5,0.34829421412482797,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",6,7,0.89097595717456024,0.97065325533141766,False,False,0.765625,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),fixed_blend_010,Fixed blend (10%),13,0.65384615384615385,0.63461538461538458,-0.019230769230769232,-1.9230769230769231,0,0.069337524528153643,-0.27735009811261457,-1,0,12,1,0.46153846153846156,-0.057692307692307696,0,-5.7692307692307692,0,0,0.31731050786291415,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",12,1,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),fixed_blend_025,Fixed blend (25%),13,0.65384615384615385,0.63461538461538458,-0.019230769230769232,-1.9230769230769231,0,0.069337524528153643,-0.27735009811261457,-1,0,12,1,0.46153846153846156,-0.057692307692307696,0,-5.7692307692307692,0,0,0.31731050786291415,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",12,1,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),equal_blend_050,Equal blend (50%),13,0.65384615384615385,0.63461538461538458,-0.019230769230769232,-1.9230769230769231,0,0.069337524528153643,-0.27735009811261457,-1,0,12,1,0.46153846153846156,-0.057692307692307696,0,-5.7692307692307692,0,0,0.31731050786291415,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",12,1,0.89097595717456024,0.97065325533141766,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),stack_recording,OOF recording-level stacking,13,0.65384615384615385,0.59615384615384615,-0.057692307692307696,-5.7692307692307692,0,0.18125276302049606,-0.31829753506038333,-0.52173913043478259,1,9,3,0.42307692307692307,-0.15384615384615385,0.019230769230769232,-15.384615384615385,1.9230769230769231,11,0.29809282200470755,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",9,4,0.89097595717456024,0.97065325533141766,False,False,0.5,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),dasf_clean,DASF,13,0.65384615384615385,0.65384615384615385,0,0,0,0,,0,0,13,0,0.5,0,0,0,0,0,1,all_zero_p_assigned_1,pratt,"two-sided approximate, no continuity correction",13,0,1,1,False,False,1,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),cbsf,CB-SF,13,0.65384615384615385,0.57692307692307687,-0.076923076923076927,-7.6923076923076925,0,0.18776690404970267,-0.40967324519935139,-1,0,11,2,0.42307692307692307,-0.19230769230769232,0,-19.230769230769234,0,0,0.15729920705028516,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",11,2,0.89097595717456024,0.97065325533141766,False,False,0.5,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),riemann_ts_logreg,Riemannian TS-LR,13,0.65384615384615385,0.48076923076923078,-0.17307692307692307,-17.307692307692307,-0.25,0.23683273335783545,-0.73079814864703518,-0.78947368421052633,1,5,7,0.26923076923076922,-0.28846153846153844,-0.057692307692307696,-28.846153846153843,-5.7692307692307692,8,0.028671432706728991,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",5,8,0.89097595717456024,0.97065325533141766,False,False,0.046875,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),riemann_mdm,Riemannian MDM,13,0.65384615384615385,0.61538461538461542,-0.038461538461538464,-3.8461538461538463,0,0.26704700440952817,-0.14402535069277925,-0.10526315789473684,4,5,4,0.5,-0.17307692307692307,0.096153846153846159,-17.307692307692307,9.6153846153846168,34,0.76959796941660352,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",5,8,0.96820389700798504,1,False,False,0.796875,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),eegnet,EEGNet,13,0.65384615384615385,0.59615384615384615,-0.057692307692307696,-5.7692307692307692,0,0.27298210704958442,-0.21134098610290408,-0.20987654320987653,4,4,5,0.46153846153846156,-0.21153846153846154,0.076923076923076927,-21.153846153846153,7.6923076923076925,32,0.53759619918098678,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",4,9,0.89097595717456024,0.97065325533141766,False,False,0.6171875,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,balanced_accuracy,always_nn,Feature-MLP (neural reference),eeg_conformer,EEG-Conformer,13,0.65384615384615385,0.55769230769230771,-0.096153846153846159,-9.6153846153846168,0,0.217429623155726,-0.44222974201164617,-0.63636363636363635,1,8,4,0.38461538461538464,-0.21153846153846154,0,-21.153846153846153,0,10,0.15729920705028516,approx_pratt_no_correction,pratt,"two-sided approximate, no continuity correction",8,5,0.89097595717456024,0.97065325533141766,False,False,0.25,1,1,False,primary: all 65 against Feature-MLP; separate 39/26 only sensitivity
