feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,feature_shift_original,feature_shift_robust,outer_subject,meta_subject,seed,benefit
0.2816721375383036,0.1758575998326539,0.3158152568549656,0.5740679716150474,0.8458773335114865,0.3705311119556427,0.2816721375383036,3,7,1335,-0.25
0.2816721375383036,0.2146889911757598,0.2719130401970833,0.5865260626942634,0.8820774230190214,0.3705311119556427,0.2816721375383036,3,7,1388,-0.25
0.2816721375383036,0.2438298683640465,0.2665523985434953,0.6176547495216402,0.8846839591447615,0.3705311119556427,0.2816721375383036,3,7,1441,0.25
0.2816721375383036,0.2210054118623996,0.2926599105245726,0.6052298908112143,0.8745634808117273,0.3705311119556427,0.2816721375383036,3,7,1494,0.0
0.2816721375383036,0.2185480729588121,0.2559343824684442,0.5842124181666398,0.8920612357240066,0.3705311119556427,0.2816721375383036,3,7,1547,0.25
0.3456916732192924,0.2054764370990411,0.127945167259113,0.522178217528523,0.9483313878483812,0.3845797181129455,0.3456916732192924,3,8,1335,0.0
0.3456916732192924,0.184303864748388,0.0823109812686405,0.4809129826585503,0.9651541005190832,0.3845797181129455,0.3456916732192924,3,8,1388,0.0
0.3456916732192924,0.2386012271865473,0.0994653899084574,0.560895042572577,0.9579424229288228,0.3845797181129455,0.3456916732192924,3,8,1441,0.0
0.3456916732192924,0.2205057288101916,0.146669767481065,0.5634893818322345,0.9334859644280042,0.3845797181129455,0.3456916732192924,3,8,1494,0.0
0.3456916732192924,0.2155141079720793,0.1719243565722311,0.5585694980060317,0.9284275077463156,0.3845797181129455,0.3456916732192924,3,8,1547,0.0
0.2505864065346351,0.1759010984936088,0.3499879572679244,0.607767415572234,0.8228852272989551,0.3181544840335846,0.2505864065346351,3,9,1335,0.25
0.2505864065346351,0.1806043952781839,0.3398378805631294,0.5993380427884456,0.830443778466796,0.3181544840335846,0.2505864065346351,3,9,1388,0.0
0.2505864065346351,0.2140851998490923,0.2184556139740153,0.5576254252967576,0.9021976284964388,0.3181544840335846,0.2505864065346351,3,9,1441,0.25
0.2505864065346351,0.1824444284215507,0.2542834341433255,0.5395223911103285,0.8846317450478588,0.3181544840335846,0.2505864065346351,3,9,1494,0.0
0.2505864065346351,0.1879065901621978,0.2811789121421154,0.5699402438027034,0.8739873580506577,0.3181544840335846,0.2505864065346351,3,9,1547,0.25
0.2670982046177271,0.1676671012349528,0.4452360539546499,0.6528712837699717,0.7745160139833293,0.4701191484928131,0.2670982046177271,3,10,1335,-0.25
0.2670982046177271,0.2071654895533231,0.3689404048016467,0.6338616836647154,0.8333468145704993,0.4701191484928131,0.2670982046177271,3,10,1388,0.0
0.2670982046177271,0.2157184349753777,0.3451265587066741,0.6389647670805422,0.8373938667231426,0.4701191484928131,0.2670982046177271,3,10,1441,0.0
0.2670982046177271,0.2238628130657398,0.3387868094430447,0.6362041739948873,0.8556202342498161,0.4701191484928131,0.2670982046177271,3,10,1494,0.0
0.2670982046177271,0.2107975240741736,0.3270178457567515,0.6238183208063367,0.8544647504668211,0.4701191484928131,0.2670982046177271,3,10,1547,0.25
