confidence_nn,covariance_shift,dasf_effective_margin,dasf_used_fusion_seed_diagnostic,direction,disagreement,entropy_fuse,entropy_nn,feature_shift,feature_shift_original,feature_shift_robust,inner_participants,inner_selected_epochs,outer_subject_excluded,protocol,seed,selected_epoch,subject,target_batch_recordings,validation_accuracy_fuse_meta_crossfit,validation_accuracy_nn,validation_gain
0.7547027548007296,0.2424686230696456,0.06849372461392912,False,stroop,0.21242694936422413,0.6733551196001185,0.4526949669013581,0.6161212913258349,832.8359985351562,0.6161212913258349,14,2|4|20|10|3|4|43|8|3|4|5|16|1|3,True,loso,1441,4,6,4,0.75,0.7678571428571429,-0.017857142857142905
0.6776076275407718,0.2424686230696456,0.06849372461392912,False,stroop,0.13833046375505936,0.679523646558182,0.5719455472409273,0.6161212913258349,832.8359985351562,0.6161212913258349,14,2|1|27|3|19|3|20|24|2|1|3|19|1|7,True,loso,1494,3,6,4,0.7321428571428571,0.7857142857142857,-0.0535714285714286
0.7491530542452983,0.2424686230696456,0.06849372461392912,False,stroop,0.19923169480515734,0.6774545679667456,0.49434893912303196,0.6161212913258349,832.8359985351562,0.6161212913258349,14,2|2|32|4|4|8|23|25|2|20|2|16|1|5,True,loso,1547,4,6,4,0.7321428571428571,0.75,-0.017857142857142905
0.8794978211415233,0.24437467930011714,0.06887493586002343,False,stroop,0.25886924639681796,0.6259637434240483,0.2689901033027826,0.27767623173829425,0.385694682598114,0.27767623173829425,14,1|2|16|20|16|39|28|11|10|10|2|17|1|1,True,loso,1335,10,7,4,0.7142857142857143,0.7678571428571429,-0.0535714285714286
0.8653262224523506,0.24437467930011714,0.06887493586002343,False,stroop,0.19955590537618942,0.5957652142887128,0.315006045105218,0.27767623173829425,0.385694682598114,0.27767623173829425,14,3|1|1|19|8|2|5|3|5|2|1|4|2|3,True,loso,1388,3,7,4,0.6785714285714286,0.6964285714285714,-0.017857142857142794
0.8231168265924436,0.24437467930011714,0.06887493586002343,False,stroop,0.21550427363561908,0.6385394674255234,0.36517673294706615,0.27767623173829425,0.385694682598114,0.27767623173829425,14,1|1|29|9|2|1|24|2|33|1|1|2|1|2,True,loso,1441,2,7,4,0.6607142857142857,0.75,-0.0892857142857143
0.8029662546961673,0.24437467930011714,0.06887493586002343,False,stroop,0.21428542177856913,0.6498707601035568,0.38760995355023603,0.27767623173829425,0.385694682598114,0.27767623173829425,14,2|1|11|11|6|3|12|9|9|1|3|17|1|1,True,loso,1494,4,7,4,0.7142857142857143,0.7321428571428571,-0.017857142857142794
0.8407657668683093,0.24437467930011714,0.06887493586002343,False,stroop,0.20588560838298336,0.6174685287955515,0.33579621963972656,0.27767623173829425,0.385694682598114,0.27767623173829425,14,1|2|2|6|38|3|23|4|13|17|1|4|1|1,True,loso,1547,3,7,4,0.6964285714285714,0.6964285714285714,0.0
0.7880277210202358,0.1526014398375032,0.050520287967500646,False,stroop,0.20693743301500936,0.6622449035797162,0.418584043559473,0.3274370017633602,0.3767736256122589,0.3274370017633602,14,2|1|15|17|3|2|10|2|8|11|1|1|1|1,True,loso,1335,2,8,4,0.7142857142857143,0.7321428571428571,-0.017857142857142794
0.7161818753937933,0.1526014398375032,0.050520287967500646,False,stroop,0.15559539371901393,0.678251675157274,0.5470791384883804,0.3274370017633602,0.3767736256122589,0.3274370017633602,14,1|1|21|25|10|3|1|1|6|3|2|5|2|1,True,loso,1388,2,8,4,0.6785714285714286,0.6607142857142857,0.017857142857142905
0.8364565779152888,0.1526014398375032,0.050520287967500646,False,stroop,0.22773617284514439,0.6518075683186546,0.35106991435201,0.3274370017633602,0.3767736256122589,0.3274370017633602,14,2|3|2|12|3|4|9|2|4|3|3|1|3|1,True,loso,1441,3,8,4,0.6964285714285714,0.6607142857142857,0.0357142857142857
0.7573906211207444,0.1526014398375032,0.050520287967500646,False,stroop,0.19089959227423428,0.6719945003920815,0.48110423118163864,0.3274370017633602,0.3767736256122589,0.3274370017633602,14,1|2|18|7|4|1|9|2|1|49|1|6|1|1,True,loso,1494,2,8,4,0.7142857142857143,0.6785714285714286,0.0357142857142857
