bin_index,bin_lower,bin_upper,right_edge_included,n_recordings,mean_predicted_probability,observed_positive_rate,absolute_calibration_gap,dataset,protocol,direction,analysis_cell_display,method,method_display
2,0.20000000000000001,0.40000000000000002,False,6,0.26852704332583804,0.66666666666666663,0.39813962334082859,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,cbsf,CB-SF
3,0.40000000000000002,0.60000000000000009,False,18,0.51452962672950175,0.66666666666666663,0.15213703993716488,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,cbsf,CB-SF
4,0.60000000000000009,0.80000000000000004,False,10,0.63534753929696008,0.69999999999999996,0.064652460703039871,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,cbsf,CB-SF
5,0.80000000000000004,1,True,5,0.95808000848579533,0.59999999999999998,0.35808000848579535,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,cbsf,CB-SF
1,0,0.20000000000000001,False,2,0.0048300492934666003,0.5,0.49516995070653341,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,dasf_clean,DASF
2,0.20000000000000001,0.40000000000000002,False,5,0.2926163464304265,0.80000000000000004,0.50738365356957349,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,dasf_clean,DASF
3,0.40000000000000002,0.60000000000000009,False,17,0.51751343273794104,0.6470588235294118,0.12954539079147076,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,dasf_clean,DASF
4,0.60000000000000009,0.80000000000000004,False,4,0.67058943113051406,0.75,0.079410568869485942,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,dasf_clean,DASF
5,0.80000000000000004,1,True,11,0.98507676904386299,0.63636363636363635,0.34871313268022663,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,dasf_clean,DASF
1,0,0.20000000000000001,False,3,0.012762598294084201,0.66666666666666663,0.65390406837258241,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,eeg_conformer,EEG-Conformer
2,0.20000000000000001,0.40000000000000002,False,2,0.3098012499659098,0.5,0.1901987500340902,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,eeg_conformer,EEG-Conformer
3,0.40000000000000002,0.60000000000000009,False,5,0.5195173340045639,0.59999999999999998,0.080482665995436076,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,eeg_conformer,EEG-Conformer
4,0.60000000000000009,0.80000000000000004,False,15,0.71019923518059458,0.66666666666666663,0.043532568513927949,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,eeg_conformer,EEG-Conformer
5,0.80000000000000004,1,True,14,0.90860652836559497,0.7142857142857143,0.19432081407988067,openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,eeg_conformer,EEG-Conformer
