dataset,setting,setting_display,comparison_family,method,method_display,metric,higher_is_better,n_participants,participant_macro_mean,participant_standard_deviation,participant_median,ci95_percentile_low,ci95_percentile_high,ci95_width
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,balanced_accuracy,True,15,0.6166666666666667,0.1599851183555461,0.5,0.55000000000000004,0.69999999999999996,0.14999999999999991
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,sensitivity,True,15,0.56666666666666665,0.49521520093601251,1,0.33333333333333331,0.80000000000000004,0.46666666666666673
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,specificity,True,15,0.66666666666666663,0.40824829046386302,1,0.46666666666666667,0.8666666666666667,0.40000000000000002
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,precision,True,9,0.68518518518518523,0.19444444444444445,0.66666666666666663,0.57407407407407396,0.81481481481481477,0.24074074074074081
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,f1,True,15,0.45777777777777773,0.39590496427898042,0.66666666666666663,0.25777777777777783,0.64888888888888896,0.39111111111111113
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,auroc,True,15,0.73333333333333328,0.27494588212089682,0.75,0.58333333333333337,0.8666666666666667,0.28333333333333333
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,pr_auc,True,15,0.75277777777777777,0.24874021211234251,0.79166666666666663,0.625,0.86666666666666659,0.24166666666666659
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,average_precision,True,15,0.81111111111111123,0.18757714462371261,0.83333333333333326,0.71666666666666667,0.90000000000000002,0.18333333333333335
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,log_loss,False,15,0.93726685732823778,0.42874010742872404,0.71671576207856147,0.74748483922753617,1.165664009490639,0.41817917026310281
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,riemann_ts_logreg,Riemannian TS-LR,brier_score,False,15,0.30714415462140937,0.10923860743948573,0.26181220360329016,0.2550854922045323,0.36096251159254533,0.10587701938801303
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,accuracy,True,15,0.6333333333333333,0.18580583823930166,0.75,0.55000000000000004,0.71666666666666667,0.16666666666666663
