protocol,direction,subject,kind,replicates,n_training_people,n_original_training_rows,full_weight,weight_min,weight_max,weight_q025,weight_median,weight_q975,fraction_weight_gt_0_4,fraction_same_side_of_0_4_as_full,ood_fallback_fraction,benefit_q025,benefit_q975,catastrophe_q025,catastrophe_q975,single_class_catastrophe_fraction
loso,stroop,4,leave_one_meta_row_out,12,12,12,0.79997835492961178,0.79828589087268442,0.79999701868857276,0.79859332207532197,0.79996939958508095,0.79999421050799036,1,1,0,0.1527336752788428,0.24431294193533357,0.024742879331668223,0.60835167389251144,0.08333333333333337
loso,stroop,4,row_bootstrap,1000,12,12,0.79997835492961178,0,0.79999701868857276,2.1081885636366673e-06,0.79997472179961004,0.79999701868857276,0.89900000000000002,0.89900000000000002,0.019,-0.12291320037604229,0.25,0,0.93157268428890694,0.33199999999999996
loso,stroop,5,leave_one_meta_row_out,12,12,12,0.52573610705729512,0.087654809471672118,0.79981309451465132,0.10490364925266626,0.48301130130198022,0.76632827995601127,0.66666666666666663,0.66666666666666663,0,-0.013882431831709799,0.13569650179803611,0.10036902274778167,0.49804556837850644,0.08333333333333337
loso,stroop,5,row_bootstrap,1000,12,12,0.52573610705729512,1.9880777292726155e-10,0.79999701868857276,1.0056208417872772e-06,0.47608237517815188,0.7999925814511949,0.52400000000000002,0.52400000000000002,0,-0.24443757917563838,0.23176793972400134,0,0.60875129988609389,0.33099999999999996
loso,stroop,6,leave_one_meta_row_out,12,12,12,0.47479397027860826,3.575707012464194e-07,0.79943727961846467,0.094602070030573956,0.50108183306473442,0.79100683318661591,0.75,0.75,0,-0.16734161077194537,0.1339759325448229,0.21367564480059775,0.97262300069317043,0.08333333333333337
loso,stroop,6,row_bootstrap,1000,12,12,0.47479397027860826,0,0.79999701868857276,2.4493626700934095e-07,0.40000000000000002,0.79999701868857276,0.496,0.496,0.024,-0.25,0.25,0,0.99772220741006978,0.36599999999999999
loso,stroop,7,leave_one_meta_row_out,12,12,12,0.79877632706158774,0.34618867859895863,0.79994287209525017,0.4670568228342169,0.79838335674992533,0.79991801443875477,0.91666666666666663,0.91666666666666663,0,0.023448201763053979,0.18967063146762023,0.065369726745731688,0.164189585990557,0
loso,stroop,7,row_bootstrap,1000,12,12,0.79877632706158774,0,0.79999701695019121,0.0053210965971349031,0.79436961725630884,0.79999693712616804,0.61699999999999999,0.61699999999999999,0.0080000000000000002,-0.063617533007174126,0.25,0.00044543511864226837,0.5069284560972207,0.020000000000000018
loso,stroop,8,leave_one_meta_row_out,12,12,12,0.52159154695719578,0.34556286732649044,0.65917759709509682,0.36255589921526177,0.51448076338902982,0.63579739038364336,0.91666666666666663,0.91666666666666663,0,0.0025162309977367538,0.034820226886274612,0.017559836432275915,0.23335810117409947,0.08333333333333337
loso,stroop,8,row_bootstrap,1000,12,12,0.52159154695719578,0,0.79999701307767157,0.0001508244192982202,0.48912958293669162,0.79963318540956674,0.58699999999999997,0.58699999999999997,0.019,-0.089892084416807239,0.1630590910534343,0,0.41948524272954629,0.34099999999999997
loso,stroop,9,leave_one_meta_row_out,12,12,12,0.064982305117653474,0.0018406354020525468,0.40000000000000002,0.009200502293263968,0.068593680118586603,0.34344791434215105,0,1,0,-0.079248196092500306,-0.001188211585453179,0.090627354915453692,0.53838626541797985,0.08333333333333337
loso,stroop,9,row_bootstrap,1000,12,12,0.064982305117653474,0,0.79999682433157959,2.1943144631132665e-06,0.21848738452356273,0.76952715539398975,0.215,0.78500000000000003,0.002,-0.21177962515882928,0.074603392584743994,0,0.77064731730307823,0.33999999999999997
loso,stroop,10,leave_one_meta_row_out,12,12,12,0.049740294731225522,0.012084455044552765,0.49784435808587341,0.012100584113859558,0.054020440648811875,0.42420858381113691,0.083333333333333329,0.91666666666666663,0,-0.073029955306606997,0.0037524049172737491,0.030016966019367177,0.27373271634055957,0.08333333333333337
loso,stroop,10,row_bootstrap,1000,12,12,0.049740294731225522,0,0.7999970175017328,3.6945213798557867e-06,0.2099521987597921,0.76379708831667859,0.29499999999999998,0.70499999999999996,0.002,-0.22311891385221738,0.061226969670159677,0,0.40515960011973551,0.34199999999999997
loso,stroop,11,leave_one_meta_row_out,12,12,12,0.35418211418093309,0.14433939312845531,0.64449632342400753,0.20901831259432718,0.42079771944423067,0.60923129882504257,0.75,0.25,0,-0.0082610121459435748,0.026737321154405417,0.036313563290885149,0.32055586353608989,0.08333333333333337
loso,stroop,11,row_bootstrap,1000,12,12,0.35418211418093309,0.00055809687622099225,0.79999322087060554,0.021076690912258736,0.46491845851809144,0.7986783333894234,0.54700000000000004,0.45300000000000001,0,-0.057577072202485223,0.13172981548757859,0,0.36726843999302483,0.371
loso,stroop,12,leave_one_meta_row_out,12,12,12,0.042183529627787236,0.0048787620304550994,0.40000000000000002,0.0064918682536307618,0.037183246687248296,0.31477614755771149,0,1,0,-0.067943885828630854,-0.0065148179209288688,0.09677284252001736,0.64962077967009302,0.08333333333333337
loso,stroop,12,row_bootstrap,1000,12,12,0.042183529627787236,0,0.40000000000000002,2.5083571318581473e-07,0.10288414782962207,0.40000000000000002,0,1,0.010999999999999999,-0.25,0,0,0.99010056729722173,0.35199999999999998
loso,stroop,13,leave_one_meta_row_out,12,12,12,0.0018121086811424159,0.00021521333554505286,0.37128211106067166,0.00023290173426222338,0.0014541917717164846,0.27142025581834461,0,1,0,-0.13899938539811346,-0.019729064997412449,0.096951901572996824,0.53130821116283256,0
loso,stroop,13,row_bootstrap,1000,12,12,0.0018121086811424159,0,0.40000000000000002,1.494665801314618e-07,0.0044546256389521432,0.40000000000000002,0,1,0.0040000000000000001,-0.26377403255353132,0,0,0.85098507853379546,0.10599999999999998
