dataset,setting,setting_display,comparison_family,subject,method,method_display,n_recordings,n_class_0,n_class_1,tn,fp,fn,tp,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,3,stack_recording,OOF recording-level stacking,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.54655659626386743,0.18635962756388685
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,always_fuse,Neural-classical stacking,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0.29166666666666663,0.41666666666666663,0.76392676033459128,0.2850763644047008
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,always_nn,Feature-MLP (neural reference),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0,0.29166666666666663,0.41666666666666663,1.5251962738392093,0.49385774684898526
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,cbsf,CB-SF,4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0,0.29166666666666663,0.41666666666666663,0.81383695930148603,0.30977355244586124
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0,0.29166666666666663,0.41666666666666663,1.5251962738392093,0.49385774684898526
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,eeg_conformer,EEG-Conformer,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.5380780249839886,0.19925781772852363
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,eegnet,EEGNet,4,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0.17701459951674875,0.033667855349627261
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,equal_blend_050,Equal blend (50%),4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0,0.29166666666666663,0.41666666666666663,0.92895489560365596,0.36004079731689453
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,extra_trees,Extra Trees,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.25,0.33333333333333331,0.5,0.82142962808425357,0.3082083140800736
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0,0.29166666666666663,0.41666666666666663,1.2724128631239262,0.45644458637913166
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0,0.29166666666666663,0.41666666666666663,1.0948096665266724,0.41532433631791166
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,rf,Random forest,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0.29166666666666663,0.41666666666666663,0.8459255642012995,0.32206140761571983
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,riemann_mdm,Riemannian MDM,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.4130376939771413,0.12952535664555151
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0,0.29166666666666663,0.41666666666666663,0.99237200051257479,0.37710023684334804
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,4,stack_recording,OOF recording-level stacking,4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0,0.29166666666666663,0.41666666666666663,0.89285908972737826,0.34743930560234759
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,always_fuse,Neural-classical stacking,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.65452327297851687,0.23094983963628177
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,always_nn,Feature-MLP (neural reference),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.76948072162236381,0.28995994501617078
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,cbsf,CB-SF,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.65521196669025339,0.23438108112907746
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,dasf_clean,DASF,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.76948072162236381,0.28995994501617078
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.60847953401295984,0.20840916526468353
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,0.83719460257542688,0.31132713113016575
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,equal_blend_050,Equal blend (50%),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.65373617240926174,0.23317860180522351
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,extra_trees,Extra Trees,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.67996905838701482,0.24474155915527934
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,fixed_blend_010,Fixed blend (10%),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.69494184485508015,0.2584946166216664
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,fixed_blend_025,Fixed blend (25%),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.66828473201577043,0.24342823487834189
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,rf,Random forest,4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0.5,0.41666666666666663,0.58333333333333326,0.70149276819954687,0.25542707335964376
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.94854695996781047,0.34535262686711204
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,riemann_ts_logreg,Riemannian TS-LR,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.56353086461530677,0.19174334914599458
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,5,stack_recording,OOF recording-level stacking,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.6351068520637082,0.22238123736225623
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,always_fuse,Neural-classical stacking,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,0.77633596321086873,0.28773896638039775
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,always_nn,Feature-MLP (neural reference),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.29166666666666663,0.41666666666666663,1.4150252549726605,0.43784074173472093
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,cbsf,CB-SF,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.29166666666666663,0.41666666666666663,1.4056281977386547,0.43672014651513996
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,dasf_clean,DASF,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.29166666666666663,0.41666666666666663,1.4150252549726605,0.43784074173472093
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,eeg_conformer,EEG-Conformer,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,0.76714278152345683,0.28428769858509473
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.98274753041406415,0.35989148959939782
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,equal_blend_050,Equal blend (50%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,0.90137054794502158,0.33390791861049735
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,extra_trees,Extra Trees,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,0.76275500833468279,0.28148082538418301
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,fixed_blend_010,Fixed blend (10%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.29166666666666663,0.41666666666666663,1.1779794717832266,0.40258329063156284
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,fixed_blend_025,Fixed blend (25%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.25,0.33333333333333331,0.5,1.0298699783008005,0.37057842211244685
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,rf,Random forest,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.33333333333333331,0.5,0.73272040280112483,0.26963038490237623
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,riemann_mdm,Riemannian MDM,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.89923237790405086,0.33200302745181476
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,riemann_ts_logreg,Riemannian TS-LR,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.3275806011468347,0.42316731441171829
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,6,stack_recording,OOF recording-level stacking,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.29166666666666663,0.41666666666666663,1.0314325452332584,0.37231256684234931
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,always_fuse,Neural-classical stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.57798758719107857,0.19339572494614324
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,always_nn,Feature-MLP (neural reference),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.8041629135094015,0.3077497958772808
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,cbsf,CB-SF,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.5767773190168729,0.19424380547891812
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.8041629135094015,0.3077497958772808
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.49463871167621504,0.15718812203628643
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.76412166925720626,0.28047261184046246
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,equal_blend_050,Equal blend (50%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.60517733038261412,0.21258446930191502
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,extra_trees,Extra Trees,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.47539263356950917,0.15439706806568035
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.73684381367644636,0.27935704280117202
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.66888761357946791,0.24760334838425943
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,rf,Random forest,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.47306873172584246,0.15827211143328124
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.81310321194823176,0.30625878250792282
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,2.0456660590186004,0.49739944043135842
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,7,stack_recording,OOF recording-level stacking,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.51926413884483957,0.17278341095911851
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,always_fuse,Neural-classical stacking,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.64615171244662761,0.22706040479562886
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,always_nn,Feature-MLP (neural reference),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.70833333333333326,0.75,1.768768783870696,0.4492632858461329
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,cbsf,CB-SF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.85710199775533202,0.31422796624022908
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.70833333333333326,0.75,1.768768783870696,0.4492632858461329
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,eeg_conformer,EEG-Conformer,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.68188541879971032,0.24744744876915103
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.71577618431221279,0.26126221838070335
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,equal_blend_050,Equal blend (50%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.73037847334788242,0.26745083535082048
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,extra_trees,Extra Trees,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.62288529483627109,0.21532841169550282
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,1.045653276686014,0.36335178511151167
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.85798250415224664,0.31450750720678716
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,rf,Random forest,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.70833333333333326,0.75,0.72007076224938049,0.26286475234892537
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,riemann_mdm,Riemannian MDM,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.65265300034899076,0.23127685226647321
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,riemann_ts_logreg,Riemannian TS-LR,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.62978280590831726,0.21556106629604521
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,8,stack_recording,OOF recording-level stacking,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.70833333333333326,0.75,0.82538149172731823,0.30138265617566218
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,always_fuse,Neural-classical stacking,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.62559703098187591,0.21957304744147749
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,always_nn,Feature-MLP (neural reference),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,1.1193131624142487,0.3558115909662114
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,cbsf,CB-SF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.67314517970158039,0.24526051686316896
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,1.1193131624142487,0.3558115909662114
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.45653404343958248,0.14879190319862481
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,eegnet,EEGNet,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.60141193735565568,0.20572321350945003
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,equal_blend_050,Equal blend (50%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.67650539529875575,0.24695042725049099
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,extra_trees,Extra Trees,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.65075003518643193,0.24540231064370113
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.80547314048024077,0.30054893714526176
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.73420977362680517,0.27365490366107215
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,rf,Random forest,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.87540796258882592,0.32143611546782813
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.63575016561812669,0.23633860707764892
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.71671576207856147,0.26181220360329016
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,9,stack_recording,OOF recording-level stacking,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.6298259426146986,0.2304069152008642
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,always_fuse,Neural-classical stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.5,0.41666666666666663,0.58333333333333326,0.64739376108981839,0.22745546650755064
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,always_nn,Feature-MLP (neural reference),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.64333878714928416,0.24415783001304792
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,cbsf,CB-SF,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.62700040559559211,0.21884162646936686
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.64333878714928416,0.24415783001304792
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.5,0.41666666666666663,0.58333333333333326,0.66646727854963772,0.23655301700099518
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.8303563728929092,0.3098460479394235
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,equal_blend_050,Equal blend (50%),4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0.5,0.41666666666666663,0.58333333333333326,0.61904268358749892,0.21651112754988883
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,extra_trees,Extra Trees,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.63399550509241287,0.22084775534036741
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.61708754909271923,0.22447741575777425
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,fixed_blend_025,Fixed blend (25%),4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0.5,0.41666666666666663,0.58333333333333326,0.61258394118420512,0.21757282318632398
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,rf,Random forest,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.6511587454844131,0.22905447933591991
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,riemann_mdm,Riemannian MDM,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.6846454281313118,0.24577096008019192
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,riemann_ts_logreg,Riemannian TS-LR,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.66851122517592132,0.23968068657075442
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,10,stack_recording,OOF recording-level stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.5,0.41666666666666663,0.58333333333333326,0.60873408198993606,0.20982811576918664
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,always_fuse,Neural-classical stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.60117079536628293,0.20472883442709675
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,always_nn,Feature-MLP (neural reference),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.49991913437067365,0.17414616651674142
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,cbsf,CB-SF,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.52604118638630448,0.17450264502948201
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,dasf_clean,DASF,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.49991913437067365,0.17414616651674142
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.5807867414718042,0.19875367038276204
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,eegnet,EEGNet,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.83826268633680734,0.3126420019521316
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,equal_blend_050,Equal blend (50%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.5466672883966085,0.18081616751014512
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,extra_trees,Extra Trees,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.54117488893459664,0.18047335372760878
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,fixed_blend_010,Fixed blend (10%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.51800163313299719,0.17376435727037196
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,fixed_blend_025,Fixed blend (25%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.52765406609724019,0.17482891417641713
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,11,rf,Random forest,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.55636510470725886,0.18948051507453814
