variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,split_seed,fold,train_windows,validation_windows,validation_recordings,recording_accuracy,recording_log_loss
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,1,287,383,2,0.5,0.7943683201560062
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,2,383,287,2,0.5,4.07285920822132
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,1,287,383,2,0.5,0.7943683201560062
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,2,383,287,2,0.5,4.07285920822132
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,1,287,383,2,0.5,0.7943683201560062
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,2,383,287,2,0.5,4.07285920822132
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,1,345,325,2,0.5,13.484804748847843
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,2,325,345,2,0.5,3.526155898810359
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,1,284,310,2,0.0,16.563723154182433
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,2,310,284,2,0.0,2.4772550891372176
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,1,269,325,2,0.5,13.81551055796526
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,2,325,269,2,0.5,5.533030708178115
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,1,269,325,2,0.5,13.81551055796526
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,2,325,269,2,0.5,5.533030708178115
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,1,269,325,2,0.5,13.81551055796526
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,2,325,269,2,0.5,5.533030708178115
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,1,284,310,2,0.0,16.563723154182433
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,2,310,284,2,0.0,2.4772550891372176
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,1,432,295,2,0.5,5.316330290098623
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,2,295,432,2,0.5,3.1913988676695544
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,1,314,413,2,0.5,13.807189727328309
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,2,413,314,2,0.5,2.7026095180132907
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,1,314,413,2,0.5,13.807189727328309
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,2,413,314,2,0.5,2.7026095180132907
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,1,314,413,2,0.5,13.807189727328309
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,2,413,314,2,0.5,2.7026095180132907
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,1,432,295,2,0.5,5.316330290098623
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,2,295,432,2,0.5,3.1913988676695544
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,1,357,296,2,0.5,4.195552854289956
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,2,296,357,2,0.5,3.2763628652280827
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,1,287,366,2,0.0,8.021495375877816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,2,366,287,2,0.5,2.280983362109327
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,1,287,366,2,0.0,8.021495375877816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,2,366,287,2,0.5,2.280983362109327
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,1,287,366,2,0.0,8.021495375877816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,2,366,287,2,0.5,2.280983362109327
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,1,357,296,2,0.5,4.195552854289956
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,2,296,357,2,0.5,3.2763628652280827
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,1,303,556,2,0.0,20.634491877902153
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,2,556,303,2,0.5,4.920315841421882
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,1,201,658,2,0.5,13.815510557965675
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,2,658,201,2,0.5,5.7271277499306175
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,1,201,658,2,0.5,13.815510557965675
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,2,658,201,2,0.5,5.7271277499306175
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,1,201,658,2,0.5,13.815510557965675
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,2,658,201,2,0.5,5.7271277499306175
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,1,303,556,2,0.0,20.634491877902153
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,2,556,303,2,0.5,4.920315841421882
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,1,287,283,2,0.0,6.824249031314036
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,2,283,287,2,0.0,6.686246025830563
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,1,229,341,2,0.5,13.815510557965249
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,2,341,229,2,0.5,10.661031967223606
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,1,229,341,2,0.5,13.815510557965249
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,2,341,229,2,0.5,10.661031967223606
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,1,229,341,2,0.5,13.815510557965249
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,2,341,229,2,0.5,10.661031967223606
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,1,287,283,2,0.0,6.824249031314036
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,2,283,287,2,0.0,6.686246025830563
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,1,281,178,2,1.0,0.00011985353259419694
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,2,178,281,2,0.5,0.8075359051519857
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,1,151,308,2,0.5,2.0909832402555155
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,2,308,151,2,0.5,1.7701832116651322
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,1,151,308,2,0.5,2.0909832402555155
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,2,308,151,2,0.5,1.7701832116651322
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,1,151,308,2,0.5,2.0909832402555155
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,2,308,151,2,0.5,1.7701832116651322
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,1,281,178,2,1.0,0.00011985353259419694
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,2,178,281,2,0.5,0.8075359051519857
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,1,308,352,2,0.0,23.36252255011174
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,2,352,308,2,0.5,3.291901075788721
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,1,245,415,2,0.5,1.493375894649021
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,2,415,245,2,0.5,8.393072606940349
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,1,245,415,2,0.5,1.493375894649021
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,2,415,245,2,0.5,8.393072606940349
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,1,245,415,2,0.5,1.493375894649021
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,2,415,245,2,0.5,8.393072606940349
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,1,308,352,2,0.0,23.36252255011174
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,2,352,308,2,0.5,3.291901075788721
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,1,280,261,2,0.5,12.531821769155421
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,2,261,280,2,0.5,0.5729505093053264
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,1,230,311,2,1.0,0.06359492525430337
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,2,311,230,2,0.5,12.357365249758256
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,1,230,311,2,1.0,0.06359492525430337
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,2,311,230,2,0.5,12.357365249758256
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,1,230,311,2,1.0,0.06359492525430337
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,2,311,230,2,0.5,12.357365249758256
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,1,280,261,2,0.5,12.531821769155421
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,2,261,280,2,0.5,0.5729505093053264
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,1,276,265,2,0.5,2.265778183374735
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,2,265,276,2,0.5,12.292606139892783
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,1,193,348,2,0.5,0.41006611472861987
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,2,348,193,2,0.5,7.506857954431236
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,1,193,348,2,0.5,0.41006611472861987
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,2,348,193,2,0.5,7.506857954431236
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,1,193,348,2,0.5,0.41006611472861987
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,2,348,193,2,0.5,7.506857954431236
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,1,276,265,2,0.5,2.265778183374735
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,2,265,276,2,0.5,12.292606139892783
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,1,396,350,2,0.5,13.815510557965279
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,2,350,396,2,0.5,13.815510557965313
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,1,322,424,2,0.0,8.426631403475312
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,2,424,322,2,0.0,9.106439660735726
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,1,322,424,2,0.0,8.426631403475312
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,2,424,322,2,0.0,9.106439660735726
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,1,322,424,2,0.0,8.426631403475312
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,2,424,322,2,0.0,9.106439660735726
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,1,396,350,2,0.5,13.815510557965279
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,2,350,396,2,0.5,13.815510557965313
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,1,353,520,2,0.0,14.927156373678269
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,2,520,353,2,0.5,2.716040802542234
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,1,270,603,2,0.5,3.669267310946268
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,2,603,270,2,0.5,4.308662436459442
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,1,270,603,2,0.5,3.669267310946268
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,2,603,270,2,0.5,4.308662436459442
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,1,270,603,2,0.5,3.669267310946268
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,2,603,270,2,0.5,4.308662436459442
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,1,353,520,2,0.0,14.927156373678269
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,2,520,353,2,0.5,2.716040802542234
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,1,325,268,2,0.5,4.126722083917276
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,2,268,325,2,0.0,9.872356366502018
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,1,201,392,2,0.5,12.456678322369557
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,2,392,201,2,0.5,4.280065908147302
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,1,201,392,2,0.5,12.456678322369557
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,2,392,201,2,0.5,4.280065908147302
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,1,201,392,2,0.5,12.456678322369557
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,2,392,201,2,0.5,4.280065908147302
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,1,325,268,2,0.5,4.126722083917276
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,2,268,325,2,0.0,9.872356366502018
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,1,298,374,2,0.5,13.955741373222835
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,2,374,298,2,0.5,5.107266013488388
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,1,243,429,2,0.5,13.815510559223503
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,2,429,243,2,0.5,6.088804923840034
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,1,243,429,2,0.5,13.815510559223503
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,2,429,243,2,0.5,6.088804923840034
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,1,243,429,2,0.5,13.815510559223503
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,2,429,243,2,0.5,6.088804923840034
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,1,298,374,2,0.5,13.955741373222835
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,2,374,298,2,0.5,5.107266013488388
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,1,312,311,2,0.0,11.781001965984643
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,2,311,312,2,0.5,3.8175565463166388
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,1,249,374,2,0.5,1.692724732834732
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,2,374,249,2,0.5,4.456719940480769
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,1,249,374,2,0.5,1.692724732834732
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,2,374,249,2,0.5,4.456719940480769
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,1,249,374,2,0.5,1.692724732834732
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,2,374,249,2,0.5,4.456719940480769
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,1,312,311,2,0.0,11.781001965984643
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,2,311,312,2,0.5,3.8175565463166388
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,1,271,302,2,0.0,16.15666036131894
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,2,302,271,2,0.5,4.1539680217540695
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,1,213,360,2,0.5,13.81551055796527
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,2,360,213,2,0.5,4.293984671034816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,1,213,360,2,0.5,13.81551055796527
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,2,360,213,2,0.5,4.293984671034816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,1,213,360,2,0.5,13.81551055796527
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,2,360,213,2,0.5,4.293984671034816
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,1,271,302,2,0.0,16.15666036131894
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,2,302,271,2,0.5,4.1539680217540695
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,1,257,250,2,0.5,1.718142276086985
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,2,250,257,2,0.5,4.482074819313535
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,1,179,328,2,0.5,6.712642965428528
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,2,328,179,2,0.5,3.780611682898071
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,1,179,328,2,0.5,6.712642965428528
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,2,328,179,2,0.5,3.780611682898071
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,1,179,328,2,0.5,6.712642965428528
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,2,328,179,2,0.5,3.780611682898071
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,1,257,250,2,0.5,1.718142276086985
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,2,250,257,2,0.5,4.482074819313535
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,1,282,299,2,0.5,3.9969192968771896
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,2,299,282,2,0.5,4.2214516112637055
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,1,243,338,2,1.0,1.0971779040864176e-12
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,2,338,243,2,0.5,1.1237058686582895
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,1,243,338,2,1.0,1.0971779040864176e-12
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,2,338,243,2,0.5,1.1237058686582895
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1494,1,243,338,2,1.0,1.0971779040864176e-12
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1494,2,338,243,2,0.5,1.1237058686582895
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1547,1,282,299,2,0.5,3.9969192968771896
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1547,2,299,282,2,0.5,4.2214516112637055
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,1,,1,10066,696,4,0.5,3.97182386507337
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,2,,2,9774,988,4,0.75,3.0799429453932627
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,3,,3,10193,569,4,0.75,1.134565433802546
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,4,,4,10096,666,4,0.5,5.70969915405772
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,5,,5,9935,827,4,0.5,1.3669386070824037
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,6,,6,10172,590,4,0.5,8.852044557373056
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,7,,7,10409,353,4,0.5,3.6464865250900202
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,8,,8,9724,1038,4,0.5,0.6370602763290425
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,9,,9,9683,1079,4,0.5,2.1432120363795075
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,10,,10,10224,538,4,0.5,2.181974363400121
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,11,,11,9990,772,4,0.5,1.2946130502907158
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,12,,12,10107,655,4,0.75,0.5430616973482959
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,13,,13,10092,670,4,1.0,0.22270923817525734
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,14,,14,10168,594,4,0.75,3.273306424980332
