variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,split_seed,fold,train_windows,validation_windows,validation_recordings,recording_accuracy,recording_log_loss
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1441,2,404,251,2,0.5,1.4161838698169342
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1494,1,251,404,2,0.5,6.099040870005802
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1494,2,404,251,2,0.5,1.4161838698169342
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1547,1,335,320,2,0.0,2.580825270556586
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,1547,2,320,335,2,0.0,4.312465983860477
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1335,1,345,325,2,1.0,0.2628102139169546
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1335,2,325,345,2,0.5,2.8014729024739053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,1,287,383,2,0.5,3.607677521526826
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1388,2,383,287,2,0.5,2.543406998473183
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,1,287,383,2,0.5,3.607677521526826
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1441,2,383,287,2,0.5,2.543406998473183
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,1,287,383,2,0.5,3.607677521526826
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1494,2,383,287,2,0.5,2.543406998473183
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,1,345,325,2,1.0,0.2628102139169546
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,1547,2,325,345,2,0.5,2.8014729024739053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,1,284,310,2,0.0,14.177064594444824
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1335,2,310,284,2,0.5,4.116537198672084
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,1,269,325,2,0.5,13.815510557965244
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1388,2,325,269,2,0.5,6.303090182388579
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,1,269,325,2,0.5,13.815510557965244
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1441,2,325,269,2,0.5,6.303090182388579
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,1,269,325,2,0.5,13.815510557965244
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1494,2,325,269,2,0.5,6.303090182388579
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,1,284,310,2,0.0,14.177064594444824
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,1547,2,310,284,2,0.5,4.116537198672084
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,1,432,295,2,1.0,0.28508177938211676
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1335,2,295,432,2,0.5,3.8533640497802604
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,1,314,413,2,1.0,0.00022817807643910572
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1388,2,413,314,2,0.5,4.165916953741824
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,1,314,413,2,1.0,0.00022817807643910572
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1441,2,413,314,2,0.5,4.165916953741824
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,1,314,413,2,1.0,0.00022817807643910572
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1494,2,413,314,2,0.5,4.165916953741824
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,1,432,295,2,1.0,0.28508177938211676
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,1547,2,295,432,2,0.5,3.8533640497802604
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,1,357,296,2,1.0,0.34394979705099843
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1335,2,296,357,2,0.5,3.6612813156221997
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,1,287,366,2,0.5,0.9355255027628865
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1388,2,366,287,2,0.5,2.675590777715324
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,1,287,366,2,0.5,0.9355255027628865
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1441,2,366,287,2,0.5,2.675590777715324
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,1,287,366,2,0.5,0.9355255027628865
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1494,2,366,287,2,0.5,2.675590777715324
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,1,357,296,2,1.0,0.34394979705099843
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,1547,2,296,357,2,0.5,3.6612813156221997
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,1,303,556,2,0.5,0.4496219468832644
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1335,2,556,303,2,0.5,2.546436403424552
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,1,201,658,2,1.0,0.0035291559171993637
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1388,2,658,201,2,0.5,2.6189659438648465
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,1,201,658,2,1.0,0.0035291559171993637
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1441,2,658,201,2,0.5,2.6189659438648465
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,1,201,658,2,1.0,0.0035291559171993637
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1494,2,658,201,2,0.5,2.6189659438648465
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,1,303,556,2,0.5,0.4496219468832644
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,1547,2,556,303,2,0.5,2.546436403424552
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,1,287,283,2,0.5,0.8520687222058693
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1335,2,283,287,2,0.5,1.176881689376004
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,1,229,341,2,0.5,6.519651571176276
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1388,2,341,229,2,1.0,0.0876165522152687
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,1,229,341,2,0.5,6.519651571176276
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1441,2,341,229,2,1.0,0.0876165522152687
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,1,229,341,2,0.5,6.519651571176276
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1494,2,341,229,2,1.0,0.0876165522152687
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,1,287,283,2,0.5,0.8520687222058693
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,1547,2,283,287,2,0.5,1.176881689376004
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,1,281,178,2,0.0,4.080125992090149
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1335,2,178,281,2,0.5,3.1247095393588977
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,1,151,308,2,0.5,3.8689898455319502
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1388,2,308,151,2,0.5,4.492974554160811
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,1,151,308,2,0.5,3.8689898455319502
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1441,2,308,151,2,0.5,4.492974554160811
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,1,151,308,2,0.5,3.8689898455319502
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1494,2,308,151,2,0.5,4.492974554160811
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,1,281,178,2,0.0,4.080125992090149
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,1547,2,178,281,2,0.5,3.1247095393588977
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,1,308,352,2,0.5,5.840523205774743
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1335,2,352,308,2,0.5,3.3090212689090026
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,1,245,415,2,0.5,9.007967681182285
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1388,2,415,245,2,0.5,2.5706492157937233
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,1,245,415,2,0.5,9.007967681182285
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,2,415,245,2,0.5,2.5706492157937233
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,1,245,415,2,0.5,9.007967681182285
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,2,415,245,2,0.5,2.5706492157937233
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,1,308,352,2,0.5,5.840523205774743
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,2,352,308,2,0.5,3.3090212689090026
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,1,280,261,2,0.0,5.174240026482456
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,2,261,280,2,0.5,2.8043651859860534
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,1,230,311,2,0.5,3.1464980814374788
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,2,311,230,2,0.0,14.248963790166492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,1,230,311,2,0.5,3.1464980814374788
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,2,311,230,2,0.0,14.248963790166492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,1,230,311,2,0.5,3.1464980814374788
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,2,311,230,2,0.0,14.248963790166492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,1,280,261,2,0.0,5.174240026482456
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,2,261,280,2,0.5,2.8043651859860534
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,1,276,265,2,1.0,0.008903797884663495
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,2,265,276,2,0.5,2.761373085210517
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,1,193,348,2,1.0,0.009887475688271492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,2,348,193,2,0.5,3.3441261591174656
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,1,193,348,2,1.0,0.009887475688271492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,2,348,193,2,0.5,3.3441261591174656
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,1,193,348,2,1.0,0.009887475688271492
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,2,348,193,2,0.5,3.3441261591174656
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,1,276,265,2,1.0,0.008903797884663495
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,2,265,276,2,0.5,2.761373085210517
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,1,396,350,2,1.0,0.3249057565449054
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,2,350,396,2,0.5,3.0834125282896707
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,1,322,424,2,0.5,1.4361371332523187
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,2,424,322,2,0.5,3.3530613294917053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,1,322,424,2,0.5,1.4361371332523187
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,2,424,322,2,0.5,3.3530613294917053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,1,322,424,2,0.5,1.4361371332523187
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,2,424,322,2,0.5,3.3530613294917053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,1,396,350,2,1.0,0.3249057565449054
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,2,350,396,2,0.5,3.0834125282896707
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,1,353,520,2,0.5,2.0343259860899945
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,2,520,353,2,0.5,3.241556548051278
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,1,270,603,2,0.0,14.731055883836843
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,2,603,270,2,0.5,2.112798073300482
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,1,270,603,2,0.0,14.731055883836843
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,2,603,270,2,0.5,2.112798073300482
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,1,270,603,2,0.0,14.731055883836843
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,2,603,270,2,0.5,2.112798073300482
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,1,353,520,2,0.5,2.0343259860899945
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,2,520,353,2,0.5,3.241556548051278
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,1,325,268,2,0.5,3.711970935245012
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,2,268,325,2,0.0,14.757225692346063
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,1,201,392,2,0.5,13.62716433174639
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,2,392,201,2,0.5,3.3865537639795122
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,1,201,392,2,0.5,13.62716433174639
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,2,392,201,2,0.5,3.3865537639795122
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,1,201,392,2,0.5,13.62716433174639
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,2,392,201,2,0.5,3.3865537639795122
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,1,325,268,2,0.5,3.711970935245012
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,2,268,325,2,0.0,14.757225692346063
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,1,298,374,2,0.5,2.827709506274141
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,2,374,298,2,0.5,3.5242318063699387
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,1,243,429,2,0.5,3.0351664742249733
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,2,429,243,2,0.5,3.8742427586895887
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,1,243,429,2,0.5,3.0351664742249733
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,2,429,243,2,0.5,3.8742427586895887
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,1,243,429,2,0.5,3.0351664742249733
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,2,429,243,2,0.5,3.8742427586895887
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,1,298,374,2,0.5,2.827709506274141
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,2,374,298,2,0.5,3.5242318063699387
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,1,312,311,2,0.0,2.8070586503207666
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,2,311,312,2,0.5,1.7778870460182874
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,1,249,374,2,1.0,0.4873264524557965
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,2,374,249,2,0.5,2.452613830186032
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,1,249,374,2,1.0,0.4873264524557965
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,2,374,249,2,0.5,2.452613830186032
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,1,249,374,2,1.0,0.4873264524557965
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,2,374,249,2,0.5,2.452613830186032
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,1,312,311,2,0.0,2.8070586503207666
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,2,311,312,2,0.5,1.7778870460182874
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,1,271,302,2,0.0,2.3049341384357183
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,2,302,271,2,0.5,4.043215267136872
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,1,213,360,2,0.5,4.429658230016983
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,2,360,213,2,0.5,3.252515085997844
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,1,213,360,2,0.5,4.429658230016983
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,2,360,213,2,0.5,3.252515085997844
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,1,213,360,2,0.5,4.429658230016983
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,2,360,213,2,0.5,3.252515085997844
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,1,271,302,2,0.0,2.3049341384357183
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,2,302,271,2,0.5,4.043215267136872
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,1,257,250,2,0.0,12.450472212461804
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,2,250,257,2,0.5,3.8851972846608973
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,1,179,328,2,0.5,13.816149787594574
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,2,328,179,2,0.5,4.214469796531362
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,1,179,328,2,0.5,13.816149787594574
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,2,328,179,2,0.5,4.214469796531362
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,1,179,328,2,0.5,13.816149787594574
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,2,328,179,2,0.5,4.214469796531362
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,1,257,250,2,0.0,12.450472212461804
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,2,250,257,2,0.5,3.8851972846608973
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,1,282,299,2,0.5,3.8391594598293493
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,2,299,282,2,0.5,4.05971555911092
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,1,243,338,2,0.5,13.499317722366385
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,2,338,243,2,0.5,1.9847217632774412
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,1,243,338,2,0.5,13.499317722366385
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,2,338,243,2,0.5,1.9847217632774412
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1494,1,243,338,2,0.5,13.499317722366385
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1494,2,338,243,2,0.5,1.9847217632774412
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1547,1,282,299,2,0.5,3.8391594598293493
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1547,2,299,282,2,0.5,4.05971555911092
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,1,,1,10066,696,4,0.5,1.7007525130970458
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,2,,2,9774,988,4,0.5,1.8686616728345025
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,3,,3,10193,569,4,0.75,0.413680423546944
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,4,,4,10096,666,4,0.5,8.359716475679555
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,5,,5,9935,827,4,0.25,0.9104693427798043
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,6,,6,10172,590,4,0.5,6.697015765120169
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,7,,7,10409,353,4,0.5,4.914862256257744
