outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit,feature_shift_original
10,3,0.19000168440162454,0.2721937638916664,0.1162183888096709,0.5836082289318152,0.9508034782451495,-0.25,0.2409072816371917
10,4,0.6358656829952444,0.2780261468879402,0.2814737905607593,0.6720791515891872,0.8805571950339024,0.0,1.0295602083206177
10,5,0.20665710479628574,0.2620857825680389,0.1516806683958602,0.6020396295574933,0.9350036992268128,0.0,0.2807359993457794
10,6,0.7939422581503313,0.2209441621345467,0.5008519082863071,0.6679797422738544,0.7611275123580327,0.0,800.5565185546875
10,7,0.4045366445298747,0.3142452286177792,0.2112304377046907,0.6472817475222937,0.9145313804339128,0.0,0.5212419033050537
10,8,0.30718425570329316,0.3145739149275016,0.1431156557186417,0.6193851717808209,0.9412101331409116,-0.25,0.3588130176067352
10,9,0.19673401997415257,0.2231726887538375,0.0472257909171775,0.5136847506356024,0.9809571981839708,-0.25,0.2919899523258209
10,11,0.3011556342656443,0.2200029849363404,0.4398582064466079,0.6700485870845263,0.7923886361753657,0.0,0.3647420406341553
10,12,0.2699145465544056,0.2255161673497384,0.3980460832314009,0.6627265108486252,0.8265161302843599,0.0,0.3770472705364227
10,13,0.294129713850399,0.2341877913754674,0.2726175028502273,0.619525756233889,0.8748833879334348,0.0,0.3208445906639099
11,1,0.4050098604084468,0.2557100485082829,0.350520384997064,0.6616684488289376,0.8450902631965567,-0.25,0.5039450526237488
11,2,0.2952049400553065,0.2486667189701331,0.2131028078111682,0.6027008938994295,0.9057532013919772,0.0,0.343304693698883
11,3,0.2358841574153845,0.2271954623168616,0.0741524708270617,0.5348593972050834,0.969532447112234,0.0,0.276454210281372
11,4,0.579149007500618,0.2897673992788881,0.3435914077268279,0.6776270116953496,0.8547296685071293,0.0,0.9086453318595886
11,5,0.2314676291834974,0.2397109658018736,0.1606775932348988,0.5719864250048609,0.9340289635188652,0.0,0.2817594110965729
11,6,0.7459509425307758,0.2157672342260012,0.4864540521726342,0.6332919876397806,0.770265933656428,0.25,756.7245483398438
11,7,0.3551375504110804,0.297626605828599,0.1946370116191923,0.6411439266024622,0.9182000238441496,0.0,0.4288440644741058
11,8,0.3565467963597717,0.2844606335056833,0.1911328576825726,0.6407031675927913,0.9192082718933556,0.0,0.395218938589096
11,9,0.23463578141219205,0.2264222417914544,0.0685645451818816,0.5169181385273293,0.9711320232962688,-0.25,0.3062171339988708
11,10,0.38533012867886635,0.2280527199246126,0.3681389898841619,0.6552339766605672,0.8212854148565617,0.25,0.6117875576019287
11,12,0.32639507196224005,0.1919993290023686,0.4667001591850108,0.6616654267389277,0.7843143724706353,0.0,0.4303894639015198
11,13,0.3371563203770107,0.2286294582830418,0.3096150338950159,0.6227827753579838,0.8571312011432481,0.0,0.3621155917644501
12,1,0.39637752274808796,0.2519948709259911,0.4490007261594128,0.6710334367950566,0.788496571788379,0.0,0.5806085467338562
12,2,0.3036159093366637,0.2633247923980624,0.2269698616726798,0.6351879829646663,0.8942303654756202,0.0,0.3478176593780517
12,3,0.23785660312683207,0.2271434287744841,0.0702688489478766,0.5243162678007358,0.969057482167294,0.0,0.2797553539276123
