task,task_display,variant,variant_display,variant_role,held_out_subject,train_participants,validation_participants,train_recordings,validation_recordings,train_windows,validation_windows,participant_overlap,recording_overlap,n_recordings,n_class_0,n_class_1,tn,fp,fn,tp,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,12,1,48,4,7770,593,0,0,4,3,1,3,0,1,0,0.75,0.5,0,1,,0,0.33333333333333337,0.16666666666666666,0.33333333333333331,0.95802912730795364,0.2406031269985342
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,12,1,48,4,7691,672,0,0,4,3,1,3,0,1,0,0.75,0.5,0,1,,0,1,1,1,0.46336442871290573,0.15897157806160978
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,12,1,48,4,7740,623,0,0,4,3,1,1,2,0,1,0.5,0.66666666666666663,1,0.33333333333333331,0.33333333333333331,0.5,0.66666666666666674,0.25,0.5,0.92877401746606691,0.34460437026869545
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,12,1,48,4,7790,573,0,0,4,3,1,3,0,1,0,0.75,0.5,0,1,,0,0.33333333333333337,0.16666666666666666,0.33333333333333331,1.0951863391646195,0.24403905540546275
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,1,12,1,24,2,4963,366,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0.25,0.5,1.5783994889190316,0.62916951130948306
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,2,12,1,24,2,4671,658,0,0,2,1,1,0,1,0,1,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.25,0.5,3.2788847825784506,0.49858216534172706
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,3,12,1,24,2,4988,341,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.029422433315906396,0.0016214240568759287
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,4,12,1,24,2,5021,308,0,0,2,1,1,0,1,0,1,0.5,0.5,1,0,0.5,0.66666666666666663,0,0.25,0.5,9.0994190546740832,0.50004920914972228
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,5,12,1,24,2,4914,415,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0012048408030862798,1.9050082084982861e-06
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,6,12,1,24,2,5018,311,0,0,2,1,1,0,1,0,1,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,1.4126058011023226,0.44114166412743272
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,7,12,1,24,2,4981,348,0,0,2,1,1,1,0,1,0,0.5,0.5,0,1,,0,0,0.25,0.5,6.6751353737837631,0.50041366887868977
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,8,12,1,24,2,4905,424,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.21644231240545014,0.042779466192714395
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,9,12,1,24,2,4726,603,0,0,2,1,1,1,0,1,0,0.5,0.5,0,1,,0,1,1,1,0.85629796871414088,0.33560265981262211
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,10,12,1,24,2,4937,392,0,0,2,1,1,1,0,1,0,0.5,0.5,0,1,,0,0,0.25,0.5,5.516900069920756,0.49998385347805974
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,11,12,1,24,2,4900,429,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.007345040477713039,0.00010231201139533091
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,12,12,1,24,2,4955,374,0,0,2,1,1,0,1,0,1,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,1.7095288177016958,0.46778611511500656
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,13,12,1,24,2,4969,360,0,0,2,1,1,1,0,1,0,0.5,0.5,0,1,,0,1,1,1,2.6590360682321594,0.49510937867459981
