task,strategy,strategy_label,held_out_subject,split_seed,fold,train_windows,validation_windows,train_recordings,validation_recordings,train_participants,validation_participants,overlapping_recordings,recording_overlap_rate,overlapping_participants,participant_overlap_rate,nominal_adjacent_window_raw_overlap,validation_window_accuracy,validation_window_log_loss,validation_recording_accuracy
arithmetic,recording_disjoint,Recording-disjoint split,8,1494,1,537,501,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4311377245508982,2.7353989766434177,0.0
arithmetic,recording_disjoint,Recording-disjoint split,8,1494,2,501,537,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4823091247672253,3.070814003515111,0.5
arithmetic,random_window,Random-window split,8,1547,1,913,125,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.928,0.17409839376063377,1.0
arithmetic,random_window,Random-window split,8,1547,2,913,125,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.944,0.17363625612936642,1.0
arithmetic,recording_disjoint,Recording-disjoint split,8,1547,1,589,449,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5100222717149221,1.7241331555143642,0.5
arithmetic,recording_disjoint,Recording-disjoint split,8,1547,2,449,589,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5568760611205433,2.279494312400412,0.5
arithmetic,random_window,Random-window split,9,1335,1,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.04666687653524284,1.0
arithmetic,random_window,Random-window split,9,1335,2,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.027040966613178678,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1335,1,547,532,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7368421052631579,1.443438479752584,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1335,2,532,547,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6160877513711152,1.6738461866625642,0.5
arithmetic,random_window,Random-window split,9,1388,1,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.038599596453442596,1.0
arithmetic,random_window,Random-window split,9,1388,2,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.04246670118922598,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1388,1,243,836,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6136363636363636,3.353636217785665,0.5
arithmetic,recording_disjoint,Recording-disjoint split,9,1388,2,836,243,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5020576131687243,3.3317443886571465,0.5
arithmetic,random_window,Random-window split,9,1441,1,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.02508796141640624,1.0
arithmetic,random_window,Random-window split,9,1441,2,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023976780202374474,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1441,1,243,836,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6136363636363636,3.353636217785665,0.5
arithmetic,recording_disjoint,Recording-disjoint split,9,1441,2,836,243,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5020576131687243,3.3317443886571465,0.5
arithmetic,random_window,Random-window split,9,1494,1,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9923076923076923,0.04130666483437119,1.0
arithmetic,random_window,Random-window split,9,1494,2,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.019185705116996202,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1494,1,243,836,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6136363636363636,3.353636217785665,0.5
arithmetic,recording_disjoint,Recording-disjoint split,9,1494,2,836,243,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5020576131687243,3.3317443886571465,0.5
arithmetic,random_window,Random-window split,9,1547,1,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9923076923076923,0.03261665153577955,1.0
arithmetic,random_window,Random-window split,9,1547,2,949,130,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.060945316975853106,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1547,1,547,532,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7368421052631579,1.443438479752584,1.0
arithmetic,recording_disjoint,Recording-disjoint split,9,1547,2,532,547,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6160877513711152,1.6738461866625642,0.5
arithmetic,random_window,Random-window split,10,1335,1,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.058618327661467046,1.0
arithmetic,random_window,Random-window split,10,1335,2,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9384615384615385,0.17818117191931993,1.0
arithmetic,recording_disjoint,Recording-disjoint split,10,1335,1,241,297,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.32996632996632996,7.987568243085426,0.5
arithmetic,recording_disjoint,Recording-disjoint split,10,1335,2,297,241,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5352697095435685,1.687152815666042,0.5
arithmetic,random_window,Random-window split,10,1388,1,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.058053594163194375,1.0
arithmetic,random_window,Random-window split,10,1388,2,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.11063304267185445,1.0
arithmetic,recording_disjoint,Recording-disjoint split,10,1388,1,208,330,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.503030303030303,1.5959859595339057,0.5
arithmetic,recording_disjoint,Recording-disjoint split,10,1388,2,330,208,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5673076923076923,2.1064900058422618,0.5
arithmetic,random_window,Random-window split,10,1441,1,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.13291791166288486,1.0
arithmetic,random_window,Random-window split,10,1441,2,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.14023455370511045,1.0
arithmetic,recording_disjoint,Recording-disjoint split,10,1441,1,208,330,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.503030303030303,1.5959859595339057,0.5
arithmetic,recording_disjoint,Recording-disjoint split,10,1441,2,330,208,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5673076923076923,2.1064900058422618,0.5
arithmetic,random_window,Random-window split,10,1494,1,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.07860044087341125,1.0
arithmetic,random_window,Random-window split,10,1494,2,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9538461538461539,0.11564642117937682,1.0
arithmetic,recording_disjoint,Recording-disjoint split,10,1494,1,208,330,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.503030303030303,1.5959859595339057,0.5
arithmetic,recording_disjoint,Recording-disjoint split,10,1494,2,330,208,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5673076923076923,2.1064900058422618,0.5
arithmetic,random_window,Random-window split,10,1547,1,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.08377923433000961,1.0
arithmetic,random_window,Random-window split,10,1547,2,473,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.07013345214675586,1.0
arithmetic,recording_disjoint,Recording-disjoint split,10,1547,1,241,297,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.32996632996632996,7.987568243085426,0.5
arithmetic,recording_disjoint,Recording-disjoint split,10,1547,2,297,241,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5352697095435685,1.687152815666042,0.5
arithmetic,random_window,Random-window split,11,1335,1,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.978494623655914,0.09634762885254929,1.0
arithmetic,random_window,Random-window split,11,1335,2,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.978494623655914,0.09797372186490519,1.0
arithmetic,recording_disjoint,Recording-disjoint split,11,1335,1,366,406,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3669950738916256,12.435875040267181,0.5
arithmetic,recording_disjoint,Recording-disjoint split,11,1335,2,406,366,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5765027322404371,2.42592861875869,0.5
arithmetic,random_window,Random-window split,11,1388,1,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9354838709677419,0.487477393964097,1.0
arithmetic,random_window,Random-window split,11,1388,2,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.978494623655914,0.09977600714368495,1.0
arithmetic,recording_disjoint,Recording-disjoint split,11,1388,1,317,455,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.37142857142857144,4.724779021422174,0.5
arithmetic,recording_disjoint,Recording-disjoint split,11,1388,2,455,317,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5205047318611987,2.830322086019745,0.5
arithmetic,random_window,Random-window split,11,1441,1,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9247311827956989,0.1629161667821718,1.0
arithmetic,random_window,Random-window split,11,1441,2,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.967741935483871,0.07910023201435876,1.0
arithmetic,recording_disjoint,Recording-disjoint split,11,1441,1,317,455,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.37142857142857144,4.724779021422174,0.5
arithmetic,recording_disjoint,Recording-disjoint split,11,1441,2,455,317,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5205047318611987,2.830322086019745,0.5
arithmetic,random_window,Random-window split,11,1494,1,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.946236559139785,0.1260275312729986,1.0
arithmetic,random_window,Random-window split,11,1494,2,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.967741935483871,0.2886694642709572,1.0
arithmetic,recording_disjoint,Recording-disjoint split,11,1494,1,317,455,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.37142857142857144,4.724779021422174,0.5
arithmetic,recording_disjoint,Recording-disjoint split,11,1494,2,455,317,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5205047318611987,2.830322086019745,0.5
arithmetic,random_window,Random-window split,11,1547,1,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.967741935483871,0.10576668585676942,1.0
arithmetic,random_window,Random-window split,11,1547,2,679,93,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.978494623655914,0.1048094500875416,1.0
arithmetic,recording_disjoint,Recording-disjoint split,11,1547,1,366,406,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3669950738916256,12.435875040267181,0.5
arithmetic,recording_disjoint,Recording-disjoint split,11,1547,2,406,366,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5765027322404371,2.42592861875869,0.5
arithmetic,random_window,Random-window split,12,1335,1,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9873417721518988,0.05295853754435429,1.0
arithmetic,random_window,Random-window split,12,1335,2,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.06091613944659731,1.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1335,1,335,320,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.36875,1.820045241394952,0.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1335,2,320,335,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6238805970149254,2.2909195164702294,0.5
arithmetic,random_window,Random-window split,12,1388,1,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9873417721518988,0.07086819594937367,1.0
arithmetic,random_window,Random-window split,12,1388,2,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9620253164556962,0.20100856075913645,1.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1388,1,251,404,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3094059405940594,4.6830336010496465,0.5
arithmetic,recording_disjoint,Recording-disjoint split,12,1388,2,404,251,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4342629482071713,2.331075677637176,0.5
arithmetic,random_window,Random-window split,12,1441,1,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03669363269295446,1.0
arithmetic,random_window,Random-window split,12,1441,2,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.022815487478725322,1.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1441,1,251,404,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3094059405940594,4.6830336010496465,0.5
arithmetic,recording_disjoint,Recording-disjoint split,12,1441,2,404,251,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4342629482071713,2.331075677637176,0.5
arithmetic,random_window,Random-window split,12,1494,1,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9873417721518988,0.039884071177475895,1.0
arithmetic,random_window,Random-window split,12,1494,2,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03120788735529407,1.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1494,1,251,404,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3094059405940594,4.6830336010496465,0.5
arithmetic,recording_disjoint,Recording-disjoint split,12,1494,2,404,251,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4342629482071713,2.331075677637176,0.5
arithmetic,random_window,Random-window split,12,1547,1,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.052415418581052094,1.0
arithmetic,random_window,Random-window split,12,1547,2,576,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9873417721518988,0.06262416424310706,1.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1547,1,335,320,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.36875,1.820045241394952,0.0
arithmetic,recording_disjoint,Recording-disjoint split,12,1547,2,320,335,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6238805970149254,2.2909195164702294,0.5
arithmetic,random_window,Random-window split,13,1335,1,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.025334218629073688,1.0
arithmetic,random_window,Random-window split,13,1335,2,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01861307358589471,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1335,1,345,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7076923076923077,0.9938943534895018,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1335,2,325,345,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6260869565217392,2.1918935347542527,0.5
arithmetic,random_window,Random-window split,13,1388,1,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9876543209876543,0.04017965264749102,1.0
arithmetic,random_window,Random-window split,13,1388,2,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01981491351810855,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1388,1,287,383,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4751958224543081,5.16051632464401,0.5
arithmetic,recording_disjoint,Recording-disjoint split,13,1388,2,383,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5400696864111498,2.5759659007061027,0.5
arithmetic,random_window,Random-window split,13,1441,1,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.025631679772206924,1.0
arithmetic,random_window,Random-window split,13,1441,2,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9876543209876543,0.04280206942185788,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1441,1,287,383,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4751958224543081,5.16051632464401,0.5
arithmetic,recording_disjoint,Recording-disjoint split,13,1441,2,383,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5400696864111498,2.5759659007061027,0.5
arithmetic,random_window,Random-window split,13,1494,1,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9629629629629629,0.058068711541092013,1.0
arithmetic,random_window,Random-window split,13,1494,2,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9876543209876543,0.042400903510924064,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1494,1,287,383,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4751958224543081,5.16051632464401,0.5
arithmetic,recording_disjoint,Recording-disjoint split,13,1494,2,383,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5400696864111498,2.5759659007061027,0.5
arithmetic,random_window,Random-window split,13,1547,1,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.02590462027464803,1.0
arithmetic,random_window,Random-window split,13,1547,2,589,81,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03807489394283337,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1547,1,345,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7076923076923077,0.9938943534895018,1.0
arithmetic,recording_disjoint,Recording-disjoint split,13,1547,2,325,345,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6260869565217392,2.1918935347542527,0.5
arithmetic,random_window,Random-window split,14,1335,1,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9583333333333334,0.1349263986034721,1.0
arithmetic,random_window,Random-window split,14,1335,2,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.08487556856906761,1.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1335,1,284,310,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.12580645161290321,18.446247335193842,0.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1335,2,310,284,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5985915492957746,3.56114819591672,0.5
arithmetic,random_window,Random-window split,14,1388,1,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.07621843668819424,1.0
arithmetic,random_window,Random-window split,14,1388,2,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.05900556691841906,1.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1388,1,269,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5076923076923077,13.050085145384314,0.5
arithmetic,recording_disjoint,Recording-disjoint split,14,1388,2,325,269,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5762081784386617,4.791898379608812,0.5
arithmetic,random_window,Random-window split,14,1441,1,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.12151675315314565,1.0
arithmetic,random_window,Random-window split,14,1441,2,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9444444444444444,0.10321680180270702,1.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1441,1,269,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5076923076923077,13.050085145384314,0.5
arithmetic,recording_disjoint,Recording-disjoint split,14,1441,2,325,269,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5762081784386617,4.791898379608812,0.5
arithmetic,random_window,Random-window split,14,1494,1,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9861111111111112,0.06304094634397549,1.0
arithmetic,random_window,Random-window split,14,1494,2,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9305555555555556,0.21309012973489339,1.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1494,1,269,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5076923076923077,13.050085145384314,0.5
arithmetic,recording_disjoint,Recording-disjoint split,14,1494,2,325,269,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5762081784386617,4.791898379608812,0.5
arithmetic,random_window,Random-window split,14,1547,1,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9861111111111112,0.0784885431780902,1.0
arithmetic,random_window,Random-window split,14,1547,2,522,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.07289273150331274,1.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1547,1,284,310,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.12580645161290321,18.446247335193842,0.0
arithmetic,recording_disjoint,Recording-disjoint split,14,1547,2,310,284,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5985915492957746,3.56114819591672,0.5
arithmetic,random_window,Random-window split,15,1335,1,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.017208777786332525,1.0
arithmetic,random_window,Random-window split,15,1335,2,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.026544359622083267,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1335,1,432,295,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9050847457627119,0.37196062824158516,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1335,2,295,432,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5740740740740741,3.309033778293763,0.5
arithmetic,random_window,Random-window split,15,1388,1,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.018897563293332083,1.0
arithmetic,random_window,Random-window split,15,1388,2,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.019580620606466793,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1388,1,314,413,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9515738498789347,0.16473278411598266,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1388,2,413,314,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4140127388535032,4.889938290674605,0.5
arithmetic,random_window,Random-window split,15,1441,1,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.02196201379838699,1.0
arithmetic,random_window,Random-window split,15,1441,2,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.0278530807188475,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1441,1,314,413,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9515738498789347,0.16473278411598266,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1441,2,413,314,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4140127388535032,4.889938290674605,0.5
arithmetic,random_window,Random-window split,15,1494,1,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023510555094095976,1.0
arithmetic,random_window,Random-window split,15,1494,2,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023284119558508343,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1494,1,314,413,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9515738498789347,0.16473278411598266,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1494,2,413,314,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4140127388535032,4.889938290674605,0.5
arithmetic,random_window,Random-window split,15,1547,1,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01903966598497522,1.0
arithmetic,random_window,Random-window split,15,1547,2,639,88,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.020483195811250517,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1547,1,432,295,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9050847457627119,0.37196062824158516,1.0
arithmetic,recording_disjoint,Recording-disjoint split,15,1547,2,295,432,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5740740740740741,3.309033778293763,0.5
arithmetic,participant_disjoint,Participant-disjoint split,1,,1,10066,696,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.5933908045977011,0.9597426414944061,0.75
arithmetic,participant_disjoint,Participant-disjoint split,2,,2,9774,988,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.4402834008097166,2.1218987863290977,0.5
arithmetic,participant_disjoint,Participant-disjoint split,3,,3,10193,569,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.7662565905096661,0.6087668305568699,0.75
arithmetic,participant_disjoint,Participant-disjoint split,4,,4,10096,666,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.7252252252252253,4.188026045977135,0.5
arithmetic,participant_disjoint,Participant-disjoint split,5,,5,9935,827,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.49334945586457074,1.275385574928064,0.5
arithmetic,participant_disjoint,Participant-disjoint split,6,,6,10172,590,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.45932203389830506,4.879255630812312,0.5
arithmetic,participant_disjoint,Participant-disjoint split,7,,7,10409,353,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.5722379603399433,1.1970117085950602,0.5
arithmetic,participant_disjoint,Participant-disjoint split,8,,8,9724,1038,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.5520231213872833,1.0067833383384381,0.5
arithmetic,participant_disjoint,Participant-disjoint split,9,,9,9683,1079,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.4281742354031511,1.8790951409830414,0.5
arithmetic,participant_disjoint,Participant-disjoint split,10,,10,10224,538,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.6728624535315985,0.9404757716859636,0.75
arithmetic,participant_disjoint,Participant-disjoint split,11,,11,9990,772,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.6955958549222798,0.6830154814536846,0.75
arithmetic,participant_disjoint,Participant-disjoint split,12,,12,10107,655,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.6641221374045801,0.9356345091314694,0.5
arithmetic,participant_disjoint,Participant-disjoint split,13,,13,10092,670,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.6194029850746269,0.7175069300238021,0.75
arithmetic,participant_disjoint,Participant-disjoint split,14,,14,10168,594,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.7895622895622896,0.4646716625629451,0.75
arithmetic,participant_disjoint,Participant-disjoint split,15,,15,10035,727,56,4,14,1,0,0.0,0,0.0,0.9411764705882353,0.6038514442916093,1.773390034709313,0.5
stroop,random_window,Random-window split,1,1335,1,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9113924050632911,0.2261083180421671,1.0
stroop,random_window,Random-window split,1,1335,2,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9240506329113924,0.20868064273638484,1.0
stroop,recording_disjoint,Recording-disjoint split,1,1335,1,357,296,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5777027027027027,3.6300415523797676,0.5
stroop,recording_disjoint,Recording-disjoint split,1,1335,2,296,357,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5742296918767507,2.8503869803611606,0.5
stroop,random_window,Random-window split,1,1388,1,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.8481012658227848,0.4261911083068113,1.0
stroop,random_window,Random-window split,1,1388,2,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.8860759493670886,0.2353235825253879,1.0
stroop,recording_disjoint,Recording-disjoint split,1,1388,1,287,366,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.45081967213114754,4.819078543987235,0.5
stroop,recording_disjoint,Recording-disjoint split,1,1388,2,366,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.47735191637630664,2.637531065339707,0.5
stroop,random_window,Random-window split,1,1441,1,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.8860759493670886,0.2354578235414566,1.0
stroop,random_window,Random-window split,1,1441,2,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.8987341772151899,0.29147001441382475,1.0
