dataset,direction,subject,method,n_recordings,accuracy,direction_label,method_label
openbci,stroop_to_arithmetic,2,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,3,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,4,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,5,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,6,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,7,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,8,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,9,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,10,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,11,eeg_conformer,4,0.5,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,12,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,13,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,14,eeg_conformer,4,0.75,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,15,eeg_conformer,4,0.5,Stroop to Arithmetic,EEG-Conformer
openbci,stroop_to_arithmetic,1,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,2,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,3,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,4,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,5,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,6,eegnet,4,0.5,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,7,eegnet,4,1.0,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,8,eegnet,4,0.25,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,9,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,10,eegnet,4,0.5,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,11,eegnet,4,0.5,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,12,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,13,eegnet,4,1.0,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,14,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,15,eegnet,4,0.75,Stroop to Arithmetic,EEGNet
openbci,stroop_to_arithmetic,1,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,2,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,3,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,4,equal_blend_050,4,1.0,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,5,equal_blend_050,4,0.25,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,6,equal_blend_050,4,1.0,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,7,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,8,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,9,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,10,equal_blend_050,4,0.5,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,11,equal_blend_050,4,0.5,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,12,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,13,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,14,equal_blend_050,4,0.75,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,15,equal_blend_050,4,0.5,Stroop to Arithmetic,Equal blend (lambda=0.50)
openbci,stroop_to_arithmetic,1,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,2,extra_trees,4,0.5,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,3,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,4,extra_trees,4,1.0,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,5,extra_trees,4,0.5,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,6,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,7,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,8,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,9,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,10,extra_trees,4,0.5,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,11,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,12,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,13,extra_trees,4,0.5,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,14,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,15,extra_trees,4,0.75,Stroop to Arithmetic,ExtraTrees
openbci,stroop_to_arithmetic,1,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,2,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,3,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,4,fixed_blend_010,4,1.0,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,5,fixed_blend_010,4,0.25,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,6,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,7,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,8,fixed_blend_010,4,1.0,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,9,fixed_blend_010,4,0.5,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,10,fixed_blend_010,4,0.25,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,11,fixed_blend_010,4,0.25,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,12,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,13,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,14,fixed_blend_010,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,15,fixed_blend_010,4,0.5,Stroop to Arithmetic,Fixed blend (lambda=0.10)
openbci,stroop_to_arithmetic,1,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,2,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,3,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,4,fixed_blend_025,4,1.0,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,5,fixed_blend_025,4,0.25,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,6,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,7,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,8,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,9,fixed_blend_025,4,0.5,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,10,fixed_blend_025,4,0.5,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,11,fixed_blend_025,4,0.25,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,12,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,13,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,14,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,15,fixed_blend_025,4,0.75,Stroop to Arithmetic,Fixed blend (lambda=0.25)
openbci,stroop_to_arithmetic,1,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,2,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,3,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,4,rf,4,1.0,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,5,rf,4,0.25,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,6,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,7,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,8,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,9,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,10,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,11,rf,4,0.5,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,12,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,13,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,14,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,15,rf,4,0.75,Stroop to Arithmetic,Random forest
openbci,stroop_to_arithmetic,1,riemann_mdm,4,1.0,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,2,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,3,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,4,riemann_mdm,4,1.0,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,5,riemann_mdm,4,0.5,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,6,riemann_mdm,4,0.5,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,7,riemann_mdm,4,1.0,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,8,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,9,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,10,riemann_mdm,4,0.5,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,11,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,12,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,13,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,14,riemann_mdm,4,0.75,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,15,riemann_mdm,4,0.5,Stroop to Arithmetic,Riemannian MDM
openbci,stroop_to_arithmetic,1,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,2,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,3,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,4,riemann_ts_logreg,4,0.5,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,5,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,6,riemann_ts_logreg,4,1.0,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,7,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,8,riemann_ts_logreg,4,0.5,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,9,riemann_ts_logreg,4,1.0,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,10,riemann_ts_logreg,4,0.5,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,11,riemann_ts_logreg,4,0.25,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,12,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,13,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,14,riemann_ts_logreg,4,0.75,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,15,riemann_ts_logreg,4,0.5,Stroop to Arithmetic,Riemannian TS-LR
openbci,stroop_to_arithmetic,1,stack_recording,4,1.0,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,2,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,3,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,4,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,5,stack_recording,4,0.5,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,6,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,7,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,8,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,9,stack_recording,4,0.5,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,10,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,11,stack_recording,4,0.25,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,12,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,13,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,14,stack_recording,4,0.75,Stroop to Arithmetic,Recording-level stacker
openbci,stroop_to_arithmetic,15,stack_recording,4,0.5,Stroop to Arithmetic,Recording-level stacker
