Analysis setting,Participant,Method,n_recordings,n_class_0,n_class_1,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
Arithmetic LOSO,9,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,2.7855747864844926,0.4961405965355567
Arithmetic LOSO,9,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.054933792680136,0.3801643245576233
Arithmetic LOSO,9,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,2.7855747864845086,0.4961405965355568
Arithmetic LOSO,9,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,1.639826267884971,0.4623007937228921
Arithmetic LOSO,9,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.7481516892405375,0.2815809985027547
Arithmetic LOSO,9,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.975189553383812,0.3596352155039849
Arithmetic LOSO,9,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.8222831272996327,0.3117477606735646
Arithmetic LOSO,9,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.5423309771121092,0.4545731645698386
Arithmetic LOSO,9,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.2240919966146486,0.4143730703793454
Arithmetic LOSO,9,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9183264476452712,0.343948072275747
Arithmetic LOSO,9,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.9552930874984968,0.347318802554925
Arithmetic LOSO,9,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9161296114795192,0.340106072955043
Arithmetic LOSO,9,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,2.314978162569158,0.4901888860714661
Arithmetic LOSO,10,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5909523986433656,0.1999985794940225
Arithmetic LOSO,10,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5827079421737354,0.1983700432025054
Arithmetic LOSO,10,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5671558977926647,0.189627505499545
Arithmetic LOSO,10,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5827079421737357,0.1983700432025055
Arithmetic LOSO,10,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6140584247681958,0.2081612638983838
Arithmetic LOSO,10,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5905457645818418,0.1998654303145872
Arithmetic LOSO,10,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5693546973066514,0.1904646612891348
Arithmetic LOSO,10,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6271589284288358,0.2230384291033739
Arithmetic LOSO,10,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5736964802419068,0.1925258304504811
Arithmetic LOSO,10,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.5677190031381625,0.1899031310979946
Arithmetic LOSO,10,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5730730412144563,0.1943764967131388
Arithmetic LOSO,10,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.7488951823375442,0.27618627683751
Arithmetic LOSO,10,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.6969390828177104,0.2517806124275573
Arithmetic LOSO,10,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.531783457649874,0.1835378111750892
Arithmetic LOSO,11,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6305819470411053,0.2209441141143378
Arithmetic LOSO,11,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.689804953027711,0.2681834475313086
Arithmetic LOSO,11,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6235469945821557,0.2206325216399779
Arithmetic LOSO,11,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.689804953027712,0.268183447531309
Arithmetic LOSO,11,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4973697442349401,0.1744570168948741
Arithmetic LOSO,11,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5002584975438289,0.1642754519992633
Arithmetic LOSO,11,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6242145438947737,0.2225244775743289
Arithmetic LOSO,11,Extra Trees,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5639248038459685,0.1878655017563407
Arithmetic LOSO,11,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6528814213279245,0.2454690465754181
Arithmetic LOSO,11,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6341734783563042,0.232087117939307
Arithmetic LOSO,11,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5430304258585056,0.1793523574362501
Arithmetic LOSO,11,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.2916666666666666,0.4166666666666666,0.934052914404864,0.3468575652045798
Arithmetic LOSO,11,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.6814358211136122,0.2445022023232639
Arithmetic LOSO,11,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.5806608052959614,0.214837500361644
Arithmetic LOSO,12,Always fused,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.5,0.7656906283532827,0.2837446530210924
Arithmetic LOSO,12,Always neural,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.8803625051177573,0.4708071022403001
Arithmetic LOSO,12,CB-SF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.5,0.8101349251269733,0.3019657610718065
Arithmetic LOSO,12,DASF,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.8803625051177768,0.4708071022403007
Arithmetic LOSO,12,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.464367584356288,0.1538750119035298
Arithmetic LOSO,12,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5165769181518797,0.1693637083540811
Arithmetic LOSO,12,Equal blend (50%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,0.9170027759518332,0.3398659031748418
Arithmetic LOSO,12,Extra Trees,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5714682461624214,0.1911688494320275
Arithmetic LOSO,12,Fixed blend (10%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.3258140039897477,0.4283582547738216
Arithmetic LOSO,12,Fixed blend (25%),4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.0984651090461135,0.3882737260512733
Arithmetic LOSO,12,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5568925091669993,0.1846048080700658
Arithmetic LOSO,12,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7389964620705822,0.2733765777909935
Arithmetic LOSO,12,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6502658373271532,0.2309550909587592
Arithmetic LOSO,12,OOF recording-level stacking,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.2984860890525367,0.4206668528189397
Arithmetic LOSO,13,Always fused,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5993682250317506,0.2072705088411418
Arithmetic LOSO,13,Always neural,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.8578014900384645,0.3172808137484458
Arithmetic LOSO,13,CB-SF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5818708310982806,0.2044319784902133
Arithmetic LOSO,13,DASF,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.8578014900384692,0.3172808137484472
Arithmetic LOSO,13,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5722965221180603,0.1956911399459285
Arithmetic LOSO,13,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7961027912426754,0.3031573462194855
Arithmetic LOSO,13,Equal blend (50%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5809938890701242,0.2049173151769609
Arithmetic LOSO,13,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6594504769522403,0.2402777967729217
Arithmetic LOSO,13,Fixed blend (10%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.6090134075057411,0.2269004171949444
Arithmetic LOSO,13,Fixed blend (25%),4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.7916666666666666,0.8333333333333331,0.5852646858285214,0.2121494215121161
Arithmetic LOSO,13,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.669652144834726,0.2428769302905158
Arithmetic LOSO,13,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.7193896819635057,0.2607925941844449
Arithmetic LOSO,13,Riemannian TS-LR,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6186932011769564,0.2137668664895269
Arithmetic LOSO,13,OOF recording-level stacking,4,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4166666666666666,0.5833333333333331,0.6942470492390256,0.2681337159945742
Arithmetic LOSO,14,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5348836898966451,0.1764786873445468
Arithmetic LOSO,14,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4359790028217918,0.1544305537054461
Arithmetic LOSO,14,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5028907230785933,0.1636270622962966
Arithmetic LOSO,14,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4359790028217918,0.1544305537054461
Arithmetic LOSO,14,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.8930595502709388,0.2557224092741168
Arithmetic LOSO,14,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.539507031022981,0.1796125159887468
Arithmetic LOSO,14,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4655377547597308,0.1518053944869881
Arithmetic LOSO,14,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.5695332533794644,0.2011723823624141
Arithmetic LOSO,14,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4380034849304254,0.1513126580315824
Arithmetic LOSO,14,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4448793516517377,0.1492455789534616
Arithmetic LOSO,14,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.546589234284799,0.1917025361288449
Arithmetic LOSO,14,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.4166666666666666,0.5833333333333331,1.5363267611163267,0.375012691029673
Arithmetic LOSO,14,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.8020042277944551,0.2930247293932336
Arithmetic LOSO,14,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4444819136896254,0.152271093784812
Arithmetic LOSO,15,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.62271692235571,0.2185770250608585
Arithmetic LOSO,15,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9962280136123076,0.3672909001439002
Arithmetic LOSO,15,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6579799336394474,0.2379795054442611
Arithmetic LOSO,15,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9962280136123082,0.3672909001439004
Arithmetic LOSO,15,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,1.2565213149104737,0.2467145012153406
Arithmetic LOSO,15,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4899573755190675,0.1635048118837766
Arithmetic LOSO,15,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7115308282047199,0.2649239306190124
Arithmetic LOSO,15,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.596737470719072,0.2114871177621792
Arithmetic LOSO,15,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8891126325011096,0.3355066777747664
Arithmetic LOSO,15,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.7997263577862729,0.3032464448577817
Arithmetic LOSO,15,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6212131464200361,0.228233143882441
Arithmetic LOSO,15,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.660349369997329,0.2371176824728412
Arithmetic LOSO,15,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.7818049644336733,0.4481654340777501
Arithmetic LOSO,15,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6852414983557912,0.2633397668002418
Stroop LOSO,1,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,0.7805128459974333,0.2911189361529749
Stroop LOSO,1,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,3.2889772945273816,0.498433203084643
Stroop LOSO,1,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.0,0.2916666666666666,0.4166666666666666,1.708107237554548,0.4717741450384754
Stroop LOSO,1,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,3.288977294527392,0.498433203084643
Stroop LOSO,1,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.9192411184728376,0.3175823805820459
Stroop LOSO,1,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.6437986987066349,0.2257379770009881
Stroop LOSO,1,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,0.9789975859062164,0.3634871016874806
Stroop LOSO,1,Extra Trees,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.6587051494022625,0.2330163041980886
Stroop LOSO,1,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.0,0.2916666666666666,0.4166666666666666,1.5240900121701044,0.4582077794619102
Stroop LOSO,1,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.0,0.2916666666666666,0.4166666666666666,1.2070560447043412,0.4169139144670355
Stroop LOSO,1,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.5,0.4166666666666666,0.5833333333333331,0.6585818285398679,0.2330962002518326
Stroop LOSO,1,Riemannian MDM,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4140003278979851,0.1362432225350453
Stroop LOSO,1,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,0.7031067605766199,0.2550223038183417
Stroop LOSO,1,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,1.3728025951975038,0.4377732648621224
Stroop LOSO,2,Always fused,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.6998863610788199,0.2556262629212117
Stroop LOSO,2,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,3.52776765416228,0.4982480201624647
Stroop LOSO,2,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,3.1230835108207895,0.4971679748522747
Stroop LOSO,2,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,3.52776765416228,0.4982480201624647
Stroop LOSO,2,EEG-Conformer,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.2957517163084304,0.4254948610633104
Stroop LOSO,2,EEGNet,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.7743702439822939,0.2974175722040123
Stroop LOSO,2,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.8535827549473562,0.319237738284365
Stroop LOSO,2,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.7773038729084911,0.2918217664592587
Stroop LOSO,2,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.2964163753826172,0.4232121651928409
Stroop LOSO,2,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.0351897750914394,0.3730218606448213
Stroop LOSO,2,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,0.8269361535952788,0.3100328407823412
Stroop LOSO,2,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.25,0.3333333333333333,0.5,3.4485922704216656,0.4988606919205462
Stroop LOSO,2,Riemannian TS-LR,4,2,2,0.5,0.5,0.0,1.0,,0.0,1.0,1.0,1.0,1.5485730951159573,0.4550526061268199
Stroop LOSO,2,OOF recording-level stacking,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,1.2603050934979951,0.410581850732678
Stroop LOSO,3,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.527929207510409,0.1702231264745766
Stroop LOSO,3,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.2772188184366273,0.0963584368912072
Stroop LOSO,3,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.285506775468495,0.0971950209522412
Stroop LOSO,3,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.2772188184366273,0.0963584368912072
Stroop LOSO,3,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4057479584680474,0.1399796851936956
Stroop LOSO,3,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,0.75,0.7916666666666666,0.8333333333333331,0.5438851837108986,0.1836537511626379
Stroop LOSO,3,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4061866551122934,0.1218698159279449
Stroop LOSO,3,Extra Trees,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4347484615300231,0.1326848020370347
Stroop LOSO,3,Fixed blend (10%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3128159685860928,0.1003817089765421
Stroop LOSO,3,Fixed blend (25%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3495568533016424,0.1066320648224255
Stroop LOSO,3,Random forest,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4277441457696018,0.1374676934205876
Stroop LOSO,3,Riemannian MDM,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.7083333333333331,0.75,1.3149129091036715,0.417956896448245
Stroop LOSO,3,Riemannian TS-LR,4,2,2,0.75,0.75,0.5,1.0,1.0,0.6666666666666666,0.75,0.7916666666666666,0.8333333333333331,0.6114081399993215,0.2125923279010488
Stroop LOSO,3,OOF recording-level stacking,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3986952031650355,0.1317338148107513
Stroop LOSO,4,Always fused,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.735999153783746,0.2714610426011478
Stroop LOSO,4,Always neural,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.8003799558044449,0.4902420235976494
Stroop LOSO,4,CB-SF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8608891605919895,0.3263965044104907
Stroop LOSO,4,DASF,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.8003799558044502,0.4902420235976497
Stroop LOSO,4,EEG-Conformer,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.2916666666666666,0.4166666666666666,1.6316717919978354,0.4600735440876501
Stroop LOSO,4,EEGNet,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,0.7083333333333331,0.75,1.2912863503397418,0.4248181144370717
Stroop LOSO,4,Equal blend (50%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.8233933513846993,0.3114007987344615
Stroop LOSO,4,Extra Trees,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.7125899420815993,0.2603381248436882
Stroop LOSO,4,Fixed blend (10%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,1.1206962279848312,0.4034112585073546
Stroop LOSO,4,Fixed blend (25%),4,2,2,0.5,0.5,0.0,1.0,,0.0,0.5,0.4166666666666666,0.5833333333333331,0.946362713716594,0.3564309950041615
Stroop LOSO,4,Random forest,4,2,2,0.5,0.5,0.0,1.0,,0.0,0.75,0.7916666666666666,0.8333333333333331,0.748091512713772,0.2763342135115705
Stroop LOSO,4,Riemannian MDM,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.2916666666666666,0.4166666666666666,1.2263960702072487,0.4140098165893214
Stroop LOSO,4,Riemannian TS-LR,4,2,2,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.2916666666666666,0.4166666666666666,4.11901335548304,0.4997196871402018
Stroop LOSO,4,OOF recording-level stacking,4,2,2,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.4166666666666666,0.5833333333333331,0.9034000654493056,0.3478523580369602
Stroop LOSO,5,Always fused,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5354050148227845,0.1749916013380814
Stroop LOSO,5,Always neural,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3969558153595435,0.1462302428374626
Stroop LOSO,5,CB-SF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4129379234327552,0.138775191433522
Stroop LOSO,5,DASF,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.3969558153595436,0.1462302428374626
Stroop LOSO,5,EEG-Conformer,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5691862604934111,0.1943690806530538
Stroop LOSO,5,EEGNet,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.854992953661355,0.2564317726684589
Stroop LOSO,5,Equal blend (50%),4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.4467160448588206,0.1431719723338448
Stroop LOSO,5,Extra Trees,4,2,2,0.75,0.75,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5403943560416767,0.1811081028512361
