outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit
12,7,0.2803572430819918,0.2296940327528562,0.2414854749759726,0.6040196189272883,0.8941160582570624,0.0
12,8,0.3511566987058027,0.2323646155351079,0.0798924834509457,0.5451641133732388,0.9688066650012224,0.0
12,9,0.248220123543299,0.2104684174530863,0.1273074700787138,0.5259355438126372,0.9453585158781772,0.0
12,10,0.264420605019618,0.2321123177576141,0.3447292542199228,0.6543212895944914,0.8421802387068685,0.0
12,11,0.3561283814457429,0.2114049116451167,0.4427634203635988,0.6736534812522014,0.7695520153890053,0.0
12,13,0.3179513941603525,0.2432462499378028,0.1582779199161589,0.5861098835979915,0.9342576574280624,-0.25
12,14,0.373910914313634,0.1392093910372807,0.1749652707650745,0.4812458282924672,0.9487094888555464,0.0
12,15,0.3189944683802969,0.1970904362032216,0.3256674287847428,0.63822487094328,0.8517990022025708,0.0
13,1,0.4740977150835067,0.2629300349181088,0.4055696371917116,0.6807065704363936,0.8226707692715877,-0.25
13,2,0.2969901419414701,0.2323963242055933,0.2128757492654571,0.6156236962264642,0.9063753488455164,0.0
13,3,0.3131107395164877,0.1952265009188884,0.0660837135480855,0.4904005104807574,0.9717283874227288,0.0
13,4,0.4531312749047848,0.2850489166395965,0.1424478962754215,0.6190958334505743,0.943434289208165,0.0
13,5,0.2310330742233042,0.240327113316671,0.1722709789744257,0.5903317325760177,0.9346025414539106,0.0
13,6,0.5917582391640765,0.2827178953954741,0.1845450687959055,0.6190976912819831,0.9249168270837356,0.0
13,7,0.2727481751390542,0.2395136827364654,0.2392527071722262,0.6082839247060645,0.8956703705620193,-0.25
13,8,0.3588569613971499,0.2444522979779747,0.1113385319465708,0.5653285608398135,0.9557143701465136,0.0
13,9,0.2349445268589265,0.1966944082319454,0.0857044921650332,0.504965122332723,0.9631308875679288,0.0
13,10,0.2557652675219184,0.2465842006830733,0.2607935055970832,0.6186577766646684,0.8919077523643211,0.0
13,11,0.3643893418039924,0.2204276432084491,0.3543575002195696,0.6256455845885877,0.8410133482622248,0.25
13,12,0.2856371511880817,0.2198949795308214,0.4093897295665337,0.6669152685197923,0.805660677281467,-0.25
13,14,0.3659109224642959,0.1369141645908993,0.1739169766156981,0.4639225754914908,0.9261415690124858,0.0
13,15,0.3140834654482378,0.20330202705612,0.310843443706729,0.6141204020391503,0.866530405674867,0.0
14,1,0.4730995761781543,0.2435692836112314,0.4301375734736474,0.6824458662253199,0.7982060151662432,-0.25
14,2,0.2606598117038236,0.2383159339219933,0.274772544009338,0.630918860794743,0.8713464945103708,0.0
14,3,0.2656152092036362,0.2170570919469915,0.1169452489255257,0.5206541141653803,0.9518816947937012,-0.5
14,4,0.4662346463479085,0.289767350474497,0.1729746929543477,0.6413507438480899,0.9272007122798164,-0.25
