dataset,setting,setting_display,comparison_family,subject,method,method_display,n_recordings,n_class_0,n_class_1,tn,fp,fn,tp,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,cbsf,CB-SF,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.45373720697491743,0.15813739595262202
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,dasf_clean,DASF,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.41666174718252036,0.14331768854000226
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,eeg_conformer,EEG-Conformer,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.37404545054233784,0.12008960923820233
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,eegnet,EEGNet,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.40672832862224928,0.13402911885452709
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,equal_blend_050,Equal blend (50%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.48459211248375617,0.16120187959347346
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,extra_trees,Extra Trees,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.62573943064658522,0.2329919175916888
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,fixed_blend_010,Fixed blend (10%),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.45752431372825358,0.15872868939881712
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,fixed_blend_025,Fixed blend (25%),4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.79166666666666663,0.83333333333333326,0.46935646414651389,0.15963943043267451
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,rf,Random forest,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.71718041756350637,0.27506169341389286
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,1.8249055195971962,0.4722760133207321
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,riemann_ts_logreg,Riemannian TS-LR,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.60237938360903087,0.20833872557294361
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,9,stack_recording,OOF recording-level stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.44676926829377062,0.15211575969584226
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,always_fuse,Always fused,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.6050659450110013,0.21075962450669083
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,always_nn,Always neural,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,2.5109765531292627,0.47748454182007688
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,cbsf,CB-SF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,2.4199302907302447,0.47577344086298379
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,2.5109765531293187,0.47748454182007727
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,eeg_conformer,EEG-Conformer,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,1.5271233101737662,0.45264456046253343
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,eegnet,EEGNet,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,1.1132210965848703,0.3660363363733391
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,equal_blend_050,Equal blend (50%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.76752494961266804,0.28665377327900893
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,extra_trees,Extra Trees,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.631762882121642,0.22477190774830716
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,1.2343676539638526,0.40430673960987173
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.96627759179052997,0.35063271857141926
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,rf,Random forest,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.64705512954060607,0.23052728005511675
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,riemann_mdm,Riemannian MDM,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,1,1,1,0.67041293781595457,0.2640080190526265
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.70833333333333326,0.75,2.260156711496379,0.47707534251511896
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,10,stack_recording,OOF recording-level stacking,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,1,1,1,0.76675604337697334,0.28399161622353852
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,always_fuse,Always fused,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.5,0.41666666666666663,0.58333333333333326,0.64821604166582891,0.2275851175598595
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,always_nn,Always neural,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.47598084015983,0.15849207975563517
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,cbsf,CB-SF,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.60842957901553496,0.20820432593815474
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,dasf_clean,DASF,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.47598084015982955,0.15849207975563515
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,1.1670518793733575,0.2938574383479487
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,eegnet,EEGNet,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.6063980301400923,0.20326640286629122
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,equal_blend_050,Equal blend (50%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.5956134462640672,0.20213727122936204
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,extra_trees,Extra Trees,4,2,2,1,1,2,0,0.25,0.25,0,0.5,0,0,0.5,0.41666666666666663,0.58333333333333326,0.65993781981822575,0.23405038395646255
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,fixed_blend_010,Fixed blend (10%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.52700125542862464,0.17270426765604746
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,fixed_blend_025,Fixed blend (25%),4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.5597816593285202,0.18594842221570052
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,rf,Random forest,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.63877485578318605,0.2240345712351596
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,riemann_mdm,Riemannian MDM,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.5,0.41666666666666663,0.58333333333333326,1.0315900457555478,0.33404132075704018
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,riemann_ts_logreg,Riemannian TS-LR,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.68114431617920146,0.24495358809239728
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,11,stack_recording,OOF recording-level stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.58850689472133266,0.1991309684024038
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,always_fuse,Always fused,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.70544313556599936,0.25639472110915795
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,always_nn,Always neural,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.3642109181555802,0.43176813133399411
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,cbsf,CB-SF,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.1288944164534971,0.39111674793873397
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,dasf_clean,DASF,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.3642109181555828,0.43176813133399439
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,eeg_conformer,EEG-Conformer,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.4257499908441561,0.14159296661368131
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,eegnet,EEGNet,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.41139765214971924,0.13143850131250989
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,equal_blend_050,Equal blend (50%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.79346729067464672,0.29451513715466299
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,extra_trees,Extra Trees,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,1,1,1,0.59348050454354384,0.20103126414885197
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,fixed_blend_010,Fixed blend (10%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.0276202334449425,0.36793070172855058
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,fixed_blend_025,Fixed blend (25%),4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,0.89502787234444547,0.33047857785317664
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,rf,Random forest,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.75,0.79166666666666663,0.83333333333333326,0.60744579698446943,0.20798255151013884
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,1.2715035525285838,0.4197985343909772
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.61438031479066557,0.21633222196316645
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,12,stack_recording,OOF recording-level stacking,4,2,2,0,2,0,2,0.5,0.5,1,0,0.5,0.66666666666666663,0.75,0.79166666666666663,0.83333333333333326,1.088921136799393,0.38588896011911078
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,always_fuse,Always fused,4,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.41666666666666663,0.58333333333333326,0.62165267934636304,0.21673944854276034
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,always_nn,Always neural,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.90058184607438863,0.34457699301274347
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,cbsf,CB-SF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.64952201920946828,0.23534613788507525
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,dasf_clean,DASF,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.90058184607438907,0.34457699301274364
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,eeg_conformer,EEG-Conformer,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,1.6023515394440191,0.45252761604233382
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,eegnet,EEGNet,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.75,0.79166666666666663,0.83333333333333326,0.78164926472477259,0.2923958259271886
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,equal_blend_050,Equal blend (50%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.65770325583276534,0.24026367211889654
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,extra_trees,Extra Trees,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.71731449384363466,0.26567543343293559
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,fixed_blend_010,Fixed blend (10%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.77220125776018667,0.29711729888376248
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,fixed_blend_025,Fixed blend (25%),4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.5,0.41666666666666663,0.58333333333333326,0.70752918158302491,0.26731071500676662
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,rf,Random forest,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.25,0.33333333333333331,0.5,0.7569338469770831,0.27987337699461762
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,riemann_mdm,Riemannian MDM,4,2,2,2,0,2,0,0.5,0.5,0,1,,0,0.25,0.33333333333333331,0.5,2.4711230971052291,0.48911618761489151
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,riemann_ts_logreg,Riemannian TS-LR,4,2,2,2,0,1,1,0.75,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.52050173322664617,0.1740816547507528
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,13,stack_recording,OOF recording-level stacking,4,2,2,1,1,0,2,0.75,0.75,1,0.5,0.66666666666666663,0.80000000000000004,0.5,0.41666666666666663,0.58333333333333326,0.58137484017755658,0.20281324554108063
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,always_fuse,Always fused,3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,0.68414933039536052,0.24645298709699595
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,always_nn,Always neural,3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,1.8007437580856998,0.57176461514785049
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,cbsf,CB-SF,3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,0.69126746730102828,0.25105653044203174
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,dasf_clean,DASF,3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,1.8007437580856955,0.57176461514784993
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,eeg_conformer,EEG-Conformer,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.98967894983308347,0.29988614832628857
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,eegnet,EEGNet,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.54639619663094907,0.18719927531553437
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,equal_blend_050,Equal blend (50%),3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,0.71053651183242106,0.26301067215418389
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,extra_trees,Extra Trees,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.62004460890922142,0.22055184489600996
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,fixed_blend_010,Fixed blend (10%),3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,0.81560817863471724,0.32031905608208733
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,fixed_blend_025,Fixed blend (25%),3,1,2,0,1,1,1,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.5,0.79166666666666663,0.83333333333333326,0.75066830022534148,0.28632046957004575
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,rf,Random forest,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.63395450432491007,0.22323661535328598
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,riemann_mdm,Riemannian MDM,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.72058072539333728,0.25528830793135043
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,riemann_ts_logreg,Riemannian TS-LR,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,1.2444724603737904,0.32484013123158689
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,1,stack_recording,OOF recording-level stacking,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,0.5,0.79166666666666663,0.83333333333333326,1.5074819086253266,0.35508118304772912
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,always_fuse,Always fused,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.64875326920699661,0.22794108782248459
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,always_nn,Always neural,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.79958088848088638,0.27095262379957202
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,cbsf,CB-SF,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.61917568148720215,0.21383017894683279
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,dasf_clean,DASF,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.64875326920699661,0.22794108782248459
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,eeg_conformer,EEG-Conformer,3,1,2,1,0,2,0,0.33333333333333331,0.5,0,1,,0,1,1,1,1.2024246198330311,0.45472333416067218
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,eegnet,EEGNet,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0,0.41666666666666663,0.58333333333333326,2.8221136502483222,0.33319476935378695
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,equal_blend_050,Equal blend (50%),3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.59185267527616447,0.20271507981156553
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,extra_trees,Extra Trees,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.64880733866660423,0.22790806195722904
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,fixed_blend_010,Fixed blend (10%),3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.63049833306417946,0.22408963874950152
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,fixed_blend_025,Fixed blend (25%),3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.5935813494313269,0.20686295467202606
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,rf,Random forest,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,0.5,0.79166666666666663,0.83333333333333326,0.68253783663803047,0.24470091837050481
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,riemann_mdm,Riemannian MDM,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.65115353189992109,0.22867026637123264
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,riemann_ts_logreg,Riemannian TS-LR,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,2.607299971041809,0.33306724100365742
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,2,stack_recording,OOF recording-level stacking,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.79166666666666663,0.83333333333333326,0.65913208205650131,0.2330871969887657
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,always_fuse,Always fused,3,1,2,1,0,2,0,0.33333333333333331,0.5,0,1,,0,1,1,1,0.67229267351313216,0.24085344592895486
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,always_nn,Always neural,3,1,2,1,0,0,2,1,1,1,1,1,1,1,1,1,0.35400836269871278,0.10582199840220247
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,cbsf,CB-SF,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.61735332084490857,0.21529854139339674
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,dasf_clean,DASF,3,1,2,1,0,2,0,0.33333333333333331,0.5,0,1,,0,1,1,1,0.67229267351313216,0.24085344592895486
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,eeg_conformer,EEG-Conformer,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.45925356911440546,0.15116989446450171
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,eegnet,EEGNet,3,1,2,0,1,0,2,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.60800711659893414,0.21112305511207749
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,equal_blend_050,Equal blend (50%),3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.5374151655307261,0.17977128941254883
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,extra_trees,Extra Trees,3,1,2,1,0,0,2,1,1,1,1,1,1,1,1,1,0.40517022572711503,0.11416589129646158
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,fixed_blend_010,Fixed blend (10%),3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.41181058862537312,0.12837118412449114
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,fixed_blend_025,Fixed blend (25%),3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,0.46563564516282047,0.14982701386272149
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,rf,Random forest,3,1,2,1,0,0,2,1,1,1,1,1,1,1,1,1,0.31349828974999633,0.078103096382197715
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,riemann_mdm,Riemannian MDM,3,1,2,1,0,0,2,1,1,1,1,1,1,1,1,1,0.61914592170764593,0.21336057596698269
openbci,cross_task_arithmetic_to_stroop,Arithmetic to Stroop,direction_specific_26_posthoc,3,riemann_ts_logreg,Riemannian TS-LR,3,1,2,1,0,1,1,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,1,1,1,1.3523150705158666,0.34647833813759427
