dataset,setting,setting_display,comparison_family,subject,method,method_display,n_recordings,n_class_0,n_class_1,tn,fp,fn,tp,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,auroc,pr_auc,average_precision,log_loss,brier_score
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,always_fuse,Always fused,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.5,0.73124999999999996,0.77083333333333326,0.68076199500368195,0.24426719825687651
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,always_nn,Always neural,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.5,0.73124999999999996,0.77083333333333326,1.2103329511746799,0.39275745824207881
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,cbsf,CB-SF,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.5,0.73124999999999996,0.77083333333333326,0.67804920880786312,0.24347041733994304
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,dasf_clean,DASF,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.25,0.65000000000000002,0.69166666666666665,1.2390592088488497,0.40692301228230349
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,eeg_conformer,EEG-Conformer,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.625,0.76666666666666661,0.8041666666666667,0.68014157436450695,0.20761546503712405
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,eegnet,EEGNet,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,1,1,1,0.430788523515863,0.13282003059983422
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,equal_blend_050,Equal blend (50%),6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.5,0.73124999999999996,0.77083333333333326,0.67912279445096646,0.24519473747767018
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,extra_trees,Extra Trees,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,0.59496664598797888,0.204999126208495
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,fixed_blend_010,Fixed blend (10%),6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.5,0.73124999999999996,0.77083333333333326,0.71997201838898039,0.2680791394015728
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,fixed_blend_025,Fixed blend (25%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.5,0.73124999999999996,0.77083333333333326,0.69202409278955956,0.2532986147853924
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,rf,Random forest,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.76666666666666661,0.8041666666666667,0.60014722437355272,0.20539852423739502
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,riemann_mdm,Riemannian MDM,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,0.50537354680744151,0.16111874310115357
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,riemann_ts_logreg,Riemannian TS-LR,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.625,0.76666666666666661,0.8041666666666667,0.90841713588724515,0.26032885998710048
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,1,stack_recording,OOF recording-level stacking,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.5,0.73124999999999996,0.77083333333333326,1.0991435593851075,0.30107173580714747
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,always_fuse,Always fused,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.8354166666666667,0.85416666666666663,0.77151415839642556,0.28597406560082178
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,always_nn,Always neural,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.625,0.8354166666666667,0.85416666666666663,1.072347795990229,0.37008929083229497
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,cbsf,CB-SF,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.8354166666666667,0.85416666666666663,0.74811984178178559,0.27461487924173833
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,dasf_clean,DASF,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.5,0.73124999999999996,0.77083333333333326,0.99693398635328467,0.3485835228437511
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,eeg_conformer,EEG-Conformer,6,2,4,2,0,2,2,0.66666666666666663,0.75,0.5,1,1,0.66666666666666663,0.75,0.87083333333333335,0.88749999999999996,0.80572864124355625,0.28832103833367584
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,eegnet,EEGNet,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.25,0.50416666666666665,0.60833333333333328,1.8146221187299025,0.31342284172516727
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,equal_blend_050,Equal blend (50%),6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.8354166666666667,0.85416666666666663,0.73551044217652084,0.26925586905662019
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,extra_trees,Extra Trees,6,2,4,2,0,3,1,0.5,0.625,0.25,1,1,0.40000000000000002,0.875,0.94374999999999998,0.94999999999999996,0.67874090238943052,0.24297647243782561
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,fixed_blend_010,Fixed blend (10%),6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.625,0.8354166666666667,0.85416666666666663,0.78636252536296991,0.29134959163731783
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,fixed_blend_025,Fixed blend (25%),6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.8354166666666667,0.85416666666666663,0.74699105315068426,0.27513269824707193
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,rf,Random forest,6,2,4,2,0,3,1,0.5,0.625,0.25,1,1,0.40000000000000002,0.625,0.76666666666666661,0.8041666666666667,0.87542377613836297,0.32951422729942875
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,riemann_mdm,Riemannian MDM,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.625,0.8354166666666667,0.85416666666666663,0.66627347169028273,0.23663004257999501
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,riemann_ts_logreg,Riemannian TS-LR,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.76666666666666661,0.8041666666666667,1.7461922889888515,0.34145031147521338
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,2,stack_recording,OOF recording-level stacking,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.5,0.73124999999999996,0.77083333333333326,1.3959104450210085,0.40774385552735043
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,always_fuse,Always fused,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.76666666666666661,0.8041666666666667,1.1470718785216933,0.28492044047513893
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,always_nn,Always neural,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,4.2385850663808329,0.21957766585907137
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,cbsf,CB-SF,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.76666666666666661,0.8041666666666667,1.1777181607220617,0.27257392408305919
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,dasf_clean,DASF,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.76666666666666661,0.8041666666666667,1.1470718785216933,0.28492044047513893
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,eeg_conformer,EEG-Conformer,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.75,0.87083333333333335,0.88749999999999996,0.54304588705229961,0.18475811438535647
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,eegnet,EEGNet,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.57916666666666661,0.6791666666666667,0.92519839938001935,0.26412731568267855
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,equal_blend_050,Equal blend (50%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.76666666666666661,0.8041666666666667,1.2240699519091367,0.25549264152533452
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,extra_trees,Extra Trees,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,0.68514375744139711,0.20569968953622295
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,fixed_blend_010,Fixed blend (10%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.76666666666666661,0.8041666666666667,1.4349070399602601,0.23064393799375973
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,fixed_blend_025,Fixed blend (25%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.76666666666666661,0.8041666666666667,1.3076964035117038,0.24105766923547831
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,rf,Random forest,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,0.66826466102715065,0.1904192386105783
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,riemann_mdm,Riemannian MDM,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,0.58618467593927936,0.2009285649255356
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,riemann_ts_logreg,Riemannian TS-LR,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.5,0.57916666666666661,0.6791666666666667,1.7646320174248495,0.33942758474596851
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,3,stack_recording,OOF recording-level stacking,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.375,0.69166666666666665,0.73333333333333328,1.4423862640525933,0.31946767599174941
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,always_fuse,Always fused,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.4249352672006841,0.23634823597514623
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,always_nn,Always neural,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.9006159284221693,0.16666333627737803
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,cbsf,CB-SF,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.2939995965475191,0.1753446178176383
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,dasf_clean,DASF,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,1.1928097200111247,0.16640668027827771
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,eeg_conformer,EEG-Conformer,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,1.1994912640792912,0.21924801343351549
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,eegnet,EEGNet,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.75,0.87083333333333335,0.88749999999999996,1.5697156714234914,0.24934304536194074
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,equal_blend_050,Equal blend (50%),6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.4758953559529371,0.20996694333741539
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,extra_trees,Extra Trees,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,1.3189444340421566,0.23064896337785287
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,fixed_blend_010,Fixed blend (10%),6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.6244126489103372,0.18307300203371987
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,fixed_blend_025,Fixed blend (25%),6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.5364931667297741,0.19481849775310026
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,rf,Random forest,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.625,0.76666666666666661,0.8041666666666667,1.6628252069874776,0.22479056732522448
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,riemann_mdm,Riemannian MDM,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,0.9665351835118523,0.18793078480655045
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,riemann_ts_logreg,Riemannian TS-LR,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.5,0.57916666666666661,0.6791666666666667,3.8980012377162923,0.49460502500291925
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,4,stack_recording,OOF recording-level stacking,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.625,0.76666666666666661,0.8041666666666667,0.92722839002082746,0.32727142768172024
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,always_fuse,Always fused,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.25,0.50416666666666665,0.60833333333333328,0.92047084362862996,0.35000092086590939
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,always_nn,Always neural,6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0,0.44166666666666671,0.52500000000000002,3.8095804454032596,0.62605666716430575
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,cbsf,CB-SF,6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.25,0.50416666666666665,0.60833333333333328,0.99298599136864585,0.3819164483203778
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,dasf_clean,DASF,6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0,0.44166666666666671,0.52500000000000002,3.8095804454032596,0.62605666716430586
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,eeg_conformer,EEG-Conformer,6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0.125,0.46250000000000002,0.56666666666666665,1.8481725135678495,0.55124552193333187
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,eegnet,EEGNet,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,0.66184509100321409,0.23428267966930449
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,equal_blend_050,Equal blend (50%),6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0,0.44166666666666671,0.52500000000000002,1.1047757960943656,0.42750319529812564
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,extra_trees,Extra Trees,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0,0.44166666666666671,0.52500000000000002,1.1032143277288107,0.40945918444190532
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,fixed_blend_010,Fixed blend (10%),6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0,0.44166666666666671,0.52500000000000002,1.5502981063995571,0.54139117900155898
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,fixed_blend_025,Fixed blend (25%),6,2,4,0,2,2,2,0.33333333333333331,0.25,0.5,0,0.5,0.5,0,0.44166666666666671,0.52500000000000002,1.2955095354438655,0.4876583677519144
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,rf,Random forest,6,2,4,0,2,3,1,0.16666666666666666,0.125,0.25,0,0.33333333333333331,0.2857142857142857,0,0.44166666666666671,0.52500000000000002,1.483789241135721,0.51909577487602931
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,riemann_mdm,Riemannian MDM,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.375,0.54374999999999996,0.64583333333333326,1.0474531349190921,0.34052479677933961
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,riemann_ts_logreg,Riemannian TS-LR,6,2,4,0,2,1,3,0.5,0.375,0.75,0,0.59999999999999998,0.66666666666666663,0.5,0.73124999999999996,0.77083333333333326,0.73878419052534161,0.25069620639351331
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,5,stack_recording,OOF recording-level stacking,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.25,0.50416666666666665,0.60833333333333328,3.3165860897888599,0.5179709813499539
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,always_fuse,Always fused,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.25,0.50416666666666665,0.60833333333333328,0.92518304045162914,0.34882028341175747
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,always_nn,Always neural,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.875,0.94374999999999998,0.94999999999999996,0.48730897153375441,0.16571884123901195
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,cbsf,CB-SF,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.375,0.69166666666666665,0.73333333333333328,0.75550141111982361,0.28012535307168868
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,dasf_clean,DASF,6,2,4,2,0,3,1,0.5,0.625,0.25,1,1,0.40000000000000002,0.5,0.79583333333333339,0.81666666666666665,0.82491087853166223,0.30211749329798376
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,eeg_conformer,EEG-Conformer,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,1,1,1,0.55687595663153544,0.20224078860892281
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,eegnet,EEGNet,6,2,4,1,1,3,1,0.33333333333333331,0.375,0.25,0.5,0.5,0.33333333333333331,0.125,0.46250000000000002,0.56666666666666665,0.70113004718589023,0.25399001373193592
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,equal_blend_050,Equal blend (50%),6,2,4,2,0,0,4,1,1,1,1,1,1,1,1,1,0.63611289907236379,0.22182184020377915
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,extra_trees,Extra Trees,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.625,0.8354166666666667,0.85416666666666663,0.64458673467473426,0.22632264456680506
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,fixed_blend_010,Fixed blend (10%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.875,0.94374999999999998,0.94999999999999996,0.50886259479534479,0.16486337534040302
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,fixed_blend_025,Fixed blend (25%),6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.875,0.94374999999999998,0.94999999999999996,0.55872322610911385,0.18488655614551808
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,rf,Random forest,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.375,0.69166666666666665,0.73333333333333328,0.70277297016940077,0.25491005536547523
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,riemann_mdm,Riemannian MDM,6,2,4,1,1,3,1,0.33333333333333331,0.375,0.25,0.5,0.5,0.33333333333333331,0.375,0.69166666666666665,0.73333333333333328,2.7786190234860015,0.5454716914010761
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,riemann_ts_logreg,Riemannian TS-LR,6,2,4,1,1,3,1,0.33333333333333331,0.375,0.25,0.5,0.5,0.33333333333333331,0.5,0.73124999999999996,0.77083333333333326,2.8500718451651008,0.57796144589242215
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,6,stack_recording,OOF recording-level stacking,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.25,0.50416666666666665,0.60833333333333328,0.98388588901244367,0.37263992687532793
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,always_fuse,Always fused,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.5,0.57916666666666661,0.6791666666666667,0.68120723617027668,0.24349860633217557
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,always_nn,Always neural,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,1.185323696086245,0.31199306010338457
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,cbsf,CB-SF,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.625,0.76666666666666661,0.8041666666666667,0.86612386771728955,0.2594308050216465
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,dasf_clean,DASF,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,1.1853236960862465,0.31199306010338462
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,eeg_conformer,EEG-Conformer,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.75,0.87083333333333335,0.88749999999999996,1.6865701832417939,0.32854275584229309
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,eegnet,EEGNet,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.75,0.87083333333333335,0.88749999999999996,0.804694797245182,0.25991715288474787
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,equal_blend_050,Equal blend (50%),6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.625,0.76666666666666661,0.8041666666666667,0.66406924488962848,0.23113102617717873
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,extra_trees,Extra Trees,6,2,4,1,1,0,4,0.83333333333333337,0.75,1,0.5,0.80000000000000004,0.88888888888888884,0.875,0.94374999999999998,0.94999999999999996,0.58160398356597798,0.19551458350717565
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,fixed_blend_010,Fixed blend (10%),6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,0.8675363299648805,0.2793331086603123
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,fixed_blend_025,Fixed blend (25%),6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,0.73875936696333,0.25298977833491781
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,rf,Random forest,6,2,4,1,1,1,3,0.66666666666666663,0.625,0.75,0.5,0.75,0.75,0.875,0.94374999999999998,0.94999999999999996,0.61782786484692198,0.21330431340002468
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,riemann_mdm,Riemannian MDM,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.75,0.87083333333333335,0.88749999999999996,2.5272970101326027,0.23353349233524137
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,riemann_ts_logreg,Riemannian TS-LR,6,2,4,1,1,2,2,0.5,0.5,0.5,0.5,0.66666666666666663,0.5714285714285714,0.75,0.87083333333333335,0.88749999999999996,2.3807199611469048,0.41808282243510558
openbci,cross_task_bidirectional,Bidirectional cross-task,complete_settings_39_posthoc,7,stack_recording,OOF recording-level stacking,6,2,4,0,2,0,4,0.66666666666666663,0.5,1,0,0.66666666666666663,0.80000000000000004,0.5,0.73124999999999996,0.77083333333333326,1.2266556310914385,0.29282609509893759
