variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,split_seed,fold,train_windows,train_recordings,validation_windows,validation_recordings,recording_accuracy,recording_balanced_accuracy,recording_log_loss,analysis_digest
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,1,353,2,520,2,0.5,0.5,1.8006249503762417,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,2,520,2,353,2,0.5,0.5,2.307927722671723,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,1,325,2,268,2,0.5,0.5,3.63958594114724,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,2,268,2,325,2,0.5,0.5,1.0468924432523512,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,1,201,2,392,2,0.0,0.0,5.249973405521763,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,2,392,2,201,2,0.5,0.5,2.2165392618618514,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,1,201,2,392,2,0.0,0.0,5.249973405521763,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,2,392,2,201,2,0.5,0.5,2.2165392618618514,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,1,201,2,392,2,0.0,0.0,5.249973405521763,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,2,392,2,201,2,0.5,0.5,2.2165392618618514,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,1,325,2,268,2,0.5,0.5,3.63958594114724,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,2,268,2,325,2,0.5,0.5,1.0468924432523512,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,1,298,2,374,2,1.0,1.0,0.03148018107360676,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,2,374,2,298,2,0.5,0.5,2.7727578993191844,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,1,243,2,429,2,1.0,1.0,0.05935291618370818,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,2,429,2,243,2,0.5,0.5,2.793323568821339,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,1,243,2,429,2,1.0,1.0,0.05935291618370818,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,2,429,2,243,2,0.5,0.5,2.793323568821339,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,1,243,2,429,2,1.0,1.0,0.05935291618370818,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,2,429,2,243,2,0.5,0.5,2.793323568821339,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,1,298,2,374,2,1.0,1.0,0.03148018107360676,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,2,374,2,298,2,0.5,0.5,2.7727578993191844,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,1,312,2,311,2,0.5,0.5,1.5338773373028491,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,2,311,2,312,2,0.5,0.5,2.709635531005568,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,1,249,2,374,2,0.0,0.0,1.6723300282458435,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,2,374,2,249,2,0.5,0.5,2.994431231014951,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,1,249,2,374,2,0.0,0.0,1.6723300282458435,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,2,374,2,249,2,0.5,0.5,2.994431231014951,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,1,249,2,374,2,0.0,0.0,1.6723300282458435,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,2,374,2,249,2,0.5,0.5,2.994431231014951,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,1,312,2,311,2,0.5,0.5,1.5338773373028491,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,2,311,2,312,2,0.5,0.5,2.709635531005568,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,1,271,2,302,2,0.0,0.0,3.838644469672178,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,2,302,2,271,2,0.5,0.5,6.572180930063678,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,1,213,2,360,2,0.5,0.5,5.629040963971373,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,2,360,2,213,2,0.5,0.5,3.8207269895048044,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,1,213,2,360,2,0.5,0.5,5.629040963971373,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,2,360,2,213,2,0.5,0.5,3.8207269895048044,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,1,213,2,360,2,0.5,0.5,5.629040963971373,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,2,360,2,213,2,0.5,0.5,3.8207269895048044,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,1,271,2,302,2,0.0,0.0,3.838644469672178,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,2,302,2,271,2,0.5,0.5,6.572180930063678,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,,1,7710,48,653,4,0.5,0.5,1.4920088970781062,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,,2,7504,48,859,4,0.5,0.5,1.1662319590071062,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,,3,7793,48,570,4,0.75,0.75,0.26549092727047213,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,,4,7904,48,459,4,0.5,0.5,1.1392203623882353,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,,5,7703,48,660,4,0.75,0.75,0.45601857513897415,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,,6,7822,48,541,4,0.5,0.5,1.9661086293837957,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,,7,7822,48,541,4,0.25,0.25,2.3461042240762024,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,,8,7617,48,746,4,0.75,0.75,0.5645463958316651,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,,9,7490,48,873,4,1.0,1.0,0.32245068149866485,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,,10,7770,48,593,4,0.5,0.5,4.677305362490692,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,,11,7691,48,672,4,0.75,0.75,0.4692070812405677,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,,12,7740,48,623,4,0.5,0.5,0.8373751039931795,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,,13,7790,48,573,4,0.5,0.5,0.7756059088662434,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,1,,1,696,4,496,3,0.3333333333333333,0.25,1.0878565105029292,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,2,,2,988,4,409,3,0.6666666666666666,0.5,2.513576140442662,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,3,,3,569,4,389,3,0.6666666666666666,0.75,0.2613826809074257,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,4,,4,666,4,343,3,0.6666666666666666,0.5,2.5886566650907894,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,5,,5,827,4,416,3,0.6666666666666666,0.5,1.4663203466310364,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,6,,6,590,4,391,3,0.3333333333333333,0.25,8.216479576312274,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,7,,7,353,4,372,3,0.6666666666666666,0.5,1.0484823239299754,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,8,,8,1038,4,556,3,0.6666666666666666,0.5,1.0477006398213666,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,9,,9,1079,4,463,3,0.6666666666666666,0.5,2.7286053973337836,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,10,,10,538,4,408,3,0.6666666666666666,0.5,0.5192637427619022,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,11,,11,772,4,428,3,0.3333333333333333,0.5,2.855964439156493,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,12,,12,655,4,438,3,0.6666666666666666,0.5,2.133511245191213,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,arithmetic_to_stroop,Arithmetic to Stroop,13,,13,670,4,393,3,1.0,1.0,0.013974018507351272,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,1,,1,653,4,539,3,0.3333333333333333,0.5,0.7990558868877905,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,2,,2,859,4,538,3,0.3333333333333333,0.25,1.084353127748279,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,3,,3,570,4,388,3,0.6666666666666666,0.5,3.273745165609981,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,4,,4,459,4,550,3,1.0,1.0,0.19484075258598713,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,5,,5,660,4,583,3,0.0,0.0,2.54749663011269,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,6,,6,541,4,440,3,1.0,1.0,0.34282957246774215,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,7,,7,541,4,184,3,0.3333333333333333,0.25,1.3154915664069742,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,8,,8,746,4,848,3,0.3333333333333333,0.25,0.566390104549873,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,9,,9,873,4,669,3,0.6666666666666666,0.5,0.8671075430017533,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,10,,10,593,4,353,3,0.3333333333333333,0.5,1.0057972863707727,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,11,,11,672,4,528,3,0.0,0.0,1.2693545666655954,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,12,,12,623,4,470,3,0.0,0.0,0.990463048855053,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
reference,Reference preprocessing,cross_task,Within-participant cross-task transfer,stroop_to_arithmetic,Stroop to Arithmetic,13,,13,573,4,490,3,0.6666666666666666,0.75,0.5599817361548732,1e552215c77f44ad8a12bea9eda3e11d1fc539d12c7489a0abf60ae3927ba841
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1335,1,370,2,326,2,0.5,0.5,1.0973167885489625,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1335,2,326,2,370,2,0.5,0.5,3.644101363882096,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1388,1,321,2,375,2,1.0,1.0,0.014073415849044823,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1388,2,375,2,321,2,0.5,0.5,2.1287561495827365,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1441,1,321,2,375,2,1.0,1.0,0.014073415849044823,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1441,2,375,2,321,2,0.5,0.5,2.1287561495827365,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1494,1,321,2,375,2,1.0,1.0,0.014073415849044823,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1494,2,375,2,321,2,0.5,0.5,2.1287561495827365,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1547,1,370,2,326,2,0.5,0.5,1.0973167885489625,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,1547,2,326,2,370,2,0.5,0.5,3.644101363882096,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1335,1,402,2,586,2,0.5,0.5,1.6974188248371889,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1335,2,586,2,402,2,0.5,0.5,2.9289268659854333,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1388,1,268,2,720,2,0.5,0.5,2.725720589470675,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1388,2,720,2,268,2,0.5,0.5,2.2418859505819784,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1441,1,268,2,720,2,0.5,0.5,2.725720589470675,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1441,2,720,2,268,2,0.5,0.5,2.2418859505819784,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1494,1,268,2,720,2,0.5,0.5,2.725720589470675,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1494,2,720,2,268,2,0.5,0.5,2.2418859505819784,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1547,1,402,2,586,2,0.5,0.5,1.6974188248371889,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,1547,2,586,2,402,2,0.5,0.5,2.9289268659854333,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1335,1,251,2,318,2,1.0,1.0,0.0004438617157053543,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1335,2,318,2,251,2,0.5,0.5,1.1021094981619382,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1388,1,228,2,341,2,0.5,0.5,2.0862449183694523,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1388,2,341,2,228,2,0.5,0.5,3.4314500277173425,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1441,1,228,2,341,2,0.5,0.5,2.0862449183694523,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1441,2,341,2,228,2,0.5,0.5,3.4314500277173425,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1494,1,228,2,341,2,0.5,0.5,2.0862449183694523,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1494,2,341,2,228,2,0.5,0.5,3.4314500277173425,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1547,1,251,2,318,2,1.0,1.0,0.0004438617157053543,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,1547,2,318,2,251,2,0.5,0.5,1.1021094981619382,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1335,1,340,2,326,2,0.5,0.5,2.477971791219086,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,1335,2,326,2,340,2,0.5,0.5,8.580112422086952,5ede90c039b72c23d01891f1ad57943b879301851d90c889ffe00a2bf1b7e56a
