model,protocol,direction,subject,seed,selected_epoch,inner_folds,inner_epoch_mean,inner_epoch_standard_deviation,inner_epoch_minimum,inner_epoch_maximum,inner_epoch_range,outer_training_recordings,outer_test_recordings,parameter_count
EEGNet,loso,stroop,10,1441,12,12,13.833333333333334,12.525126261989852,1,42,41,48,4,3834
EEGNet,loso,stroop,10,1494,3,12,5.75,6.1070004540244263,1,20,19,48,4,3834
EEGNet,loso,stroop,10,1547,9,12,15.5,18.416889481718083,1,59,58,48,4,3834
EEGNet,loso,stroop,11,1335,2,12,4.916666666666667,6.0069404303133656,1,22,21,48,4,3834
EEGNet,loso,stroop,11,1388,9,12,12.333333333333334,12.572215638486561,1,38,37,48,4,3834
EEGNet,loso,stroop,11,1441,3,12,7.666666666666667,10.066445913694333,1,31,30,48,4,3834
EEGNet,loso,stroop,11,1494,4,12,6.916666666666667,7.6093045116827298,1,26,25,48,4,3834
EEGNet,loso,stroop,11,1547,6,12,13.833333333333334,18.551321116069204,1,57,56,48,4,3834
EEGNet,loso,stroop,12,1335,4,12,12,14.301938838683885,1,40,39,48,4,3834
EEGNet,loso,stroop,12,1388,7,12,14.833333333333334,20.669843353117706,1,65,64,48,4,3834
EEGNet,loso,stroop,12,1441,4,12,12.666666666666666,17.280221659633327,1,58,57,48,4,3834
EEGNet,loso,stroop,12,1494,4,12,6.916666666666667,6.8152013687762514,1,20,19,48,4,3834
EEGNet,loso,stroop,12,1547,6,12,10.833333333333334,11.543068233464801,1,31,30,48,4,3834
EEGNet,loso,stroop,13,1335,4,12,10.916666666666666,12.59479209351182,1,40,39,48,4,3834
EEGNet,loso,stroop,13,1388,4,12,7.5,8.4799228126847304,1,29,28,48,4,3834
EEGNet,loso,stroop,13,1441,6,12,10.833333333333334,12.889977313847963,1,41,40,48,4,3834
EEGNet,loso,stroop,13,1494,4,12,7.416666666666667,6.9994588535417677,1,20,19,48,4,3834
EEGNet,loso,stroop,13,1547,7,12,9.25,9.6495407333010608,1,32,31,48,4,3834
EEG-Conformer,cross_task,arithmetic_to_stroop,1,1335,14,2,13.5,10.606601717798213,6,21,15,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,1,1388,21,2,21,24.041630560342615,4,38,34,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,1,1441,18,2,17.5,6.3639610306789276,13,22,9,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,1,1494,21,2,21,16.970562748477139,9,33,24,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,1,1547,8,2,8,4.2426406871192848,5,11,6,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,1,1335,6,2,6.5,0.70710678118654757,6,7,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,1,1388,16,2,15.5,20.506096654409877,1,30,29,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,1,1441,8,2,8,5.6568542494923806,4,12,8,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,1,1494,10,2,9.5,4.9497474683058327,6,13,7,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,1,1547,16,2,15.5,12.020815280171307,7,24,17,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,2,1335,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,2,1388,4,2,4.5,3.5355339059327378,2,7,5,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,2,1441,2,2,2,1.4142135623730951,1,3,2,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,2,1494,6,2,5.5,6.3639610306789276,1,10,9,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,2,1547,6,2,6,7.0710678118654755,1,11,10,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,2,1335,9,2,9,8.4852813742385695,3,15,12,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,2,1388,10,2,10,7.0710678118654755,5,15,10,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,2,1441,6,2,6.5,7.7781745930520225,1,12,11,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,2,1494,6,2,5.5,3.5355339059327378,3,8,5,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,2,1547,16,2,16,16.970562748477139,4,28,24,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,3,1335,2,2,2.5,2.1213203435596424,1,4,3,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,3,1388,4,2,4,4.2426406871192848,1,7,6,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,3,1441,4,2,4,4.2426406871192848,1,7,6,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,3,1494,8,2,8,9.8994949366116654,1,15,14,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,3,1547,4,2,3.5,3.5355339059327378,1,6,5,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,3,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,3,1388,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,3,1441,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,3,1494,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,3,1547,2,2,2,1.4142135623730951,1,3,2,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,4,1335,8,2,7.5,0.70710678118654757,7,8,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,4,1388,10,2,10.5,6.3639610306789276,6,15,9,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,4,1441,13,2,13,14.142135623730951,3,23,20,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,4,1494,18,2,18.5,3.5355339059327378,16,21,5,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,4,1547,13,2,13,1.4142135623730951,12,14,2,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,4,1335,14,2,14,18.384776310850235,1,27,26,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,4,1388,16,2,16.5,21.920310216782973,1,32,31,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,4,1441,26,2,25.5,34.648232278140831,1,50,49,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,4,1494,7,2,7,8.4852813742385695,1,13,12,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,4,1547,11,2,11,14.142135623730951,1,21,20,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,5,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,5,1388,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,5,1441,4,2,4,4.2426406871192848,1,7,6,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,5,1494,8,2,8,9.8994949366116654,1,15,14,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,5,1547,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,5,1335,26,2,26,35.355339059327378,1,51,50,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,5,1388,8,2,8,9.8994949366116654,1,15,14,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,5,1441,8,2,8.5,10.606601717798213,1,16,15,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,5,1494,4,2,4,4.2426406871192848,1,7,6,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,5,1547,38,2,38.5,53.033008588991066,1,76,75,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,6,1335,6,2,5.5,4.9497474683058327,2,9,7,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,6,1388,8,2,8,9.8994949366116654,1,15,14,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,6,1441,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,6,1494,8,2,7.5,9.1923881554251174,1,14,13,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,6,1547,14,2,14.5,16.263455967290593,3,26,23,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,6,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,6,1388,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,6,1441,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,6,1494,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,6,1547,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,7,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,7,1388,18,2,18.5,24.748737341529164,1,36,35,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,7,1441,14,2,13.5,17.677669529663689,1,26,25,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,7,1494,6,2,6.5,7.7781745930520225,1,12,11,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,7,1547,4,2,3.5,2.1213203435596424,2,5,3,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,7,1335,18,2,17.5,23.334523779156068,1,34,33,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,7,1388,8,2,8.5,10.606601717798213,1,16,15,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,7,1441,12,2,11.5,14.849242404917497,1,22,21,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,7,1494,8,2,8,9.8994949366116654,1,15,14,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,7,1547,6,2,5.5,6.3639610306789276,1,10,9,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,8,1335,16,2,15.5,19.091883092036785,2,29,27,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,8,1388,3,2,3,2.8284271247461903,1,5,4,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,8,1441,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,8,1494,10,2,9.5,10.606601717798213,2,17,15,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,8,1547,20,2,20.5,24.748737341529164,3,38,35,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,8,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,8,1388,4,2,3.5,3.5355339059327378,1,6,5,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,8,1441,5,2,5,5.6568542494923806,1,9,8,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,8,1494,8,2,7.5,3.5355339059327378,5,10,5,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,8,1547,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,9,1335,7,2,7,8.4852813742385695,1,13,12,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,9,1388,2,2,2,1.4142135623730951,1,3,2,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,9,1441,8,2,8.5,10.606601717798213,1,16,15,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,9,1494,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,9,1547,5,2,5,5.6568542494923806,1,9,8,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,9,1335,26,2,26,35.355339059327378,1,51,50,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,9,1388,8,2,7.5,9.1923881554251174,1,14,13,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,9,1441,9,2,9,11.313708498984761,1,17,16,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,9,1494,7,2,7,8.4852813742385695,1,13,12,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,9,1547,18,2,17.5,21.920310216782973,2,33,31,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,10,1335,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,10,1388,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,10,1441,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,10,1494,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,10,1547,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,10,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,10,1388,2,2,2,1.4142135623730951,1,3,2,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,10,1441,6,2,6,7.0710678118654755,1,11,10,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,10,1494,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,10,1547,2,2,2,0,2,2,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,11,1335,2,2,2,1.4142135623730951,1,3,2,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,11,1388,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,11,1441,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,11,1494,2,2,2.5,2.1213203435596424,1,4,3,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,11,1547,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,11,1335,22,2,22,28.284271247461902,2,42,40,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,11,1388,32,2,32.5,43.133513652379399,2,63,61,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,11,1441,14,2,13.5,16.263455967290593,2,25,23,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,11,1494,24,2,24.5,31.81980515339464,2,47,45,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,11,1547,38,2,38,52.32590180780452,1,75,74,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,12,1335,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,12,1388,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,12,1441,6,2,6.5,7.7781745930520225,1,12,11,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,12,1494,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,12,1547,1,2,1,0,1,1,0,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,12,1335,10,2,10.5,10.606601717798213,3,18,15,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,12,1388,15,2,15,19.798989873223331,1,29,28,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,12,1441,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,12,1494,2,2,1.5,0.70710678118654757,1,2,1,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,12,1547,6,2,5.5,4.9497474683058327,2,9,7,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,13,1335,8,2,8.5,10.606601717798213,1,16,15,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,13,1388,6,2,6,7.0710678118654755,1,11,10,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,13,1441,12,2,11.5,14.849242404917497,1,22,21,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,13,1494,7,2,7,7.0710678118654755,2,12,10,4,3,58962
EEG-Conformer,cross_task,arithmetic_to_stroop,13,1547,3,2,3,2.8284271247461903,1,5,4,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,13,1335,8,2,7.5,7.7781745930520225,2,13,11,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,13,1388,4,2,4,4.2426406871192848,1,7,6,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,13,1441,8,2,8,8.4852813742385695,2,14,12,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,13,1494,8,2,8,8.4852813742385695,2,14,12,4,3,58962
EEG-Conformer,cross_task,stroop_to_arithmetic,13,1547,3,2,3,1.4142135623730951,2,4,2,4,3,58962
EEG-Conformer,loso,arithmetic,1,1335,6,14,10.285714285714286,12.406131061377996,1,45,44,56,4,58962
EEG-Conformer,loso,arithmetic,1,1388,2,14,7.2142857142857144,8.4232149118106605,1,25,24,56,4,58962
EEG-Conformer,loso,arithmetic,1,1441,2,14,7.2142857142857144,11.483624269960524,1,35,34,56,4,58962
EEG-Conformer,loso,arithmetic,1,1494,4,14,8.3571428571428577,10.551027240234754,1,39,38,56,4,58962
EEG-Conformer,loso,arithmetic,1,1547,4,14,12.714285714285714,14.073589949473947,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,2,1335,2,14,6.7142857142857144,9.3514998503207742,1,30,29,56,4,58962
EEG-Conformer,loso,arithmetic,2,1388,5,14,8.9285714285714288,10.773645092141683,1,32,31,56,4,58962
EEG-Conformer,loso,arithmetic,2,1441,3,14,7.5714285714285712,7.9296356082181276,1,23,22,56,4,58962
EEG-Conformer,loso,arithmetic,2,1494,4,14,7.3571428571428568,9.6922422813072728,1,38,37,56,4,58962
EEG-Conformer,loso,arithmetic,2,1547,4,14,11.642857142857142,15.682460280184371,1,52,51,56,4,58962
EEG-Conformer,loso,arithmetic,3,1335,2,14,10.5,14.606373740465285,1,43,42,56,4,58962
EEG-Conformer,loso,arithmetic,3,1388,5,14,11.214285714285714,12.885164823449971,1,37,36,56,4,58962
EEG-Conformer,loso,arithmetic,3,1441,5,14,9.9285714285714288,12.880899907133134,1,46,45,56,4,58962
EEG-Conformer,loso,arithmetic,3,1494,4,14,11.785714285714286,12.819327784059695,1,39,38,56,4,58962
EEG-Conformer,loso,arithmetic,3,1547,6,14,8.7142857142857135,8.9307469876960308,1,34,33,56,4,58962
EEG-Conformer,loso,arithmetic,4,1335,8,14,13.071428571428571,12.815040956831734,1,37,36,56,4,58962
EEG-Conformer,loso,arithmetic,4,1388,4,14,8.8571428571428577,10.897121305521599,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,4,1441,8,14,12.071428571428571,12.664087842364363,1,42,41,56,4,58962
EEG-Conformer,loso,arithmetic,4,1494,6,14,12.785714285714286,13.940414801402605,1,41,40,56,4,58962
EEG-Conformer,loso,arithmetic,4,1547,7,14,10.357142857142858,10.492540521408845,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,5,1335,10,14,10.642857142857142,9.1113381847280532,1,29,28,56,4,58962
EEG-Conformer,loso,arithmetic,5,1388,3,14,6.8571428571428568,6.5850313106801064,1,20,19,56,4,58962
EEG-Conformer,loso,arithmetic,5,1441,4,14,8.1428571428571423,11.534944518936582,1,43,42,56,4,58962
EEG-Conformer,loso,arithmetic,5,1494,8,14,10.071428571428571,8.3155487881649552,1,26,25,56,4,58962
EEG-Conformer,loso,arithmetic,5,1547,5,14,11.5,11.633836591862284,2,32,30,56,4,58962
EEG-Conformer,loso,arithmetic,6,1335,6,14,8.8571428571428577,8.9859475152736543,1,33,32,56,4,58962
EEG-Conformer,loso,arithmetic,6,1388,6,14,8.0714285714285712,9.1606540387454007,1,34,33,56,4,58962
EEG-Conformer,loso,arithmetic,6,1441,6,14,7.0714285714285712,5.9156153944036545,1,23,22,56,4,58962
EEG-Conformer,loso,arithmetic,6,1494,8,14,12.357142857142858,10.852912709762034,1,30,29,56,4,58962
EEG-Conformer,loso,arithmetic,6,1547,8,14,11.5,9.6456446927336863,1,32,31,56,4,58962
EEG-Conformer,loso,arithmetic,7,1335,5,14,9.5714285714285712,11.53399180825819,1,34,33,56,4,58962
EEG-Conformer,loso,arithmetic,7,1388,4,14,10.785714285714286,13.542971901029993,1,47,46,56,4,58962
EEG-Conformer,loso,arithmetic,7,1441,8,14,8.0714285714285712,6.2322274782503992,1,18,17,56,4,58962
EEG-Conformer,loso,arithmetic,7,1494,8,14,12.214285714285714,14.629677799851661,1,52,51,56,4,58962
EEG-Conformer,loso,arithmetic,7,1547,10,14,15.142857142857142,15.436505896274399,1,50,49,56,4,58962
EEG-Conformer,loso,arithmetic,8,1335,6,14,10.928571428571429,12.38773764478583,1,41,40,56,4,58962
EEG-Conformer,loso,arithmetic,8,1388,4,14,6.1428571428571432,10.196961409067995,1,41,40,56,4,58962
EEG-Conformer,loso,arithmetic,8,1441,6,14,9.2142857142857135,10.642285551433099,1,34,33,56,4,58962
EEG-Conformer,loso,arithmetic,8,1494,6,14,8.8571428571428577,9.1723425651176012,1,29,28,56,4,58962
EEG-Conformer,loso,arithmetic,8,1547,4,14,4.9285714285714288,3.1735514130747231,1,12,11,56,4,58962
EEG-Conformer,loso,arithmetic,9,1335,8,14,10.428571428571429,8.3086080081423397,1,26,25,56,4,58962
EEG-Conformer,loso,arithmetic,9,1388,10,14,13.5,11.66684981541224,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,9,1441,5,14,7.4285714285714288,7.2399987857445405,1,21,20,56,4,58962
EEG-Conformer,loso,arithmetic,9,1494,5,14,11.214285714285714,14.807371196746631,1,53,52,56,4,58962
EEG-Conformer,loso,arithmetic,9,1547,4,14,10.857142857142858,14.308992024152252,1,52,51,56,4,58962
EEG-Conformer,loso,arithmetic,10,1335,11,14,13.214285714285714,11.389459171522599,1,32,31,56,4,58962
EEG-Conformer,loso,arithmetic,10,1388,6,14,12.785714285714286,13.678610879924745,1,39,38,56,4,58962
EEG-Conformer,loso,arithmetic,10,1441,8,14,13,13.795205410130446,1,43,42,56,4,58962
EEG-Conformer,loso,arithmetic,10,1494,9,14,13.285714285714286,14.371063722893741,1,49,48,56,4,58962
EEG-Conformer,loso,arithmetic,10,1547,9,14,10.571428571428571,10.910223051476402,1,45,44,56,4,58962
EEG-Conformer,loso,arithmetic,11,1335,4,14,6.5,6.4300974989617261,1,22,21,56,4,58962
EEG-Conformer,loso,arithmetic,11,1388,6,14,10.642857142857142,14.726256732878094,1,53,52,56,4,58962
EEG-Conformer,loso,arithmetic,11,1441,6,14,9.7142857142857135,8.7918543719003495,1,28,27,56,4,58962
EEG-Conformer,loso,arithmetic,11,1494,5,14,10.357142857142858,10.411584840988374,1,32,31,56,4,58962
EEG-Conformer,loso,arithmetic,11,1547,8,14,12.214285714285714,12.564777211460072,1,47,46,56,4,58962
EEG-Conformer,loso,arithmetic,12,1335,6,14,9.6428571428571423,10.5364359968864,1,29,28,56,4,58962
EEG-Conformer,loso,arithmetic,12,1388,5,14,7.8571428571428568,6.9708971153938712,1,19,18,56,4,58962
EEG-Conformer,loso,arithmetic,12,1441,5,14,9.5,10.316156111802346,1,30,29,56,4,58962
EEG-Conformer,loso,arithmetic,12,1494,4,14,8.5,11.291589790636214,1,40,39,56,4,58962
EEG-Conformer,loso,arithmetic,12,1547,10,14,14.214285714285714,15.836562231011603,1,57,56,56,4,58962
EEG-Conformer,loso,arithmetic,13,1335,5,14,15,19.042462672022875,1,64,63,56,4,58962
EEG-Conformer,loso,arithmetic,13,1388,7,14,14.642857142857142,17.211834671157305,1,51,50,56,4,58962
EEG-Conformer,loso,arithmetic,13,1441,8,14,9.7857142857142865,7.7873523833750555,1,25,24,56,4,58962
EEG-Conformer,loso,arithmetic,13,1494,10,14,14.642857142857142,15.598851746977269,1,53,52,56,4,58962
EEG-Conformer,loso,arithmetic,13,1547,6,14,10.5,9.9903799881532187,1,27,26,56,4,58962
EEG-Conformer,loso,arithmetic,14,1335,10,14,16.285714285714285,17.366761229555603,1,49,48,56,4,58962
EEG-Conformer,loso,arithmetic,14,1388,4,14,11.642857142857142,13.024279946771266,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,14,1441,8,14,9.2857142857142865,10.644092413010295,1,41,40,56,4,58962
EEG-Conformer,loso,arithmetic,14,1494,8,14,15.428571428571429,18.785077079403237,1,61,60,56,4,58962
EEG-Conformer,loso,arithmetic,14,1547,8,14,11.714285714285714,11.020460491764826,1,39,38,56,4,58962
EEG-Conformer,loso,arithmetic,15,1335,6,14,9.7857142857142865,11.820312187915352,1,39,38,56,4,58962
EEG-Conformer,loso,arithmetic,15,1388,8,14,9.6428571428571423,9.3940008913802409,1,33,32,56,4,58962
EEG-Conformer,loso,arithmetic,15,1441,12,14,11.642857142857142,11.112066503491688,1,38,37,56,4,58962
EEG-Conformer,loso,arithmetic,15,1494,8,14,11.571428571428571,11.784698590932265,1,36,35,56,4,58962
EEG-Conformer,loso,arithmetic,15,1547,6,14,9.9285714285714288,14.019021614683636,1,54,53,56,4,58962
EEG-Conformer,loso,stroop,1,1335,4,12,6.916666666666667,6.3883179367190275,1,20,19,48,4,58962
EEG-Conformer,loso,stroop,1,1388,4,12,6.916666666666667,7.5252101551244319,1,25,24,48,4,58962
EEG-Conformer,loso,stroop,1,1441,4,12,6.25,6.2395366960871526,1,20,19,48,4,58962
EEG-Conformer,loso,stroop,1,1494,2,12,6.25,7.5573564401605653,1,23,22,48,4,58962
EEG-Conformer,loso,stroop,1,1547,4,12,5.166666666666667,8.3212032929393231,1,31,30,48,4,58962
EEG-Conformer,loso,stroop,2,1335,2,12,3.1666666666666665,3.6639108100829132,1,12,11,48,4,58962
EEG-Conformer,loso,stroop,2,1388,2,12,3.3333333333333335,2.806917861068948,1,9,8,48,4,58962
EEG-Conformer,loso,stroop,2,1441,4,12,5.916666666666667,7.0253868652239078,1,25,24,48,4,58962
EEG-Conformer,loso,stroop,2,1494,2,12,10,15.480192622715119,1,54,53,48,4,58962
EEG-Conformer,loso,stroop,2,1547,2,12,6.416666666666667,11.155580204407554,1,41,40,48,4,58962
EEG-Conformer,loso,stroop,3,1335,5,12,6.25,5.0113507524056189,1,16,15,48,4,58962
EEG-Conformer,loso,stroop,3,1388,4,12,6.416666666666667,7.9482225952877306,1,29,28,48,4,58962
EEG-Conformer,loso,stroop,3,1441,2,12,3,3.4112114616897671,1,13,12,48,4,58962
EEG-Conformer,loso,stroop,3,1494,2,12,5.333333333333333,6.6787768794937747,1,24,23,48,4,58962
EEG-Conformer,loso,stroop,3,1547,2,12,6,9.9635700064147326,1,30,29,48,4,58962
EEG-Conformer,loso,stroop,4,1335,8,12,10.5,9.2687157097998707,1,31,30,48,4,58962
EEG-Conformer,loso,stroop,4,1388,7,12,8,4.9726524840644881,1,18,17,48,4,58962
EEG-Conformer,loso,stroop,4,1441,3,12,7.083333333333333,7.7160792367548172,1,19,18,48,4,58962
EEG-Conformer,loso,stroop,4,1494,4,12,6.916666666666667,7.292067088572515,1,23,22,48,4,58962
EEG-Conformer,loso,stroop,4,1547,2,12,9.25,11.639470465930687,1,31,30,48,4,58962
EEG-Conformer,loso,stroop,5,1335,6,12,11.5,11.389788089656134,1,30,29,48,4,58962
EEG-Conformer,loso,stroop,5,1388,4,12,9.1666666666666661,11.998737307304339,1,40,39,48,4,58962
