model,protocol,direction,subject,seed,selected_epoch,inner_folds,inner_epoch_mean,inner_epoch_standard_deviation,inner_epoch_minimum,inner_epoch_maximum,inner_epoch_range,outer_training_recordings,outer_test_recordings,parameter_count
Residual MLP,loso,stroop,12,1388,4,12,7.416666666666667,6.6120871870913023,1,17,16,48,4,
Residual MLP,loso,stroop,12,1441,3,12,14.166666666666666,18.683163705877174,1,55,54,48,4,
Residual MLP,loso,stroop,12,1494,4,12,7.666666666666667,9.8657657246324941,1,36,35,48,4,
Residual MLP,loso,stroop,12,1547,2,12,9.0833333333333339,12.086493839543929,1,41,40,48,4,
Residual MLP,loso,stroop,13,1335,1,12,6.916666666666667,12.936617046432989,1,46,45,48,4,
Residual MLP,loso,stroop,13,1388,2,12,8.1666666666666661,12.186679265294197,1,42,41,48,4,
Residual MLP,loso,stroop,13,1441,1,12,9,15.608855295516184,1,52,51,48,4,
Residual MLP,loso,stroop,13,1494,1,12,6.416666666666667,10.474717035304437,1,37,36,48,4,
Residual MLP,loso,stroop,13,1547,3,12,5.916666666666667,7.0897920643098908,1,24,23,48,4,
EEGNet,cross_task,arithmetic_to_stroop,1,1335,9,2,9,1.4142135623730951,8,10,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,1,1388,6,2,5.5,4.9497474683058327,2,9,7,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,1,1441,6,2,5.5,3.5355339059327378,3,8,5,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,1,1494,12,2,11.5,9.1923881554251174,5,18,13,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,1,1547,12,2,12,1.4142135623730951,11,13,2,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,1,1335,16,2,15.5,2.1213203435596424,14,17,3,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,1,1388,24,2,23.5,27.577164466275352,4,43,39,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,1,1441,34,2,34.5,43.133513652379399,4,65,61,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,1,1494,16,2,15.5,17.677669529663689,3,28,25,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,1,1547,50,2,50.5,2.1213203435596424,49,52,3,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,2,1335,2,2,2,1.4142135623730951,1,3,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,2,1388,38,2,37.5,51.618795026617967,1,74,73,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,2,1441,37,2,37,50.911688245431421,1,73,72,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,2,1494,12,2,12,15.556349186104045,1,23,22,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,2,1547,2,2,1.5,0.70710678118654757,1,2,1,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,2,1335,6,2,5.5,6.3639610306789276,1,10,9,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,2,1388,6,2,5.5,4.9497474683058327,2,9,7,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,2,1441,13,2,13,16.970562748477139,1,25,24,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,2,1494,5,2,5,4.2426406871192848,2,8,6,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,2,1547,30,2,29.5,36.062445840513924,4,55,51,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,3,1335,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,3,1388,6,2,5.5,4.9497474683058327,2,9,7,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,3,1441,6,2,6,1.4142135623730951,5,7,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,3,1494,6,2,6.5,3.5355339059327378,4,9,5,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,3,1547,4,2,3.5,3.5355339059327378,1,6,5,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,3,1335,16,2,16,11.313708498984761,8,24,16,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,3,1388,28,2,28,35.355339059327378,3,53,50,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,3,1441,26,2,25.5,31.81980515339464,3,48,45,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,3,1494,6,2,6,2.8284271247461903,4,8,4,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,3,1547,6,2,5.5,0.70710678118654757,5,6,1,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,4,1335,18,2,17.5,21.920310216782973,2,33,31,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,4,1388,16,2,15.5,20.506096654409877,1,30,29,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,4,1441,32,2,32.5,43.133513652379399,2,63,61,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,4,1494,3,2,3,2.8284271247461903,1,5,4,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,4,1547,16,2,16,19.798989873223331,2,30,28,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,4,1335,6,2,5.5,3.5355339059327378,3,8,5,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,4,1388,40,2,40,55.154328932550705,1,79,78,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,4,1441,30,2,30,39.597979746446661,2,58,56,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,4,1494,27,2,27,36.76955262170047,1,53,52,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,4,1547,22,2,22.5,28.991378028648448,2,43,41,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,5,1335,2,2,1.5,0.70710678118654757,1,2,1,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,5,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,5,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,5,1494,2,2,2,1.4142135623730951,1,3,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,5,1547,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,5,1335,20,2,19.5,26.16295090390226,1,38,37,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,5,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,5,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,5,1494,31,2,31,42.426406871192853,1,61,60,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,5,1547,6,2,5.5,6.3639610306789276,1,10,9,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,6,1335,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,6,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,6,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,6,1494,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,6,1547,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,6,1335,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,6,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,6,1441,2,2,1.5,0.70710678118654757,1,2,1,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,6,1494,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,6,1547,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,7,1335,14,2,14,16.970562748477139,2,26,24,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,7,1388,2,2,2.5,0.70710678118654757,2,3,1,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,7,1441,8,2,8.5,10.606601717798213,1,16,15,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,7,1494,40,2,40.5,55.861435713737258,1,80,79,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,7,1547,21,2,21,19.798989873223331,7,35,28,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,7,1335,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,7,1388,2,2,2,1.4142135623730951,1,3,2,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,7,1441,6,2,5.5,4.9497474683058327,2,9,7,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,7,1494,6,2,6.5,7.7781745930520225,1,12,11,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,7,1547,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,8,1335,8,2,7.5,6.3639610306789276,3,12,9,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,8,1388,10,2,10,9.8994949366116654,3,17,14,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,8,1441,12,2,12.5,14.849242404917497,2,23,21,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,8,1494,3,2,3,1.4142135623730951,2,4,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,8,1547,24,2,24,26.870057685088806,5,43,38,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,8,1335,11,2,11,14.142135623730951,1,21,20,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,8,1388,7,2,7,8.4852813742385695,1,13,12,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,8,1441,10,2,10,5.6568542494923806,6,14,8,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,8,1494,33,2,33,18.384776310850235,20,46,26,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,8,1547,10,2,9.5,12.020815280171307,1,18,17,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,9,1335,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,9,1388,3,2,3,2.8284271247461903,1,5,4,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,9,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,9,1494,16,2,15.5,20.506096654409877,1,30,29,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,9,1547,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,9,1335,28,2,28,38.183766184073569,1,55,54,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,9,1388,2,2,1.5,0.70710678118654757,1,2,1,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,9,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,9,1494,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,9,1547,8,2,8.5,7.7781745930520225,3,14,11,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,10,1335,3,2,3,2.8284271247461903,1,5,4,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,10,1388,7,2,7,8.4852813742385695,1,13,12,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,10,1441,3,2,3,2.8284271247461903,1,5,4,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,10,1494,2,2,2,1.4142135623730951,1,3,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,10,1547,7,2,7,7.0710678118654755,2,12,10,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,10,1335,6,2,6,2.8284271247461903,4,8,4,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,10,1388,2,2,1.5,0.70710678118654757,1,2,1,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,10,1441,35,2,35,48.083261120685229,1,69,68,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,10,1494,40,2,40.5,55.861435713737258,1,80,79,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,10,1547,5,2,5,2.8284271247461903,3,7,4,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,11,1335,28,2,27.5,9.1923881554251174,21,34,13,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,11,1388,36,2,36.5,44.547727214752491,5,68,63,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,11,1441,28,2,28,32.526911934581186,5,51,46,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,11,1494,38,2,38.5,43.133513652379399,8,69,61,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,11,1547,37,2,37,18.384776310850235,24,50,26,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,11,1335,40,2,40,48.083261120685229,6,74,68,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,11,1388,10,2,9.5,0.70710678118654757,9,10,1,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,11,1441,5,2,5,5.6568542494923806,1,9,8,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,11,1494,4,2,4.5,2.1213203435596424,3,6,3,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,11,1547,32,2,31.5,34.648232278140831,7,56,49,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,12,1335,10,2,9.5,0.70710678118654757,9,10,1,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,12,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,12,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,12,1494,4,2,4,4.2426406871192848,1,7,6,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,12,1547,14,2,14,12.727922061357855,5,23,18,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,12,1335,20,2,20,18.384776310850235,7,33,26,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,12,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,12,1441,7,2,7,8.4852813742385695,1,13,12,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,12,1494,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,12,1547,3,2,3,1.4142135623730951,2,4,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,13,1335,41,2,41,55.154328932550705,2,80,78,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,13,1388,28,2,28.5,38.890872965260115,1,56,55,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,13,1441,2,2,2,1.4142135623730951,1,3,2,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,13,1494,20,2,20,26.870057685088806,1,39,38,4,3,3834
EEGNet,cross_task,arithmetic_to_stroop,13,1547,42,2,41.5,54.447222151364159,3,80,77,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,13,1335,6,2,5.5,4.9497474683058327,2,9,7,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,13,1388,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,13,1441,1,2,1,0,1,1,0,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,13,1494,11,2,11,12.727922061357855,2,20,18,4,3,3834
EEGNet,cross_task,stroop_to_arithmetic,13,1547,6,2,6,7.0710678118654755,1,11,10,4,3,3834
EEGNet,loso,arithmetic,1,1335,4,14,6.4285714285714288,7.6431395654915528,1,28,27,56,4,3834
EEGNet,loso,arithmetic,1,1388,2,14,11,20.535148104951855,1,72,71,56,4,3834
EEGNet,loso,arithmetic,1,1441,2,14,8.9285714285714288,10.943661922032144,1,29,28,56,4,3834
EEGNet,loso,arithmetic,1,1494,2,14,5.7142857142857144,9.6669824376870288,1,37,36,56,4,3834
EEGNet,loso,arithmetic,1,1547,3,14,6.7857142857142856,8.0877739775594559,1,28,27,56,4,3834
EEGNet,loso,arithmetic,2,1335,3,14,4.5,4.767679648505049,1,16,15,56,4,3834
EEGNet,loso,arithmetic,2,1388,4,14,9.1428571428571423,10.733535820445711,1,35,34,56,4,3834
EEGNet,loso,arithmetic,2,1441,2,14,7.9285714285714288,9.8094482375551948,1,27,26,56,4,3834
EEGNet,loso,arithmetic,2,1494,4,14,7.4285714285714288,8.2435455937384088,1,26,25,56,4,3834
EEGNet,loso,arithmetic,2,1547,5,14,14.785714285714286,22.429988756225349,1,79,78,56,4,3834
EEGNet,loso,arithmetic,3,1335,3,14,8.7142857142857135,10.064626336665624,1,27,26,56,4,3834
EEGNet,loso,arithmetic,3,1388,3,14,5.2142857142857144,4.9174504248968969,1,17,16,56,4,3834
EEGNet,loso,arithmetic,3,1441,4,14,7.2857142857142856,9.5710185249217652,1,36,35,56,4,3834
EEGNet,loso,arithmetic,3,1494,6,14,11.5,15.134016702067616,1,51,50,56,4,3834
EEGNet,loso,arithmetic,3,1547,4,14,10.642857142857142,13.482793267187413,1,45,44,56,4,3834
EEGNet,loso,arithmetic,4,1335,4,14,9.9285714285714288,13.697075969340686,1,50,49,56,4,3834
EEGNet,loso,arithmetic,4,1388,2,14,5.5714285714285712,6.7563563884945887,1,21,20,56,4,3834
EEGNet,loso,arithmetic,4,1441,2,14,9.5714285714285712,14.473925020342808,1,49,48,56,4,3834
EEGNet,loso,arithmetic,4,1494,6,14,10.071428571428571,10.163768877842402,1,34,33,56,4,3834
EEGNet,loso,arithmetic,4,1547,2,14,6.7857142857142856,10.962724053870858,1,42,41,56,4,3834
EEGNet,loso,arithmetic,5,1335,2,14,4.4285714285714288,5.4591389249768865,1,20,19,56,4,3834
EEGNet,loso,arithmetic,5,1388,4,14,7.5714285714285712,8.5459327772319291,1,23,22,56,4,3834
EEGNet,loso,arithmetic,5,1441,2,14,9.6428571428571423,12.604072253150463,1,45,44,56,4,3834
EEGNet,loso,arithmetic,5,1494,2,14,8.2857142857142865,11.912686007449702,1,43,42,56,4,3834
EEGNet,loso,arithmetic,5,1547,2,14,7.5,9.3705758791918612,1,25,24,56,4,3834
EEGNet,loso,arithmetic,6,1335,8,14,13,15.551403597301237,1,56,55,56,4,3834
EEGNet,loso,arithmetic,6,1388,2,14,7.5714285714285712,15.998626314657267,1,62,61,56,4,3834
EEGNet,loso,arithmetic,6,1441,3,14,12.857142857142858,20.448272986535272,1,77,76,56,4,3834
EEGNet,loso,arithmetic,6,1494,4,14,9.4285714285714288,12.327045224060953,1,42,41,56,4,3834
EEGNet,loso,arithmetic,6,1547,3,14,10.428571428571429,14.156891693362015,1,40,39,56,4,3834
EEGNet,loso,arithmetic,7,1335,2,14,5.2857142857142856,5.2098807225172772,1,17,16,56,4,3834
EEGNet,loso,arithmetic,7,1388,6,14,10.285714285714286,14.594143037157442,1,52,51,56,4,3834
EEGNet,loso,arithmetic,7,1441,6,14,11.357142857142858,12.947272613638292,1,37,36,56,4,3834
EEGNet,loso,arithmetic,7,1494,5,14,10.214285714285714,12.398378128601347,1,43,42,56,4,3834
EEGNet,loso,arithmetic,7,1547,2,14,8.0714285714285712,12.645852380032848,1,48,47,56,4,3834
EEGNet,loso,arithmetic,8,1335,2,14,6.2142857142857144,7.6276679713604914,1,24,23,56,4,3834
EEGNet,loso,arithmetic,8,1388,3,14,8.1428571428571423,10.797842682379041,1,32,31,56,4,3834
EEGNet,loso,arithmetic,8,1441,2,14,11.428571428571429,18.702999700641545,1,57,56,56,4,3834
EEGNet,loso,arithmetic,8,1494,2,14,9.4285714285714288,15.204828614187441,1,48,47,56,4,3834
EEGNet,loso,arithmetic,8,1547,3,14,10.5,12.665823183791764,1,42,41,56,4,3834
EEGNet,loso,arithmetic,9,1335,3,14,7.0714285714285712,9.1270037691565467,1,34,33,56,4,3834
EEGNet,loso,arithmetic,9,1388,6,14,11.428571428571429,14.064216928154861,1,40,39,56,4,3834
EEGNet,loso,arithmetic,9,1441,8,14,10.928571428571429,11.68473221913823,1,37,36,56,4,3834
EEGNet,loso,arithmetic,9,1494,6,14,15.071428571428571,17.812978352936877,1,57,56,56,4,3834
EEGNet,loso,arithmetic,9,1547,12,14,11.142857142857142,8.1698991883163856,1,25,24,56,4,3834
EEGNet,loso,arithmetic,10,1335,2,14,4.8571428571428568,6.6315927180445868,1,21,20,56,4,3834
EEGNet,loso,arithmetic,10,1388,5,14,10.928571428571429,11.013727697841354,1,35,34,56,4,3834
EEGNet,loso,arithmetic,10,1441,4,14,6.5714285714285712,6.8468329086608275,1,22,21,56,4,3834
EEGNet,loso,arithmetic,10,1494,5,14,8.3571428571428577,9.7712855847130982,1,37,36,56,4,3834
EEGNet,loso,arithmetic,10,1547,3,14,7.9285714285714288,11.404886170910633,1,34,33,56,4,3834
EEGNet,loso,arithmetic,11,1335,2,14,6,8.9184338052407792,1,31,30,56,4,3834
EEGNet,loso,arithmetic,11,1388,10,14,11.071428571428571,9.0762944464754387,1,28,27,56,4,3834
EEGNet,loso,arithmetic,11,1441,2,14,11.642857142857142,19.11747948810256,1,62,61,56,4,3834
EEGNet,loso,arithmetic,11,1494,4,14,7,8.3574011418714278,1,24,23,56,4,3834
EEGNet,loso,arithmetic,11,1547,2,14,5.7857142857142856,7.4232335005976742,1,23,22,56,4,3834
EEGNet,loso,arithmetic,12,1335,2,14,7.0714285714285712,12.934535082568596,1,49,48,56,4,3834
EEGNet,loso,arithmetic,12,1388,3,14,14.285714285714286,20.200641922125499,1,65,64,56,4,3834
EEGNet,loso,arithmetic,12,1441,4,14,12.5,15.093299583182343,1,50,49,56,4,3834
EEGNet,loso,arithmetic,12,1494,6,14,14.357142857142858,17.354259698135486,1,62,61,56,4,3834
EEGNet,loso,arithmetic,12,1547,2,14,3.2857142857142856,3.4736053411310368,1,13,12,56,4,3834
EEGNet,loso,arithmetic,13,1335,2,14,4.6428571428571432,4.2536345157296473,1,13,12,56,4,3834
EEGNet,loso,arithmetic,13,1388,5,14,8,11.156233166330761,1,44,43,56,4,3834
EEGNet,loso,arithmetic,13,1441,1,14,3.3571428571428572,4.0498270211329892,1,12,11,56,4,3834
EEGNet,loso,arithmetic,13,1494,6,14,9.2142857142857135,11.436638636273477,1,43,42,56,4,3834
EEGNet,loso,arithmetic,13,1547,3,14,4.0714285714285712,3.4521851655990901,1,13,12,56,4,3834
EEGNet,loso,arithmetic,14,1335,2,14,4.7142857142857144,5.0448537590845426,1,15,14,56,4,3834
EEGNet,loso,arithmetic,14,1388,4,14,11.357142857142858,18.378947583735968,1,70,69,56,4,3834
EEGNet,loso,arithmetic,14,1441,14,14,13.071428571428571,11.861147212087589,1,37,36,56,4,3834
EEGNet,loso,arithmetic,14,1494,6,14,10.571428571428571,10.753992358577891,1,34,33,56,4,3834
EEGNet,loso,arithmetic,14,1547,6,14,12,16.043210881385789,1,57,56,56,4,3834
EEGNet,loso,arithmetic,15,1335,7,14,12.357142857142858,14.526406421289591,1,45,44,56,4,3834
EEGNet,loso,arithmetic,15,1388,2,14,5.2857142857142856,6.9661662718795716,1,27,26,56,4,3834
EEGNet,loso,arithmetic,15,1441,6,14,12,16.459741095262615,1,53,52,56,4,3834
EEGNet,loso,arithmetic,15,1494,5,14,6.6428571428571432,6.9681378470108539,1,25,24,56,4,3834
EEGNet,loso,arithmetic,15,1547,1,14,8.0714285714285712,10.866067760299886,1,31,30,56,4,3834
EEGNet,loso,stroop,1,1335,4,12,8.3333333333333339,8.6585043148165592,1,24,23,48,4,3834
EEGNet,loso,stroop,1,1388,4,12,7.916666666666667,12.978712174055241,1,47,46,48,4,3834
EEGNet,loso,stroop,1,1441,7,12,13.416666666666666,15.429949233012186,1,44,43,48,4,3834
EEGNet,loso,stroop,1,1494,4,12,8,10,1,36,35,48,4,3834
EEGNet,loso,stroop,1,1547,5,12,7.75,7.9444091261488019,1,25,24,48,4,3834
EEGNet,loso,stroop,2,1335,11,12,14.166666666666666,15.907878741699221,1,54,53,48,4,3834
EEGNet,loso,stroop,2,1388,8,12,14.5,17.650650258431121,1,58,57,48,4,3834
EEGNet,loso,stroop,2,1441,7,12,9.6666666666666661,10.066445913694334,1,31,30,48,4,3834
EEGNet,loso,stroop,2,1494,4,12,10.666666666666666,14.329456840136451,1,48,47,48,4,3834
EEGNet,loso,stroop,2,1547,6,12,13.666666666666666,14.852813221947571,1,42,41,48,4,3834
EEGNet,loso,stroop,3,1335,6,12,8.4166666666666661,8.2732683805718352,1,27,26,48,4,3834
EEGNet,loso,stroop,3,1388,14,12,14.5,11.115100293989908,1,32,31,48,4,3834
EEGNet,loso,stroop,3,1441,7,12,12.166666666666666,12.532382297895563,1,38,37,48,4,3834
EEGNet,loso,stroop,3,1494,2,12,11,14.510184511075472,1,46,45,48,4,3834
EEGNet,loso,stroop,3,1547,1,12,5.75,7.9100051718176401,1,25,24,48,4,3834
EEGNet,loso,stroop,4,1335,4,12,10.833333333333334,16.764862244009226,1,56,55,48,4,3834
EEGNet,loso,stroop,4,1388,5,12,10.583333333333334,12.206245296667777,1,39,38,48,4,3834
EEGNet,loso,stroop,4,1441,3,12,12.416666666666666,17.270354701486347,1,54,53,48,4,3834
EEGNet,loso,stroop,4,1494,5,12,7.75,7.0340082973559763,1,18,17,48,4,3834
EEGNet,loso,stroop,4,1547,5,12,8.5,7.6811457478686078,1,23,22,48,4,3834
EEGNet,loso,stroop,5,1335,10,12,10.666666666666666,9.1386624576658662,1,28,27,48,4,3834
EEGNet,loso,stroop,5,1388,6,12,9.5,9.7467943448089631,1,33,32,48,4,3834
EEGNet,loso,stroop,5,1441,10,12,12.75,15.160504908838265,2,55,53,48,4,3834
EEGNet,loso,stroop,5,1494,9,12,10.333333333333334,7.8663071309724408,1,25,24,48,4,3834
EEGNet,loso,stroop,5,1547,8,12,12.75,19.150718002205558,1,70,69,48,4,3834
EEGNet,loso,stroop,6,1335,2,12,3.75,3.9571569224748857,1,15,14,48,4,3834
EEGNet,loso,stroop,6,1388,4,12,14.333333333333334,18.632002446101041,1,60,59,48,4,3834
EEGNet,loso,stroop,6,1441,2,12,4.916666666666667,5.0714590572829206,1,15,14,48,4,3834
EEGNet,loso,stroop,6,1494,6,12,10.416666666666666,11.032664998525831,1,32,31,48,4,3834
EEGNet,loso,stroop,6,1547,1,12,9.25,17.035390968643643,1,59,58,48,4,3834
EEGNet,loso,stroop,7,1335,4,12,10.833333333333334,16.683325008322932,1,52,51,48,4,3834
EEGNet,loso,stroop,7,1388,4,12,10.833333333333334,15.660217886173367,1,54,53,48,4,3834
EEGNet,loso,stroop,7,1441,2,12,7.25,10.746035209660944,1,34,33,48,4,3834
EEGNet,loso,stroop,7,1494,6,12,8.5,8.1519657417426288,1,24,23,48,4,3834
EEGNet,loso,stroop,7,1547,2,12,7.166666666666667,10.477971119824618,1,33,32,48,4,3834
EEGNet,loso,stroop,8,1335,10,12,11.75,11.013421563957976,1,43,42,48,4,3834
EEGNet,loso,stroop,8,1388,4,12,9,11.700815822372853,1,35,34,48,4,3834
EEGNet,loso,stroop,8,1441,6,12,6.25,5.0113507524056189,1,17,16,48,4,3834
EEGNet,loso,stroop,8,1494,2,12,4.75,4.5151260930746595,1,15,14,48,4,3834
EEGNet,loso,stroop,8,1547,1,12,8.9166666666666661,17.042504795274951,1,59,58,48,4,3834
EEGNet,loso,stroop,9,1335,8,12,11.833333333333334,14.446347970922259,1,41,40,48,4,3834
EEGNet,loso,stroop,9,1388,3,12,6.5,6.4737231103199733,1,20,19,48,4,3834
EEGNet,loso,stroop,9,1441,4,12,13.333333333333334,19.364134294351942,1,69,68,48,4,3834
EEGNet,loso,stroop,9,1494,6,12,7.75,7.4726775048110499,1,25,24,48,4,3834
EEGNet,loso,stroop,9,1547,3,12,10.25,12.577938839672639,1,40,39,48,4,3834
EEGNet,loso,stroop,10,1335,4,12,7.583333333333333,9.9128780641724585,1,36,35,48,4,3834
EEGNet,loso,stroop,10,1388,4,12,8.25,8.0127738926382701,2,24,22,48,4,3834
