setting,setting_display,method,method_display,seed,n_participants,n_recordings,participant_macro_accuracy,participant_macro_balanced_accuracy,pooled_recording_accuracy,pooled_recording_balanced_accuracy,diagnostic_only_not_statistical_replicate
loso_arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR,1494,15,60,0.5,0.5,0.5,0.5,True
loso_arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR,1547,15,60,0.5,0.5,0.5,0.5,True
loso_stroop,Stroop LOSO,always_fuse,Always fused,1335,13,52,0.63461538461538458,0.63461538461538458,0.63461538461538458,0.63461538461538458,True
loso_stroop,Stroop LOSO,always_fuse,Always fused,1388,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,always_fuse,Always fused,1441,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,always_fuse,Always fused,1494,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,always_fuse,Always fused,1547,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,always_nn,Always neural,1335,13,52,0.59615384615384615,0.59615384615384615,0.59615384615384615,0.59615384615384615,True
loso_stroop,Stroop LOSO,always_nn,Always neural,1388,13,52,0.61538461538461542,0.61538461538461542,0.61538461538461542,0.61538461538461542,True
loso_stroop,Stroop LOSO,always_nn,Always neural,1441,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,always_nn,Always neural,1494,13,52,0.61538461538461542,0.61538461538461542,0.61538461538461542,0.61538461538461542,True
loso_stroop,Stroop LOSO,always_nn,Always neural,1547,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,eeg_conformer,EEG-Conformer,1335,13,52,0.63461538461538458,0.63461538461538458,0.63461538461538458,0.63461538461538458,True
loso_stroop,Stroop LOSO,eeg_conformer,EEG-Conformer,1388,13,52,0.63461538461538458,0.63461538461538458,0.63461538461538458,0.63461538461538458,True
loso_stroop,Stroop LOSO,eeg_conformer,EEG-Conformer,1441,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,eeg_conformer,EEG-Conformer,1494,13,52,0.69230769230769229,0.69230769230769229,0.69230769230769229,0.69230769230769229,True
loso_stroop,Stroop LOSO,eeg_conformer,EEG-Conformer,1547,13,52,0.59615384615384615,0.59615384615384615,0.59615384615384615,0.59615384615384615,True
loso_stroop,Stroop LOSO,eegnet,EEGNet,1335,13,52,0.61538461538461542,0.61538461538461542,0.61538461538461542,0.61538461538461542,True
loso_stroop,Stroop LOSO,eegnet,EEGNet,1388,13,52,0.59615384615384615,0.59615384615384615,0.59615384615384615,0.59615384615384615,True
loso_stroop,Stroop LOSO,eegnet,EEGNet,1441,13,52,0.59615384615384615,0.59615384615384615,0.59615384615384615,0.59615384615384615,True
loso_stroop,Stroop LOSO,eegnet,EEGNet,1494,13,52,0.63461538461538458,0.63461538461538458,0.63461538461538458,0.63461538461538458,True
loso_stroop,Stroop LOSO,eegnet,EEGNet,1547,13,52,0.63461538461538458,0.63461538461538458,0.63461538461538458,0.63461538461538458,True
loso_stroop,Stroop LOSO,extra_trees,Extra Trees,1335,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,extra_trees,Extra Trees,1388,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153855,True
loso_stroop,Stroop LOSO,extra_trees,Extra Trees,1441,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,extra_trees,Extra Trees,1494,13,52,0.55769230769230771,0.55769230769230771,0.55769230769230771,0.55769230769230771,True
loso_stroop,Stroop LOSO,extra_trees,Extra Trees,1547,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,rf,Random forest,1335,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,rf,Random forest,1388,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307698,True
loso_stroop,Stroop LOSO,rf,Random forest,1441,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307698,True
loso_stroop,Stroop LOSO,rf,Random forest,1494,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307698,True
loso_stroop,Stroop LOSO,rf,Random forest,1547,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307698,True
loso_stroop,Stroop LOSO,riemann_mdm,Riemannian MDM,1335,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,riemann_mdm,Riemannian MDM,1388,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,riemann_mdm,Riemannian MDM,1441,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,riemann_mdm,Riemannian MDM,1494,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,riemann_mdm,Riemannian MDM,1547,13,52,0.53846153846153844,0.53846153846153844,0.53846153846153844,0.53846153846153844,True
loso_stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR,1335,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR,1388,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR,1441,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR,1494,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
loso_stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR,1547,13,52,0.57692307692307687,0.57692307692307687,0.57692307692307687,0.57692307692307687,True
