protocol,subject,direction,seed,validation_accuracy_nn,validation_accuracy_fuse,validation_gain,covariance_shift,effective_margin,used_fusion_seed,selected_input_method_seed,gate_source_recordings,inner_folds,selected_epoch,task,used_fusion_final,selected_input_method_final,seed_decision_agrees_with_final,diagnostic_only_not_statistical_replicate
cross_task,5,stroop_to_arithmetic,1547,0.66666666666666663,1,0.33333333333333331,0.073239196609292803,0.034647839321858498,True,always_fuse,3,2,11,,False,always_nn,False,True
cross_task,5,arithmetic_to_stroop,1335,0.66666666666666663,0.66666666666666663,0,0.073239196609292803,0.034647839321858498,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,5,arithmetic_to_stroop,1388,0.66666666666666663,1,0.33333333333333331,0.073239196609292803,0.034647839321858498,True,always_fuse,3,2,1,,False,always_nn,False,True
cross_task,5,arithmetic_to_stroop,1441,0.66666666666666663,0.66666666666666663,0,0.073239196609292803,0.034647839321858498,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,5,arithmetic_to_stroop,1494,0.66666666666666663,0.66666666666666663,0,0.073239196609292803,0.034647839321858498,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,5,arithmetic_to_stroop,1547,0.66666666666666663,0.66666666666666663,0,0.073239196609292803,0.034647839321858498,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,6,stroop_to_arithmetic,1335,0.33333333333333331,1,0.66666666666666674,0.13983760240981871,0.047967520481963698,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,6,stroop_to_arithmetic,1388,0,1,1,0.13983760240981871,0.047967520481963698,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,6,stroop_to_arithmetic,1441,0,1,1,0.13983760240981871,0.047967520481963698,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,6,stroop_to_arithmetic,1494,0,1,1,0.13983760240981871,0.047967520481963698,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,6,stroop_to_arithmetic,1547,0.33333333333333331,1,0.66666666666666674,0.13983760240981871,0.047967520481963698,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,6,arithmetic_to_stroop,1335,0.66666666666666663,0.66666666666666663,0,0.13983760240981871,0.047967520481963698,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,6,arithmetic_to_stroop,1388,0.66666666666666663,0.66666666666666663,0,0.13983760240981871,0.047967520481963698,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,6,arithmetic_to_stroop,1441,0.66666666666666663,0.66666666666666663,0,0.13983760240981871,0.047967520481963698,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,6,arithmetic_to_stroop,1494,0.66666666666666663,0.66666666666666663,0,0.13983760240981871,0.047967520481963698,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,6,arithmetic_to_stroop,1547,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.13983760240981871,0.047967520481963698,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,7,stroop_to_arithmetic,1335,0.66666666666666663,0.66666666666666663,0,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,4,,False,always_nn,True,True
cross_task,7,stroop_to_arithmetic,1388,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,2,,False,always_nn,True,True
cross_task,7,stroop_to_arithmetic,1441,0.66666666666666663,0.66666666666666663,0,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,2,,False,always_nn,True,True
cross_task,7,stroop_to_arithmetic,1494,0.66666666666666663,0.66666666666666663,0,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,11,,False,always_nn,True,True
cross_task,7,stroop_to_arithmetic,1547,0.66666666666666663,1,0.33333333333333331,0.045641344282578399,0.0291282688565156,True,always_fuse,3,2,7,,False,always_nn,False,True
cross_task,7,arithmetic_to_stroop,1335,0.66666666666666663,0.66666666666666663,0,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,2,,False,always_nn,True,True
cross_task,7,arithmetic_to_stroop,1388,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,2,,False,always_nn,True,True
cross_task,7,arithmetic_to_stroop,1441,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,2,,False,always_nn,True,True
cross_task,7,arithmetic_to_stroop,1494,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,1,,False,always_nn,True,True
cross_task,7,arithmetic_to_stroop,1547,0.66666666666666663,0.66666666666666663,0,0.045641344282578399,0.0291282688565156,False,always_nn,3,2,9,,False,always_nn,True,True
cross_task,8,stroop_to_arithmetic,1335,0.66666666666666663,1,0.33333333333333331,0.0369188061665396,0.0273837612333079,True,always_fuse,3,2,13,,False,always_nn,False,True
cross_task,8,stroop_to_arithmetic,1388,0.66666666666666663,0.66666666666666663,0,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,16,,False,always_nn,True,True
cross_task,8,stroop_to_arithmetic,1441,0.66666666666666663,0.66666666666666663,0,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,9,,False,always_nn,True,True
cross_task,8,stroop_to_arithmetic,1494,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,11,,False,always_nn,True,True
cross_task,8,stroop_to_arithmetic,1547,0.66666666666666663,1,0.33333333333333331,0.0369188061665396,0.0273837612333079,True,always_fuse,3,2,3,,False,always_nn,False,True
cross_task,8,arithmetic_to_stroop,1335,0.66666666666666663,0.66666666666666663,0,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,5,,False,always_nn,True,True
cross_task,8,arithmetic_to_stroop,1388,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,6,,False,always_nn,True,True
cross_task,8,arithmetic_to_stroop,1441,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,4,,False,always_nn,True,True
cross_task,8,arithmetic_to_stroop,1494,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,9,,False,always_nn,True,True
cross_task,8,arithmetic_to_stroop,1547,0.66666666666666663,0.66666666666666663,0,0.0369188061665396,0.0273837612333079,False,always_nn,3,2,6,,False,always_nn,True,True
cross_task,9,stroop_to_arithmetic,1335,0.33333333333333331,0.66666666666666663,0.33333333333333331,0.1487745985609607,0.049754919712192099,True,always_fuse,3,2,1,,True,always_fuse,True,True
cross_task,9,stroop_to_arithmetic,1388,0.33333333333333331,0.33333333333333331,0,0.1487745985609607,0.049754919712192099,False,always_nn,3,2,1,,True,always_fuse,False,True
cross_task,9,stroop_to_arithmetic,1441,0.66666666666666663,0.33333333333333331,-0.33333333333333331,0.1487745985609607,0.049754919712192099,False,always_nn,3,2,1,,True,always_fuse,False,True
cross_task,9,stroop_to_arithmetic,1494,0.33333333333333331,0.66666666666666663,0.33333333333333331,0.1487745985609607,0.049754919712192099,True,always_fuse,3,2,1,,True,always_fuse,True,True
