fold,held_out_subject,maximum_nearest_train_raw_overlap_fraction,mean_nearest_train_raw_overlap_fraction,overlapping_participants,overlapping_recordings,participant_overlap_rate,recording_accuracy,recording_auroc,recording_average_precision,recording_balanced_accuracy,recording_brier_score,recording_f1,recording_fn,recording_fp,recording_log_loss,recording_n,recording_n_class_0,recording_n_class_1,recording_overlap_rate,recording_pr_auc,recording_precision,recording_sensitivity,recording_specificity,recording_tn,recording_tp,split_seed,strategy,strategy_display,task,train_participants,train_recordings,train_windows,validation_participants,validation_recordings,validation_windows,validation_windows_with_raw_overlap_fraction,window_accuracy,window_auroc,window_average_precision,window_balanced_accuracy,window_brier_score,window_f1,window_fn,window_fp,window_log_loss,window_n,window_n_class_0,window_n_class_1,window_pr_auc,window_precision,window_sensitivity,window_specificity,window_tn,window_tp
1,13,0,0,1,0,1,0.5,1,1,0.5,0.22271614029006748,0.66666666666666663,0,1,0.57916108799295563,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,345,1,2,325,0,0.56615384615384612,0.70597701149425274,0.67887046244639915,0.5882183908045977,0.31202275856107237,0.61994609164420489,30,111,1.0195123690388241,325,180,145,0.67655473302998559,0.50884955752212391,0.7931034482758621,0.38333333333333336,69,115
2,13,0,0,1,0,1,0.5,1,1,0.5,0.49884123198310304,0.66666666666666663,0,1,3.3801686259468955,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,325,1,2,345,0,0.60579710144927534,0.4571220426004301,0.57900471370216056,0.52112676056338025,0.38423300219650558,0.74907749077490771,0,136,2.8330238969691788,345,142,203,0.57718805421595509,0.59882005899705015,1,0.042253521126760563,6,203
1,14,0,0,1,0,1,0,0,0.5,0,0.97938684232162143,0,1,1,15.572285159557151,2,1,1,0,0.25,0,0,0,0,0,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,284,1,2,310,0,0.12903225806451613,0,0.30846312122258018,0.12903225806451613,0.84715935074329884,0.22857142857142856,115,155,15.874075002296403,310,155,155,0.30685021799677376,0.20512820512820512,0.25806451612903225,0,0,40
2,14,0,0,1,0,1,0.5,0,0.5,0.5,0.49990251411830966,0.66666666666666663,0,1,4.5479533112552746,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,310,1,2,284,0,0.59859154929577463,0.021826625386996919,0.3930314639847432,0.5,0.4013984882059245,0.74889867841409696,0,114,3.6556117700388699,284,114,170,0.39122723932314662,0.59859154929577463,1,0,0,170
1,14,0,0,1,0,1,0.5,1,1,0.5,0.49846757026241895,0.66666666666666663,0,1,3.2400676256366983,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,269,1,2,325,0,0.5938461538461538,0.72652751423149908,0.73540551552132927,0.57447817836812143,0.39591397424833752,0.7191489361702128,1,131,3.9333749080004061,325,155,170,0.73427164936406586,0.56333333333333335,0.99411764705882355,0.15483870967741936,24,169
2,14,0,0,1,0,1,0.5,0,0.5,0.5,0.49998852496291724,0.66666666666666663,0,1,5.6876682818249185,2,1,1,0,0.25,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,325,1,2,269,0,0.57620817843866168,0.49524617996604414,0.59339966181532677,0.5,0.42376038021385287,0.73113207547169812,0,114,4.8207980456234267,269,114,155,0.58953777931602103,0.57620817843866168,1,0,0,155
1,14,0,0,1,0,1,0.5,1,1,0.5,0.49846757026241895,0.66666666666666663,0,1,3.2400676256366983,2,1,1,0,1,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,269,1,2,325,0,0.5938461538461538,0.72652751423149908,0.73540551552132927,0.57447817836812143,0.39591397424833752,0.7191489361702128,1,131,3.9333749080004061,325,155,170,0.73427164936406586,0.56333333333333335,0.99411764705882355,0.15483870967741936,24,169
2,14,0,0,1,0,1,0.5,0,0.5,0.5,0.49998852496291724,0.66666666666666663,0,1,5.6876682818249185,2,1,1,0,0.25,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,325,1,2,269,0,0.57620817843866168,0.49524617996604414,0.59339966181532677,0.5,0.42376038021385287,0.73113207547169812,0,114,4.8207980456234267,269,114,155,0.58953777931602103,0.57620817843866168,1,0,0,155
1,14,0,0,1,0,1,0.5,1,1,0.5,0.49846757026241895,0.66666666666666663,0,1,3.2400676256366983,2,1,1,0,1,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,269,1,2,325,0,0.5938461538461538,0.72652751423149908,0.73540551552132927,0.57447817836812143,0.39591397424833752,0.7191489361702128,1,131,3.9333749080004061,325,155,170,0.73427164936406586,0.56333333333333335,0.99411764705882355,0.15483870967741936,24,169
2,14,0,0,1,0,1,0.5,0,0.5,0.5,0.49998852496291724,0.66666666666666663,0,1,5.6876682818249185,2,1,1,0,0.25,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,325,1,2,269,0,0.57620817843866168,0.49524617996604414,0.59339966181532677,0.5,0.42376038021385287,0.73113207547169812,0,114,4.8207980456234267,269,114,155,0.58953777931602103,0.57620817843866168,1,0,0,155
1,14,0,0,1,0,1,0,0,0.5,0,0.97938684232162143,0,1,1,15.572285159557151,2,1,1,0,0.25,0,0,0,0,0,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,284,1,2,310,0,0.12903225806451613,0,0.30846312122258018,0.12903225806451613,0.84715935074329884,0.22857142857142856,115,155,15.874075002296403,310,155,155,0.30685021799677376,0.20512820512820512,0.25806451612903225,0,0,40
2,14,0,0,1,0,1,0.5,0,0.5,0.5,0.49990251411830966,0.66666666666666663,0,1,4.5479533112552746,2,1,1,0,0.25,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,310,1,2,284,0,0.59859154929577463,0.021826625386996919,0.3930314639847432,0.5,0.4013984882059245,0.74889867841409696,0,114,3.6556117700388699,284,114,170,0.39122723932314662,0.59859154929577463,1,0,0,170
1,15,0,0,1,0,1,1,1,1,1,0.030400662999917345,1,0,0,0.1415657207168935,2,1,1,0,1,1,1,1,1,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,432,1,2,295,0,0.89830508474576276,0.95813519813519821,0.92467697609993627,0.89603729603729598,0.085547372718110776,0.88372093023255816,16,14,0.26211408374660033,295,165,130,0.92414804013889074,0.890625,0.87692307692307692,0.91515151515151516,151,114
2,15,0,0,1,0,1,0.5,1,1,0.5,0.49967676310950759,0.66666666666666663,0,1,4.0185616829186124,2,1,1,0,1,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,295,1,2,432,0,0.57407407407407407,0.39809782608695649,0.48545252483713042,0.5,0.41045401147166499,0.72941176470588232,0,184,3.4326440199869865,432,184,248,0.48279173392375024,0.57407407407407407,1,0,0,248
1,15,0,0,1,0,1,1,1,1,1,3.8277759769197568e-06,1,0,0,0.0013853510040221996,2,1,1,0,1,1,1,1,1,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,314,1,2,413,0,0.97578692493946728,0.99821603128054737,0.99874018360674888,0.97679618768328447,0.015770165973292505,0.97967479674796742,7,3,0.052564359744763027,413,165,248,0.9987374663231593,0.98770491803278693,0.97177419354838712,0.98181818181818181,162,241
2,15,0,0,1,0,1,0.5,1,1,0.5,0.49981147137375603,0.66666666666666663,0,1,4.2881251005704755,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,413,1,2,314,0,0.4140127388535032,0.44113712374581943,0.35169961248528958,0.5,0.5680753894290792,0.5855855855855856,0,184,5.0359004366186149,314,184,130,0.34866450470523841,0.4140127388535032,1,0,0,130
1,15,0,0,1,0,1,1,1,1,1,3.8277759769197568e-06,1,0,0,0.0013853510040221996,2,1,1,0,1,1,1,1,1,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,314,1,2,413,0,0.97578692493946728,0.99821603128054737,0.99874018360674888,0.97679618768328447,0.015770165973292505,0.97967479674796742,7,3,0.052564359744763027,413,165,248,0.9987374663231593,0.98770491803278693,0.97177419354838712,0.98181818181818181,162,241
2,15,0,0,1,0,1,0.5,1,1,0.5,0.49981147137375603,0.66666666666666663,0,1,4.2881251005704755,2,1,1,0,1,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,413,1,2,314,0,0.4140127388535032,0.44113712374581943,0.35169961248528958,0.5,0.5680753894290792,0.5855855855855856,0,184,5.0359004366186149,314,184,130,0.34866450470523841,0.4140127388535032,1,0,0,130
1,15,0,0,1,0,1,1,1,1,1,3.8277759769197568e-06,1,0,0,0.0013853510040221996,2,1,1,0,1,1,1,1,1,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,314,1,2,413,0,0.97578692493946728,0.99821603128054737,0.99874018360674888,0.97679618768328447,0.015770165973292505,0.97967479674796742,7,3,0.052564359744763027,413,165,248,0.9987374663231593,0.98770491803278693,0.97177419354838712,0.98181818181818181,162,241
2,15,0,0,1,0,1,0.5,1,1,0.5,0.49981147137375603,0.66666666666666663,0,1,4.2881251005704755,2,1,1,0,1,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,413,1,2,314,0,0.4140127388535032,0.44113712374581943,0.35169961248528958,0.5,0.5680753894290792,0.5855855855855856,0,184,5.0359004366186149,314,184,130,0.34866450470523841,0.4140127388535032,1,0,0,130
1,15,0,0,1,0,1,1,1,1,1,0.030400662999917345,1,0,0,0.1415657207168935,2,1,1,0,1,1,1,1,1,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,432,1,2,295,0,0.89830508474576276,0.95813519813519821,0.92467697609993627,0.89603729603729598,0.085547372718110776,0.88372093023255816,16,14,0.26211408374660033,295,165,130,0.92414804013889074,0.890625,0.87692307692307692,0.91515151515151516,151,114
2,15,0,0,1,0,1,0.5,1,1,0.5,0.49967676310950759,0.66666666666666663,0,1,4.0185616829186124,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,295,1,2,432,0,0.57407407407407407,0.39809782608695649,0.48545252483713042,0.5,0.41045401147166499,0.72941176470588232,0,184,3.4326440199869865,432,184,248,0.48279173392375024,0.57407407407407407,1,0,0,248
1,1,0,0,0,0,0,0.5,0.25,0.5,0.5,0.48053482201495179,0,2,0,1.4920088970781062,4,2,2,0,0.33333333333333331,,0,1,2,0,,participant_disjoint,Participant-disjoint split,stroop,12,48,7710,1,4,653,0,0.37519142419601836,0.3163369135104579,0.42025538353283437,0.39718296589410212,0.53493469511343505,0.097345132743362831,326,82,2.3619388695418966,653,305,348,0.42295059240822047,0.21153846153846154,0.063218390804597707,0.73114754098360657,223,22
2,2,0,0,0,0,0,0.5,0.5,0.75,0.5,0.40645855962998939,0.66666666666666663,0,2,1.1662319590071062,4,2,2,0,0.70833333333333326,0.5,1,0,0,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7504,1,4,859,0,0.4458672875436554,0.46014141296090683,0.31764345670390937,0.52078244609361302,0.48274150049929698,0.51329243353783227,63,413,2.2013378799542243,859,545,314,0.31633176690435671,0.37801204819277107,0.79936305732484081,0.24220183486238533,132,251
3,3,0,0,0,0,0,0.75,1,1,0.75,0.090599657020943844,0.80000000000000004,0,1,0.26549092727047213,4,2,2,0,1,0.66666666666666663,1,0.5,1,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7793,1,4,570,0,0.83157894736842108,0.96131158917418469,0.9582619160370649,0.8418756815703381,0.11067135048279071,0.84105960264900659,8,88,0.35100665762540029,570,308,262,0.95818050490960616,0.74269005847953218,0.96946564885496178,0.7142857142857143,220,254
4,4,0,0,0,0,0,0.5,0.75,0.83333333333333326,0.5,0.34537173510906033,0,2,0,1.1392203623882353,4,2,2,0,0.79166666666666663,,0,1,2,0,,participant_disjoint,Participant-disjoint split,stroop,12,48,7904,1,4,459,0,0.58387799564270149,0.6586710197810639,0.72061629737269972,0.6089590935279432,0.31772027676618952,0.49868766404199477,159,32,1.2230075383955268,459,205,254,0.71966140367108311,0.74803149606299213,0.37401574803149606,0.84390243902439022,173,95
5,5,0,0,0,0,0,0.75,1,1,0.75,0.17167270532105924,0.80000000000000004,0,1,0.4560185751389742,4,2,2,0,1,0.66666666666666663,1,0.5,1,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7703,1,4,660,0,0.81515151515151518,0.9139596797712114,0.82701430928371455,0.83653656196201287,0.13944948487758294,0.81681681681681684,7,115,0.50376291887849511,660,381,279,0.82602880920351174,0.70284237726098187,0.97491039426523296,0.69816272965879267,266,272
6,6,0,0,0,0,0,0.5,0.5,0.75,0.5,0.48122350881815301,0.66666666666666663,0,2,1.9661086293837962,4,2,2,0,0.70833333333333326,0.5,1,0,0,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7822,1,4,541,0,0.49907578558225507,0.56858189372403234,0.69379036632748259,0.49644653400393612,0.44603647718569256,0.66082603254067585,8,263,2.027806034075923,541,269,272,0.69334516192772622,0.50094876660341559,0.97058823529411764,0.022304832713754646,6,264
7,7,0,0,0,0,0,0.25,0.5,0.58333333333333326,0.25,0.61928094487883412,0,2,1,2.3461042240762024,4,2,2,0,0.41666666666666663,0,0,0.5,1,0,,participant_disjoint,Participant-disjoint split,stroop,12,48,7822,1,4,541,0,0.24029574861367836,0.24244702665755297,0.36553968946217263,0.24436090225563908,0.65924605342937748,0,275,136,2.6506214648459072,541,266,275,0.36439705837764202,0,0,0.48872180451127817,130,0
8,8,0,0,0,0,0,0.75,0.75,0.83333333333333326,0.75,0.19338039567009163,0.66666666666666663,1,0,0.5645463958316651,4,2,2,0,0.79166666666666663,1,0.5,1,2,1,,participant_disjoint,Participant-disjoint split,stroop,12,48,7617,1,4,746,0,0.65147453083109919,0.67684298569450851,0.68579705055086571,0.65581737425011533,0.24778160397742913,0.63687150837988826,166,94,0.74638954949295,746,352,394,0.68439249315513073,0.70807453416149069,0.57868020304568524,0.73295454545454541,258,228
9,9,0,0,0,0,0,1,1,1,1,0.082398044563865389,1,0,0,0.32245068149866485,4,2,2,0,1,1,1,1,2,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7490,1,4,873,0,0.57044673539518898,0.62393607781830818,0.43581986784836141,0.5721122112211221,0.31990932464289118,0.48275862068965519,128,247,1.0872780371154682,873,570,303,0.43462265656099208,0.41469194312796209,0.57755775577557755,0.56666666666666665,323,175
10,10,0,0,0,0,0,0.5,0.25,0.5,0.5,0.49953924645966685,0,2,0,4.6773053624906922,4,2,2,0,0.33333333333333331,,0,1,2,0,,participant_disjoint,Participant-disjoint split,stroop,12,48,7770,1,4,593,0,0.51939291736930859,0.28706043018094907,0.41249194894100227,0.50862068965517238,0.47681053945477914,0.033898305084745763,285,0,5.1106230518993145,593,303,290,0.41133477523159745,1,0.017241379310344827,1,303,5
11,11,0,0,0,0,0,0.75,0.75,0.83333333333333326,0.75,0.16327834893706575,0.80000000000000004,0,1,0.4692070812405677,4,2,2,0,0.79166666666666663,0.66666666666666663,1,0.5,1,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7691,1,4,672,0,0.78273809523809523,0.81579298386021071,0.71019910195406133,0.7899159663865547,0.16432748546611611,0.7960893854748603,30,116,0.49124772426371732,672,357,315,0.70880188493287122,0.71072319201995016,0.90476190476190477,0.67507002801120453,241,285
12,12,0,0,0,0,0,0.5,0.75,0.83333333333333326,0.5,0.304979617136236,0.66666666666666663,0,2,0.8373751039931796,4,2,2,0,0.79166666666666663,0.5,1,0,0,2,,participant_disjoint,Participant-disjoint split,stroop,12,48,7740,1,4,623,0,0.61958266452648481,0.63553906411049277,0.56977852430983555,0.61699134199134198,0.29811849589708367,0.69260700389105057,48,189,1.1981554739456057,623,308,315,0.56759006840799608,0.58552631578947367,0.84761904761904761,0.38636363636363635,119,267
13,13,0,0,0,0,0,0.5,0.75,0.83333333333333326,0.5,0.29961674926428977,0,2,0,0.77560590886624337,4,2,2,0,0.79166666666666663,,0,1,2,0,,participant_disjoint,Participant-disjoint split,stroop,12,48,7790,1,4,573,0,0.54275741710296688,0.7367244202243346,0.65982243890200132,0.55770264656288948,0.33568219453437048,0.39351851851851855,217,45,1.1243105468814552,573,271,302,0.65800214474271079,0.65384615384615385,0.2814569536423841,0.83394833948339486,226,85
1,1,0.94117647058823528,0.93968726731198793,1,4,1,1,1,1,1,0.013547183358906815,1,0,0,0.084421733328880436,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.92405063291139244,0.9935649935649935,0.99463724632070349,0.92213642213642211,0.039174680025470393,0.93023255813953487,2,4,0.13899965110247672,79,37,42,0.99457530166703045,0.90909090909090906,0.95238095238095233,0.89189189189189189,33,40
2,1,0.94117647058823528,0.93819806403574058,1,4,1,1,1,1,1,0.020392117170829897,1,0,0,0.11735628735493518,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.87341772151898733,0.96589446589446593,0.97400387820521028,0.8712998712998713,0.076514297776462487,0.88372093023255816,4,6,0.24589766376304739,79,37,42,0.97372324412688938,0.86363636363636365,0.90476190476190477,0.83783783783783783,31,38
1,1,0.94117647058823528,0.93819806403574058,1,4,1,1,1,1,1,0.02790155586517774,1,0,0,0.13880821073829314,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.83544303797468356,0.92342342342342343,0.94188873771726567,0.83236808236808235,0.11521368220984865,0.85057471264367812,5,8,0.37112093974789356,79,37,42,0.94124581582826294,0.82222222222222219,0.88095238095238093,0.78378378378378377,29,37
2,1,0.94117647058823528,0.93968726731198793,1,4,1,1,1,1,1,0.013433690422221803,1,0,0,0.098166088317732991,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.92405063291139244,0.97104247104247099,0.97812821626053703,0.92696267696267698,0.06994367572161872,0.92500000000000004,5,1,0.22880559673604958,79,37,42,0.9778957384290986,0.97368421052631582,0.88095238095238093,0.97297297297297303,36,37
1,1,0.94117647058823528,0.94117647058823506,1,4,1,1,1,1,1,0.0067896303195444443,1,0,0,0.069893697159026588,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.92405063291139244,0.98970398970398965,0.99088908405658682,0.92535392535392536,0.046162206018185777,0.92682926829268297,4,2,0.1642904422285647,79,37,42,0.99077674318052544,0.94999999999999996,0.90476190476190477,0.94594594594594594,35,38
2,1,0.94117647058823528,0.93819806403574058,1,4,1,1,1,1,1,0.033594140441819992,1,0,0,0.15314245413491054,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.91139240506329111,0.96267696267696268,0.96266134609275078,0.90862290862290862,0.073930448916499705,0.91954022988505746,2,5,0.2446839972248509,79,37,42,0.96211253507849082,0.88888888888888884,0.95238095238095233,0.86486486486486491,32,40
1,1,0.94117647058823528,0.9389426656738642,1,4,1,1,1,1,1,0.013143127674143721,1,0,0,0.092001411013843168,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.96202531645569622,0.98391248391248398,0.98411822652256609,0.96106821106821105,0.045447104323956218,0.96470588235294119,1,2,0.1727516529968639,79,37,42,0.98389241152992768,0.95348837209302328,0.97619047619047616,0.94594594594594594,35,41
2,1,0.94117647058823528,0.94043186895011155,1,4,1,1,1,1,1,0.025573963935538114,1,0,0,0.13754259641585842,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.86075949367088611,0.94787644787644787,0.95353160370247181,0.86422136422136431,0.097341473187103095,0.86075949367088611,8,3,0.32539875981385658,79,37,42,0.95287815005243603,0.91891891891891897,0.80952380952380953,0.91891891891891897,34,34
1,1,0.94117647058823528,0.94117647058823506,1,4,1,1,1,1,1,0.01602756267669499,1,0,0,0.10589661137223955,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.89873417721518989,0.98326898326898327,0.98585912201938519,0.89832689832689838,0.060950157976954793,0.90476190476190477,4,4,0.21026919157745916,79,37,42,0.98569256123549887,0.90476190476190477,0.90476190476190477,0.89189189189189189,33,38
2,1,0.94117647058823528,0.93968726731198793,1,4,1,1,1,1,1,0.0033985036852138694,1,0,0,0.047768862097977489,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,574,1,4,79,1,0.94936708860759489,0.98519948519948519,0.98546307752544393,0.94916344916344908,0.046547759889695568,0.95238095238095233,2,2,0.16150874431531687,79,37,42,0.98525889840171976,0.95238095238095233,0.95238095238095233,0.94594594594594594,35,40
1,2,0.94117647058823528,0.940610859728507,1,4,1,1,1,1,1,0.00083256996276299749,1,0,0,0.01592537050882966,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,755,1,4,104,1,0.99038461538461542,1,1,0.99242424242424243,0.0041288577153482465,0.98701298701298701,0,1,0.021928946272028568,104,66,38,1,0.97435897435897434,1,0.98484848484848486,65,38
2,2,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00044468167247544994,1,0,0,0.013731627997461797,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0035391285941680879,1,0,0,0.022969660412331214,104,66,38,1,1,1,1,66,38
1,2,0.94117647058823528,0.940610859728507,1,4,1,1,1,1,1,0.0012466499586463457,1,0,0,0.020555985308968329,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0010292785529191215,1,0,0,0.012071505179531226,104,66,38,1,1,1,1,66,38
2,2,0.94117647058823528,0.940610859728507,1,4,1,1,1,1,1,0.00046062956441582565,1,0,0,0.013593341329982996,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0041237328734669556,1,0,0,0.025303299885648514,104,66,38,1,1,1,1,66,38
1,2,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00012446783737861701,1,0,0,0.007071461914394569,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0012137230398929397,1,0,0,0.013624313132002613,104,66,38,1,1,1,1,66,38
2,2,0.94117647058823528,0.940610859728507,1,4,1,1,1,1,1,0.00022881986739282413,1,0,0,0.0091167975998572848,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0010089431752300655,1,0,0,0.013104305496995353,104,66,38,1,1,1,1,66,38
1,2,0.94117647058823528,0.93834841628959276,1,4,1,1,1,1,1,0.0005890894727410233,1,0,0,0.016082948291533068,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0022259458360873803,1,0,0,0.01838526425564694,104,66,38,1,1,1,1,66,38
2,2,0.94117647058823528,0.94004524886877838,1,4,1,1,1,1,1,0.00086065145766287725,1,0,0,0.017322548382862075,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.0018556391450960858,1,0,0,0.017364419701875428,104,66,38,1,1,1,1,66,38
1,2,0.94117647058823528,0.94004524886877838,1,4,1,1,1,1,1,0.0025956209273331923,1,0,0,0.029043543280110752,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,755,1,4,104,1,0.99038461538461542,1,1,0.99242424242424243,0.0041914568819905384,0.98701298701298701,0,1,0.02432251143630473,104,66,38,1,0.97435897435897434,1,0.98484848484848486,65,38
2,2,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00025783358331775175,1,0,0,0.01094688913646377,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,755,1,4,104,1,1,1,1,1,0.002982714048201481,1,0,0,0.020137581281829606,104,66,38,1,1,1,1,66,38
1,3,0.94117647058823528,0.93947144075021294,1,4,1,1,1,1,1,6.5866395081228506e-06,1,0,0,0.0015442051260450042,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,501,1,4,69,1,0.98550724637681164,0.99915540540540548,0.99905303030303028,0.984375,0.014224999090284692,0.98412698412698407,1,0,0.068748804265060137,69,37,32,0.99903823390151514,1,0.96875,1,37,31
2,3,0.94117647058823528,0.94117647058823528,1,4,1,1,1,1,1,1.827026859161768e-05,1,0,0,0.0024140112709827356,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,stroop,1,4,501,1,4,69,1,0.98550724637681164,0.99915540540540548,0.99905303030303028,0.984375,0.013833308946414555,0.98412698412698407,1,0,0.049200627944787516,69,37,32,0.99903823390151514,1,0.96875,1,37,31
1,3,0.94117647058823528,0.93861892583120188,1,4,1,1,1,1,1,1.4230137588059316e-06,1,0,0,0.00097426244170620931,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,2.9811690081260635e-05,1,0,0,0.0028729848844463142,69,37,32,1,1,1,1,37,32
2,3,0.94117647058823528,0.94032395566922411,1,4,1,1,1,1,1,1.9314352262685737e-06,1,0,0,0.00095802773902575115,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,1.5242943639737187e-05,1,0,0,0.0016938588233253618,69,37,32,1,1,1,1,37,32
1,3,0.94117647058823528,0.94032395566922411,1,4,1,1,1,1,1,1.8267755995485372e-06,1,0,0,0.0010282838029839372,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,0.0001447167664700313,1,0,0,0.0043987075503978453,69,37,32,1,1,1,1,37,32
2,3,0.94117647058823528,0.93947144075021294,1,4,1,1,1,1,1,1.9379427300277644e-06,1,0,0,0.00095751086777659934,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,2.0794844512410074e-05,1,0,0,0.0022932840349772759,69,37,32,1,1,1,1,37,32
1,3,0.94117647058823528,0.93947144075021294,1,4,1,1,1,1,1,2.249757790543046e-06,1,0,0,0.0010847246764978792,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,0.00041298678102919608,1,0,0,0.0053189759810714343,69,37,32,1,1,1,1,37,32
2,3,0.94117647058823528,0.94032395566922411,1,4,1,1,1,1,1,1.9143163758293027e-06,1,0,0,0.0010943931777656379,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,4.0681009746379965e-05,1,0,0,0.0032334991824163302,69,37,32,1,1,1,1,37,32
1,3,0.94117647058823528,0.94117647058823528,1,4,1,1,1,1,1,7.9053612526292756e-07,1,0,0,0.00067016082996145399,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,2.5741611733258917e-05,1,0,0,0.0023208996558138038,69,37,32,1,1,1,1,37,32
2,3,0.94117647058823528,0.94032395566922411,1,4,1,1,1,1,1,2.9180112868312869e-05,1,0,0,0.0029635925779066068,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,stroop,1,4,501,1,4,69,1,1,1,1,1,0.00052881103409373241,1,0,0,0.006635992858506746,69,37,32,1,1,1,1,37,32
