bin_index,bin_lower,bin_upper,right_edge_included,n_recordings,mean_predicted_probability,observed_positive_rate,absolute_calibration_gap,dataset,protocol,direction,analysis_cell_display,method,method_display
3,0.40000000000000002,0.60000000000000009,False,6,0.55204697106599931,0.66666666666666663,0.11461969560066732,openbci,loso,arithmetic,Arithmetic LOSO,always_nn,Always neural
4,0.60000000000000009,0.80000000000000004,False,8,0.72497590684380064,0.5,0.22497590684380064,openbci,loso,arithmetic,Arithmetic LOSO,always_nn,Always neural
5,0.80000000000000004,1,True,12,0.90145711255030136,0.66666666666666663,0.23479044588363474,openbci,loso,arithmetic,Arithmetic LOSO,always_nn,Always neural
1,0,0.20000000000000001,False,13,0.12341861562066113,0.30769230769230771,0.18427369207164657,openbci,loso,arithmetic,Arithmetic LOSO,cbsf,CB-SF
2,0.20000000000000001,0.40000000000000002,False,10,0.3430178902790838,0.29999999999999999,0.043017890279083815,openbci,loso,arithmetic,Arithmetic LOSO,cbsf,CB-SF
3,0.40000000000000002,0.60000000000000009,False,19,0.47982913101480446,0.63157894736842102,0.15174981635361656,openbci,loso,arithmetic,Arithmetic LOSO,cbsf,CB-SF
4,0.60000000000000009,0.80000000000000004,False,18,0.68773594438959096,0.61111111111111116,0.076624833278479798,openbci,loso,arithmetic,Arithmetic LOSO,cbsf,CB-SF
5,0.80000000000000004,1,True,0,,,,openbci,loso,arithmetic,Arithmetic LOSO,cbsf,CB-SF
1,0,0.20000000000000001,False,26,0.045589657108207185,0.34615384615384615,0.30056418904563897,openbci,loso,arithmetic,Arithmetic LOSO,dasf_clean,DASF
2,0.20000000000000001,0.40000000000000002,False,6,0.27238220120961304,0.66666666666666663,0.39428446545705359,openbci,loso,arithmetic,Arithmetic LOSO,dasf_clean,DASF
3,0.40000000000000002,0.60000000000000009,False,8,0.52462993614451225,0.625,0.10037006385548775,openbci,loso,arithmetic,Arithmetic LOSO,dasf_clean,DASF
4,0.60000000000000009,0.80000000000000004,False,8,0.72497590684380064,0.5,0.22497590684380064,openbci,loso,arithmetic,Arithmetic LOSO,dasf_clean,DASF
5,0.80000000000000004,1,True,12,0.9014571125503017,0.66666666666666663,0.23479044588363507,openbci,loso,arithmetic,Arithmetic LOSO,dasf_clean,DASF
1,0,0.20000000000000001,False,21,0.045020026587456352,0.33333333333333331,0.28831330674587696,openbci,loso,arithmetic,Arithmetic LOSO,eeg_conformer,EEG-Conformer
2,0.20000000000000001,0.40000000000000002,False,9,0.33002932557131831,0.44444444444444442,0.11441511887312611,openbci,loso,arithmetic,Arithmetic LOSO,eeg_conformer,EEG-Conformer
3,0.40000000000000002,0.60000000000000009,False,2,0.47882107626021275,0,0.47882107626021275,openbci,loso,arithmetic,Arithmetic LOSO,eeg_conformer,EEG-Conformer
4,0.60000000000000009,0.80000000000000004,False,11,0.68488121070851771,0.63636363636363635,0.048517574344881353,openbci,loso,arithmetic,Arithmetic LOSO,eeg_conformer,EEG-Conformer
5,0.80000000000000004,1,True,17,0.91548509559612057,0.70588235294117652,0.20960274265494405,openbci,loso,arithmetic,Arithmetic LOSO,eeg_conformer,EEG-Conformer
1,0,0.20000000000000001,False,5,0.10170395480502954,0.20000000000000001,0.098296045194970469,openbci,loso,arithmetic,Arithmetic LOSO,eegnet,EEGNet
2,0.20000000000000001,0.40000000000000002,False,16,0.30217900537424625,0.375,0.072820994625753754,openbci,loso,arithmetic,Arithmetic LOSO,eegnet,EEGNet
3,0.40000000000000002,0.60000000000000009,False,16,0.50607034432054487,0.5,0.0060703443205448737,openbci,loso,arithmetic,Arithmetic LOSO,eegnet,EEGNet
4,0.60000000000000009,0.80000000000000004,False,21,0.69124536007117443,0.66666666666666663,0.024578693404507801,openbci,loso,arithmetic,Arithmetic LOSO,eegnet,EEGNet
5,0.80000000000000004,1,True,2,0.82492069178606853,0.5,0.32492069178606853,openbci,loso,arithmetic,Arithmetic LOSO,eegnet,EEGNet
1,0,0.20000000000000001,False,11,0.14926357003431701,0.18181818181818182,0.032554611783864817,openbci,loso,arithmetic,Arithmetic LOSO,equal_blend_050,Equal blend (50%)
2,0.20000000000000001,0.40000000000000002,False,20,0.31225505340728971,0.5,0.18774494659271029,openbci,loso,arithmetic,Arithmetic LOSO,equal_blend_050,Equal blend (50%)
3,0.40000000000000002,0.60000000000000009,False,9,0.50144295055198662,0.66666666666666663,0.16522371611468001,openbci,loso,arithmetic,Arithmetic LOSO,equal_blend_050,Equal blend (50%)
4,0.60000000000000009,0.80000000000000004,False,18,0.69665764107462147,0.61111111111111116,0.085546529963510309,openbci,loso,arithmetic,Arithmetic LOSO,equal_blend_050,Equal blend (50%)
5,0.80000000000000004,1,True,2,0.80783353482279419,0.5,0.30783353482279419,openbci,loso,arithmetic,Arithmetic LOSO,equal_blend_050,Equal blend (50%)
1,0,0.20000000000000001,False,7,0.1491130008187829,0.14285714285714285,0.0062558579616400489,openbci,loso,arithmetic,Arithmetic LOSO,extra_trees,Extra Trees
2,0.20000000000000001,0.40000000000000002,False,13,0.32212631214869819,0.38461538461538464,0.062489072466686446,openbci,loso,arithmetic,Arithmetic LOSO,extra_trees,Extra Trees
3,0.40000000000000002,0.60000000000000009,False,27,0.47068026270492236,0.62962962962962965,0.15894936692470729,openbci,loso,arithmetic,Arithmetic LOSO,extra_trees,Extra Trees
4,0.60000000000000009,0.80000000000000004,False,13,0.68913816217441926,0.53846153846153844,0.15067662371288082,openbci,loso,arithmetic,Arithmetic LOSO,extra_trees,Extra Trees
5,0.80000000000000004,1,True,0,,,,openbci,loso,arithmetic,Arithmetic LOSO,extra_trees,Extra Trees
1,0,0.20000000000000001,False,23,0.077903556078109115,0.34782608695652173,0.26992253087841261,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_010,Fixed blend (10%)
2,0.20000000000000001,0.40000000000000002,False,11,0.28465821740763525,0.54545454545454541,0.26079632804691016,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_010,Fixed blend (10%)
3,0.40000000000000002,0.60000000000000009,False,6,0.55425797954187817,0.66666666666666663,0.11240868712478846,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_010,Fixed blend (10%)
4,0.60000000000000009,0.80000000000000004,False,8,0.71353477596567072,0.5,0.21353477596567072,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_010,Fixed blend (10%)
5,0.80000000000000004,1,True,12,0.85812755495117499,0.66666666666666663,0.19146088828450836,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_010,Fixed blend (10%)
1,0,0.20000000000000001,False,20,0.11704455851013332,0.29999999999999999,0.18295544148986667,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_025,Fixed blend (25%)
2,0.20000000000000001,0.40000000000000002,False,14,0.31242640924438542,0.5714285714285714,0.25900216218418598,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_025,Fixed blend (25%)
3,0.40000000000000002,0.60000000000000009,False,6,0.54858224842389192,0.66666666666666663,0.11808441824277471,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_025,Fixed blend (25%)
4,0.60000000000000009,0.80000000000000004,False,15,0.72875860947912996,0.59999999999999998,0.12875860947912998,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_025,Fixed blend (25%)
5,0.80000000000000004,1,True,5,0.85867436713519252,0.59999999999999998,0.25867436713519254,openbci,loso,arithmetic,Arithmetic LOSO,fixed_blend_025,Fixed blend (25%)
1,0,0.20000000000000001,False,5,0.0972403174230798,0.20000000000000001,0.10275968257692021,openbci,loso,arithmetic,Arithmetic LOSO,rf,Random forest
2,0.20000000000000001,0.40000000000000002,False,17,0.30730210961624499,0.35294117647058826,0.045639066854343269,openbci,loso,arithmetic,Arithmetic LOSO,rf,Random forest
3,0.40000000000000002,0.60000000000000009,False,28,0.49735880181203657,0.6071428571428571,0.10978405533082053,openbci,loso,arithmetic,Arithmetic LOSO,rf,Random forest
4,0.60000000000000009,0.80000000000000004,False,8,0.71580618447845956,0.625,0.090806184478459562,openbci,loso,arithmetic,Arithmetic LOSO,rf,Random forest
5,0.80000000000000004,1,True,2,0.8418606561166273,0.5,0.3418606561166273,openbci,loso,arithmetic,Arithmetic LOSO,rf,Random forest
1,0,0.20000000000000001,False,10,0.093813378377661794,0.40000000000000002,0.30618662162233823,openbci,loso,arithmetic,Arithmetic LOSO,riemann_mdm,Riemannian MDM
2,0.20000000000000001,0.40000000000000002,False,16,0.28781694387853762,0.5,0.21218305612146238,openbci,loso,arithmetic,Arithmetic LOSO,riemann_mdm,Riemannian MDM
3,0.40000000000000002,0.60000000000000009,False,9,0.46560473154684767,0.44444444444444442,0.021160287102403252,openbci,loso,arithmetic,Arithmetic LOSO,riemann_mdm,Riemannian MDM
4,0.60000000000000009,0.80000000000000004,False,15,0.6865016521733498,0.53333333333333333,0.15316831884001647,openbci,loso,arithmetic,Arithmetic LOSO,riemann_mdm,Riemannian MDM
5,0.80000000000000004,1,True,10,0.90513015773964034,0.59999999999999998,0.30513015773964036,openbci,loso,arithmetic,Arithmetic LOSO,riemann_mdm,Riemannian MDM
1,0,0.20000000000000001,False,11,0.10056489960056529,0.45454545454545453,0.35398055494488923,openbci,loso,arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR
2,0.20000000000000001,0.40000000000000002,False,10,0.28080848564924155,0.40000000000000002,0.11919151435075848,openbci,loso,arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR
3,0.40000000000000002,0.60000000000000009,False,11,0.48825069140343036,0.63636363636363635,0.14811294496020599,openbci,loso,arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR
4,0.60000000000000009,0.80000000000000004,False,10,0.6561789413175988,0.5,0.1561789413175988,openbci,loso,arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR
5,0.80000000000000004,1,True,18,0.90032157256122858,0.5,0.40032157256122858,openbci,loso,arithmetic,Arithmetic LOSO,riemann_ts_logreg,Riemannian TS-LR
1,0,0.20000000000000001,False,17,0.048565206887652458,0.23529411764705882,0.18672891075940637,openbci,loso,arithmetic,Arithmetic LOSO,stack_recording,OOF recording-level stacking
2,0.20000000000000001,0.40000000000000002,False,15,0.31802981324972507,0.59999999999999998,0.28197018675027491,openbci,loso,arithmetic,Arithmetic LOSO,stack_recording,OOF recording-level stacking
3,0.40000000000000002,0.60000000000000009,False,5,0.52614050923584665,0.59999999999999998,0.073859490764153324,openbci,loso,arithmetic,Arithmetic LOSO,stack_recording,OOF recording-level stacking
4,0.60000000000000009,0.80000000000000004,False,15,0.69570892945328378,0.66666666666666663,0.029042262786617146,openbci,loso,arithmetic,Arithmetic LOSO,stack_recording,OOF recording-level stacking
5,0.80000000000000004,1,True,8,0.85836808401420162,0.5,0.35836808401420162,openbci,loso,arithmetic,Arithmetic LOSO,stack_recording,OOF recording-level stacking
1,0,0.20000000000000001,False,1,0.18854974417054771,0,0.18854974417054771,openbci,loso,stroop,Stroop LOSO,always_fuse,Always fused
2,0.20000000000000001,0.40000000000000002,False,17,0.31962649783923613,0.35294117647058826,0.033314678631352124,openbci,loso,stroop,Stroop LOSO,always_fuse,Always fused
3,0.40000000000000002,0.60000000000000009,False,23,0.51003606146585678,0.52173913043478259,0.011703068968925812,openbci,loso,stroop,Stroop LOSO,always_fuse,Always fused
4,0.60000000000000009,0.80000000000000004,False,11,0.64564809003052914,0.72727272727272729,0.08162463724219815,openbci,loso,stroop,Stroop LOSO,always_fuse,Always fused
5,0.80000000000000004,1,True,0,,,,openbci,loso,stroop,Stroop LOSO,always_fuse,Always fused
1,0,0.20000000000000001,False,28,0.021241035913929372,0.42857142857142855,0.40733039265749915,openbci,loso,stroop,Stroop LOSO,always_nn,Always neural
2,0.20000000000000001,0.40000000000000002,False,4,0.28986741235810876,0.25,0.039867412358108756,openbci,loso,stroop,Stroop LOSO,always_nn,Always neural
3,0.40000000000000002,0.60000000000000009,False,3,0.49886876800926111,0.66666666666666663,0.16779789865740552,openbci,loso,stroop,Stroop LOSO,always_nn,Always neural
4,0.60000000000000009,0.80000000000000004,False,6,0.66082958747540477,0.5,0.16082958747540477,openbci,loso,stroop,Stroop LOSO,always_nn,Always neural
5,0.80000000000000004,1,True,11,0.90862108077866377,0.72727272727272729,0.18134835350593648,openbci,loso,stroop,Stroop LOSO,always_nn,Always neural
1,0,0.20000000000000001,False,22,0.038216631735918265,0.36363636363636365,0.32541973190044537,openbci,loso,stroop,Stroop LOSO,cbsf,CB-SF
2,0.20000000000000001,0.40000000000000002,False,7,0.31164147083969324,0.5714285714285714,0.25978710058887816,openbci,loso,stroop,Stroop LOSO,cbsf,CB-SF
3,0.40000000000000002,0.60000000000000009,False,8,0.51547232309021052,0.5,0.015472323090210516,openbci,loso,stroop,Stroop LOSO,cbsf,CB-SF
4,0.60000000000000009,0.80000000000000004,False,6,0.68691400821742421,0.66666666666666663,0.02024734155075758,openbci,loso,stroop,Stroop LOSO,cbsf,CB-SF
5,0.80000000000000004,1,True,9,0.87619734180466013,0.66666666666666663,0.20953067513799351,openbci,loso,stroop,Stroop LOSO,cbsf,CB-SF
1,0,0.20000000000000001,False,28,0.021241035913929129,0.42857142857142855,0.40733039265749943,openbci,loso,stroop,Stroop LOSO,dasf_clean,DASF
2,0.20000000000000001,0.40000000000000002,False,4,0.28986741235810848,0.25,0.039867412358108478,openbci,loso,stroop,Stroop LOSO,dasf_clean,DASF
3,0.40000000000000002,0.60000000000000009,False,3,0.4988687680092605,0.66666666666666663,0.16779789865740613,openbci,loso,stroop,Stroop LOSO,dasf_clean,DASF
4,0.60000000000000009,0.80000000000000004,False,6,0.66082958747540477,0.5,0.16082958747540477,openbci,loso,stroop,Stroop LOSO,dasf_clean,DASF
5,0.80000000000000004,1,True,11,0.90862108077866388,0.72727272727272729,0.18134835350593659,openbci,loso,stroop,Stroop LOSO,dasf_clean,DASF
1,0,0.20000000000000001,False,22,0.061073282651929343,0.36363636363636365,0.3025630809844343,openbci,loso,stroop,Stroop LOSO,eeg_conformer,EEG-Conformer
2,0.20000000000000001,0.40000000000000002,False,3,0.26409145608322832,0.33333333333333331,0.069241877250104999,openbci,loso,stroop,Stroop LOSO,eeg_conformer,EEG-Conformer
3,0.40000000000000002,0.60000000000000009,False,2,0.43065657974225724,0.5,0.069343420257742761,openbci,loso,stroop,Stroop LOSO,eeg_conformer,EEG-Conformer
4,0.60000000000000009,0.80000000000000004,False,7,0.7246842494343968,0.7142857142857143,0.010398535148682497,openbci,loso,stroop,Stroop LOSO,eeg_conformer,EEG-Conformer
5,0.80000000000000004,1,True,18,0.93559430830707968,0.61111111111111116,0.32448319719596852,openbci,loso,stroop,Stroop LOSO,eeg_conformer,EEG-Conformer
1,0,0.20000000000000001,False,10,0.077728536261771342,0.29999999999999999,0.22227146373822865,openbci,loso,stroop,Stroop LOSO,eegnet,EEGNet
2,0.20000000000000001,0.40000000000000002,False,10,0.32462182612309781,0.29999999999999999,0.024621826123097823,openbci,loso,stroop,Stroop LOSO,eegnet,EEGNet
3,0.40000000000000002,0.60000000000000009,False,10,0.52723127035068607,0.5,0.027231270350686065,openbci,loso,stroop,Stroop LOSO,eegnet,EEGNet
4,0.60000000000000009,0.80000000000000004,False,9,0.71290275568007477,0.88888888888888884,0.17598613320881407,openbci,loso,stroop,Stroop LOSO,eegnet,EEGNet
5,0.80000000000000004,1,True,13,0.8999857913874465,0.53846153846153844,0.36152425292590806,openbci,loso,stroop,Stroop LOSO,eegnet,EEGNet
1,0,0.20000000000000001,False,13,0.1579277057969932,0.30769230769230771,0.14976460189531451,openbci,loso,stroop,Stroop LOSO,equal_blend_050,Equal blend (50%)
2,0.20000000000000001,0.40000000000000002,False,15,0.28248294516883732,0.53333333333333333,0.25085038816449601,openbci,loso,stroop,Stroop LOSO,equal_blend_050,Equal blend (50%)
3,0.40000000000000002,0.60000000000000009,False,8,0.50545159313459409,0.375,0.13045159313459409,openbci,loso,stroop,Stroop LOSO,equal_blend_050,Equal blend (50%)
4,0.60000000000000009,0.80000000000000004,False,15,0.70458574406781516,0.66666666666666663,0.037919077401148527,openbci,loso,stroop,Stroop LOSO,equal_blend_050,Equal blend (50%)
5,0.80000000000000004,1,True,1,0.80300236337051478,1,0.19699763662948522,openbci,loso,stroop,Stroop LOSO,equal_blend_050,Equal blend (50%)
1,0,0.20000000000000001,False,7,0.1463685792125658,0,0.1463685792125658,openbci,loso,stroop,Stroop LOSO,extra_trees,Extra Trees
2,0.20000000000000001,0.40000000000000002,False,22,0.33408414965934335,0.54545454545454541,0.21137039579520206,openbci,loso,stroop,Stroop LOSO,extra_trees,Extra Trees
3,0.40000000000000002,0.60000000000000009,False,19,0.49186294484074899,0.57894736842105265,0.08708442358030366,openbci,loso,stroop,Stroop LOSO,extra_trees,Extra Trees
4,0.60000000000000009,0.80000000000000004,False,4,0.69074407233183832,0.75,0.059255927668161679,openbci,loso,stroop,Stroop LOSO,extra_trees,Extra Trees
5,0.80000000000000004,1,True,0,,,,openbci,loso,stroop,Stroop LOSO,extra_trees,Extra Trees
1,0,0.20000000000000001,False,24,0.065853707844032147,0.45833333333333331,0.39247962548930115,openbci,loso,stroop,Stroop LOSO,fixed_blend_010,Fixed blend (10%)
2,0.20000000000000001,0.40000000000000002,False,8,0.29430978387812545,0.25,0.044309783878125453,openbci,loso,stroop,Stroop LOSO,fixed_blend_010,Fixed blend (10%)
3,0.40000000000000002,0.60000000000000009,False,3,0.53826304160193894,0.66666666666666663,0.12840362506472769,openbci,loso,stroop,Stroop LOSO,fixed_blend_010,Fixed blend (10%)
4,0.60000000000000009,0.80000000000000004,False,7,0.6697853253781616,0.5714285714285714,0.098356753949590203,openbci,loso,stroop,Stroop LOSO,fixed_blend_010,Fixed blend (10%)
5,0.80000000000000004,1,True,10,0.86780033993117089,0.69999999999999996,0.16780033993117094,openbci,loso,stroop,Stroop LOSO,fixed_blend_010,Fixed blend (10%)
1,0,0.20000000000000001,False,22,0.11159404822033935,0.40909090909090912,0.29749686087056976,openbci,loso,stroop,Stroop LOSO,fixed_blend_025,Fixed blend (25%)
2,0.20000000000000001,0.40000000000000002,False,8,0.30335190663758332,0.5,0.19664809336241668,openbci,loso,stroop,Stroop LOSO,fixed_blend_025,Fixed blend (25%)
3,0.40000000000000002,0.60000000000000009,False,6,0.51234976192778225,0.33333333333333331,0.17901642859444894,openbci,loso,stroop,Stroop LOSO,fixed_blend_025,Fixed blend (25%)
4,0.60000000000000009,0.80000000000000004,False,8,0.68419533400974997,0.625,0.059195334009749967,openbci,loso,stroop,Stroop LOSO,fixed_blend_025,Fixed blend (25%)
5,0.80000000000000004,1,True,8,0.83706238271927136,0.75,0.087062382719271358,openbci,loso,stroop,Stroop LOSO,fixed_blend_025,Fixed blend (25%)
1,0,0.20000000000000001,False,7,0.12181902282539347,0.14285714285714285,0.021038120031749374,openbci,loso,stroop,Stroop LOSO,rf,Random forest
2,0.20000000000000001,0.40000000000000002,False,25,0.30678705171808457,0.47999999999999998,0.17321294828191541,openbci,loso,stroop,Stroop LOSO,rf,Random forest
3,0.40000000000000002,0.60000000000000009,False,15,0.51802168374241619,0.66666666666666663,0.14864498292425044,openbci,loso,stroop,Stroop LOSO,rf,Random forest
4,0.60000000000000009,0.80000000000000004,False,3,0.63764884488912454,0.66666666666666663,0.029017821777542085,openbci,loso,stroop,Stroop LOSO,rf,Random forest
5,0.80000000000000004,1,True,2,0.83038640514458817,0.5,0.33038640514458817,openbci,loso,stroop,Stroop LOSO,rf,Random forest
1,0,0.20000000000000001,False,28,0.057125018128825235,0.4642857142857143,0.40716069615688905,openbci,loso,stroop,Stroop LOSO,riemann_mdm,Riemannian MDM
2,0.20000000000000001,0.40000000000000002,False,2,0.23935402800041655,0.5,0.26064597199958345,openbci,loso,stroop,Stroop LOSO,riemann_mdm,Riemannian MDM
3,0.40000000000000002,0.60000000000000009,False,2,0.47861694789536779,0.5,0.021383052104632205,openbci,loso,stroop,Stroop LOSO,riemann_mdm,Riemannian MDM
4,0.60000000000000009,0.80000000000000004,False,4,0.70711955553473516,0.25,0.45711955553473516,openbci,loso,stroop,Stroop LOSO,riemann_mdm,Riemannian MDM
5,0.80000000000000004,1,True,16,0.93207623562244757,0.625,0.30707623562244757,openbci,loso,stroop,Stroop LOSO,riemann_mdm,Riemannian MDM
1,0,0.20000000000000001,False,13,0.04385613747045599,0.46153846153846156,0.41768232406800559,openbci,loso,stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR
2,0.20000000000000001,0.40000000000000002,False,7,0.30112661402343704,0.2857142857142857,0.015412328309151346,openbci,loso,stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR
3,0.40000000000000002,0.60000000000000009,False,15,0.51813873174147529,0.40000000000000002,0.11813873174147527,openbci,loso,stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR
4,0.60000000000000009,0.80000000000000004,False,8,0.66782325013682109,0.75,0.082176749863178911,openbci,loso,stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR
5,0.80000000000000004,1,True,9,0.93260568249534126,0.66666666666666663,0.26593901582867463,openbci,loso,stroop,Stroop LOSO,riemann_ts_logreg,Riemannian TS-LR
1,0,0.20000000000000001,False,18,0.08982072474051063,0.33333333333333331,0.2435126085928227,openbci,loso,stroop,Stroop LOSO,stack_recording,OOF recording-level stacking
2,0.20000000000000001,0.40000000000000002,False,8,0.29724164151944699,0.625,0.32775835848055301,openbci,loso,stroop,Stroop LOSO,stack_recording,OOF recording-level stacking
3,0.40000000000000002,0.60000000000000009,False,6,0.53712788114837895,0.33333333333333331,0.20379454781504563,openbci,loso,stroop,Stroop LOSO,stack_recording,OOF recording-level stacking
4,0.60000000000000009,0.80000000000000004,False,11,0.69846153585164883,0.54545454545454541,0.15300699039710342,openbci,loso,stroop,Stroop LOSO,stack_recording,OOF recording-level stacking
5,0.80000000000000004,1,True,9,0.8510572115742463,0.77777777777777779,0.073279433796468507,openbci,loso,stroop,Stroop LOSO,stack_recording,OOF recording-level stacking
