dataset,protocol,direction,analysis_cell_display,method,method_display,metric,n_participants_total,n_participants_valid,mean,standard_deviation,median,q1,q3,minimum,maximum
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,specificity,13,13,0.076923076923076927,0.27735009811261457,0,0,0,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,precision,13,13,0.6282051282051283,0.21681454519599691,0.66666666666666663,0.66666666666666663,0.66666666666666663,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,f1,13,13,0.70512820512820518,0.22926862533740322,0.80000000000000004,0.80000000000000004,0.80000000000000004,0,0.80000000000000004
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,auroc,13,13,0.61538461538461542,0.41602514716892192,0.5,0.5,1,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,pr_auc,13,13,0.80128205128205121,0.23823828120702736,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,average_precision,13,13,0.85256410256410264,0.17062604684879701,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,log_loss,13,13,1.6816681260115485,1.0795465632285255,1.3523150705158666,1.174620573952966,2.4166254782866186,0.40359560932501354,4.3435434913514017
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,riemann_ts_logreg,Riemannian TS-LR,brier_score,13,13,0.34742333251269591,0.13063017699038917,0.33285992836033168,0.31418830161272876,0.3334846881522891,0.16374754269441963,0.65864799769943694
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,accuracy,13,13,0.5641025641025641,0.28495013808837011,0.66666666666666663,0.66666666666666663,0.66666666666666663,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,balanced_accuracy,13,13,0.5,0.27003086243366087,0.5,0.5,0.5,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,sensitivity,13,13,0.69230769230769229,0.43485924631145201,1,0.5,1,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,specificity,13,13,0.30769230769230771,0.48038446141526137,0,0,1,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,precision,13,12,0.63888888888888895,0.33206830663187398,0.66666666666666663,0.66666666666666663,0.75,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,f1,13,13,0.61025641025641031,0.35678207255052391,0.80000000000000004,0.66666666666666663,0.80000000000000004,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,auroc,13,13,0.38461538461538464,0.36250552604099212,0.5,0,0.5,0,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,pr_auc,13,13,0.6794871794871794,0.22846142454935911,0.79166666666666663,0.41666666666666663,0.79166666666666663,0.41666666666666663,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,average_precision,13,13,0.76282051282051289,0.15901226457383813,0.83333333333333326,0.58333333333333326,0.83333333333333326,0.58333333333333326,1
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,log_loss,13,13,0.81998997433766041,0.29809745586986691,0.77267558900309241,0.73870316275859149,0.80916722685388487,0.37446415475990064,1.5074819086253266
openbci,cross_task,arithmetic_to_stroop,Arithmetic to Stroop,stack_recording,OOF recording-level stacking,brier_score,13,13,0.27827017109955776,0.094006396873589013,0.27695525936438709,0.25617415797509419,0.29457303993725614,0.098334458321500937,0.50701989706126438
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,accuracy,13,13,0.48717948717948717,0.2587500086020616,0.33333333333333331,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,balanced_accuracy,13,13,0.48076923076923078,0.21557912462564408,0.5,0.5,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,sensitivity,13,13,0.5,0.5,0.5,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,specificity,13,13,0.46153846153846156,0.51887452166277082,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,precision,13,8,0.60416666666666663,0.28083633600203445,0.66666666666666663,0.625,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,f1,13,13,0.42307692307692307,0.42062224967668665,0.5,0,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,auroc,13,13,0.34615384615384615,0.37553380809940534,0.5,0,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,pr_auc,13,13,0.65064102564102555,0.23664469622349929,0.79166666666666663,0.41666666666666663,0.79166666666666663,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,average_precision,13,13,0.74358974358974372,0.16478640236548164,0.83333333333333326,0.58333333333333326,0.83333333333333326,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,log_loss,13,13,0.88095973751775358,0.32540997231080909,0.71529793002198694,0.68917601270938356,1.1533440409441884,0.46490430198531524,1.6218510835302544
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_fuse,Always fused,brier_score,13,13,0.30523840165251376,0.10348756239508708,0.26112272767076877,0.24694860872762359,0.34400704337915894,0.13988390134162665,0.49162332271109205
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,accuracy,13,13,0.5641025641025641,0.25035587206627025,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,balanced_accuracy,13,13,0.51923076923076927,0.25943726083138535,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,sensitivity,13,13,0.65384615384615385,0.37553380809940534,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,specificity,13,13,0.38461538461538464,0.50636968354183332,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,precision,13,12,0.69444444444444431,0.29157646512850627,0.66666666666666663,0.625,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,f1,13,13,0.61538461538461542,0.30417325247524235,0.66666666666666663,0.5,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,auroc,13,13,0.53846153846153844,0.37977726265637496,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,pr_auc,13,13,0.76923076923076905,0.22153673654955208,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,average_precision,13,13,0.82692307692307687,0.15760629298902884,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,log_loss,13,13,2.216924965506494,2.8556874468564097,0.75592019625566331,0.61992214426365977,1.3789092727493175,0.00065320760619727765,8.1231617700629535
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,always_nn,Always neural,brier_score,13,13,0.33874657384035045,0.22443043381864175,0.27973682741270667,0.21375030133630726,0.3393911430317802,7.8994788955088431e-07,0.87626203240041833
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,accuracy,13,13,0.53846153846153844,0.2559825492627682,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,balanced_accuracy,13,13,0.51923076923076927,0.21557912462564408,0.5,0.5,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,sensitivity,13,13,0.57692307692307687,0.49354811679282456,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,specificity,13,13,0.46153846153846156,0.51887452166277082,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,precision,13,9,0.66666666666666663,0.28867513459481292,0.66666666666666663,0.66666666666666663,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,f1,13,13,0.49743589743589739,0.41509961733021672,0.80000000000000004,0,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,auroc,13,13,0.46153846153846156,0.37977726265637501,0.5,0,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,pr_auc,13,13,0.72435897435897434,0.22982132599117491,0.79166666666666663,0.41666666666666663,0.79166666666666663,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,average_precision,13,13,0.79487179487179493,0.16178755723235852,0.83333333333333326,0.58333333333333326,0.83333333333333326,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,log_loss,13,13,0.93414193450437355,0.49704923227022724,0.71978696855826119,0.67555466714850787,1.1397836410940696,0.1233712336044767,1.9730610348530064
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,cbsf,CB-SF,brier_score,13,13,0.30112295620730495,0.13969765495605602,0.26324385920674498,0.24121771596557851,0.32984930677272156,0.017765953013365105,0.58241145162114949
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,accuracy,13,13,0.51282051282051277,0.2587500086020616,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,balanced_accuracy,13,13,0.46153846153846156,0.22467925856822926,0.5,0.5,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,sensitivity,13,13,0.61538461538461542,0.46340434799814922,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,specificity,13,13,0.30769230769230771,0.48038446141526137,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,precision,13,10,0.59999999999999998,0.25092421756969363,0.66666666666666663,0.54166666666666663,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,f1,13,13,0.52307692307692311,0.38547340192254981,0.80000000000000004,0,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,auroc,13,13,0.38461538461538464,0.36250552604099212,0.5,0,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,pr_auc,13,13,0.6794871794871794,0.22846142454935911,0.79166666666666663,0.41666666666666663,0.79166666666666663,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,average_precision,13,13,0.76282051282051289,0.1590122645738381,0.83333333333333326,0.58333333333333326,0.83333333333333326,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,log_loss,13,13,1.7594381020109588,2.2179845415824047,0.71529793002198694,0.68915921096332544,1.3789092727493193,0.00065320760619727765,7.3736312525387788
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,dasf_clean,DASF,brier_score,13,13,0.35547608029288358,0.22044706294781563,0.26818571471915148,0.2516147668503535,0.44646992054338508,7.8994788955088431e-07,0.87626203240041856
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,accuracy,13,13,0.64102564102564108,0.28743883283419214,0.66666666666666663,0.66666666666666663,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,balanced_accuracy,13,13,0.55769230769230771,0.29143763901716163,0.5,0.5,0.5,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,sensitivity,13,13,0.80769230769230771,0.38397382389415224,1,1,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,specificity,13,13,0.30769230769230771,0.48038446141526137,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,precision,13,12,0.68055555555555547,0.27022561966232128,0.66666666666666663,0.66666666666666663,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,f1,13,13,0.70000000000000007,0.33665016461206926,0.80000000000000004,0.80000000000000004,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,auroc,13,13,0.61538461538461542,0.46340434799814922,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,pr_auc,13,13,0.78846153846153844,0.26866737449801775,1,0.41666666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,average_precision,13,13,0.84615384615384615,0.19198691194707615,1,0.58333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,log_loss,13,13,1.2337691551393226,1.1628389907743863,0.65591737182065735,0.46079475741965076,1.4046515114618019,0.37060419889593038,4.1472353110388314
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eeg_conformer,EEG-Conformer,brier_score,13,13,0.30511942487192456,0.22387188115595791,0.23234053297765708,0.14646386947766393,0.33076997389717372,0.10677998217763396,0.86780680212050287
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,accuracy,13,13,0.58974358974358987,0.30893623199876613,0.66666666666666663,0.66666666666666663,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,balanced_accuracy,13,13,0.51923076923076927,0.31393899456374053,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,sensitivity,13,13,0.73076923076923073,0.38812501290309237,1,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,specificity,13,13,0.30769230769230771,0.48038446141526137,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,precision,13,13,0.65384615384615385,0.33652319867709457,0.66666666666666663,0.66666666666666663,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,f1,13,13,0.66410256410256407,0.32216327194323963,0.80000000000000004,0.66666666666666663,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,auroc,13,13,0.5,0.40824829046386302,0.5,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,pr_auc,13,13,0.7403846153846152,0.24185448051171132,0.79166666666666663,0.41666666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,average_precision,13,13,0.80769230769230782,0.17140694816821717,0.83333333333333326,0.58333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,log_loss,13,13,0.71252583336227515,0.22402212698848012,0.66299599367938999,0.63238273045924442,0.78223873114904219,0.31518085040077698,1.2423896821611047
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,eegnet,EEGNet,brier_score,13,13,0.24364122925458459,0.074013819172245865,0.23500181423589597,0.22084098798779939,0.27575652429813408,0.078440785884134057,0.38546688532584605
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),accuracy,13,13,0.58974358974358976,0.27735009811261457,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),balanced_accuracy,13,13,0.57692307692307687,0.25788836781912106,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),sensitivity,13,13,0.61538461538461542,0.46340434799814922,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),specificity,13,13,0.53846153846153844,0.51887452166277082,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),precision,13,10,0.73333333333333328,0.30631219449089381,0.66666666666666663,0.66666666666666663,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),f1,13,13,0.5641025641025641,0.40333368651535006,0.80000000000000004,0,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),auroc,13,13,0.53846153846153844,0.37977726265637496,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),pr_auc,13,13,0.76923076923076905,0.22153673654955208,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),average_precision,13,13,0.82692307692307687,0.15760629298902884,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),log_loss,13,13,0.8849727029501111,0.44730918021336002,0.68450117601743232,0.65818521892869741,0.87916820907687721,0.33949353533790377,1.9107247382875474
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,equal_blend_050,Equal blend (50%),brier_score,13,13,0.29066273962856931,0.12980159549175072,0.2455632416649571,0.23253267607773098,0.33121399363812032,0.086863837553360454,0.57761568030261812
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,accuracy,13,13,0.61538461538461542,0.22957907724039817,0.66666666666666663,0.33333333333333331,0.66666666666666663,0.33333333333333331,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,balanced_accuracy,13,13,0.59615384615384615,0.217429623155726,0.5,0.5,0.75,0.25,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,sensitivity,13,13,0.65384615384615385,0.42742520713255522,1,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,specificity,13,13,0.53846153846153844,0.51887452166277082,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,precision,13,10,0.78333333333333333,0.19325030145473429,0.66666666666666663,0.66666666666666663,1,0.5,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,f1,13,13,0.60256410256410253,0.36728774128778774,0.80000000000000004,0.5,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,auroc,13,13,0.61538461538461542,0.299572344757639,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,pr_auc,13,13,0.82692307692307676,0.15760629298902881,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,average_precision,13,13,0.86538461538461553,0.11556254088025607,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,log_loss,13,13,0.72645443751345917,0.20448831151355268,0.67433375999279299,0.59861687548527087,0.80702905976788308,0.44028330531308529,1.2173639979409778
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,extra_trees,Extra Trees,brier_score,13,13,0.25798718302619206,0.087296667912269074,0.24718523327610173,0.20589306978268709,0.29723348777598424,0.12887807232996529,0.47947740096883235
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),accuracy,13,13,0.5641025641025641,0.25035587206627025,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),balanced_accuracy,13,13,0.53846153846153844,0.26704700440952822,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),sensitivity,13,13,0.61538461538461542,0.36250552604099212,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),specificity,13,13,0.46153846153846156,0.51887452166277082,0,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),precision,13,12,0.72222222222222232,0.30429030972509225,0.66666666666666663,0.625,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),f1,13,13,0.6051282051282052,0.29964366301713236,0.66666666666666663,0.5,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),auroc,13,13,0.53846153846153844,0.37977726265637496,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),pr_auc,13,13,0.76923076923076905,0.22153673654955208,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),average_precision,13,13,0.82692307692307687,0.15760629298902884,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),log_loss,13,13,1.018884220140142,0.7210681310068926,0.73345067673406428,0.60301302359327291,1.0038489441777934,0.18093569258906092,2.4580034912951469
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_010,Fixed blend (10%),brier_score,13,13,0.30170846345390412,0.18281377576688054,0.27031966677497016,0.21070408228968443,0.33291669186302836,0.032879785008436628,0.72730260530877333
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),accuracy,13,13,0.58974358974358976,0.27735009811261457,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),balanced_accuracy,13,13,0.57692307692307687,0.27735009811261457,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),sensitivity,13,13,0.61538461538461542,0.41602514716892186,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),specificity,13,13,0.53846153846153844,0.51887452166277082,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),precision,13,11,0.74242424242424254,0.31058758259892888,0.66666666666666663,0.66666666666666663,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),f1,13,13,0.59230769230769231,0.36315333108804315,0.66666666666666663,0.5,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),auroc,13,13,0.53846153846153844,0.37977726265637496,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),pr_auc,13,13,0.76923076923076905,0.22153673654955208,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),average_precision,13,13,0.82692307692307687,0.15760629298902884,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),log_loss,13,13,0.93521084132632515,0.56757649631017126,0.70164064161238959,0.63136373474655383,0.90040075687004162,0.25613523319639619,2.1497571618605873
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,fixed_blend_025,Fixed blend (25%),brier_score,13,13,0.29379106291499035,0.15773204165016408,0.25451420511355333,0.22027676000073895,0.33228832460823504,0.056446189800710339,0.65140112782948878
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,accuracy,13,13,0.51282051282051277,0.2587500086020616,0.66666666666666663,0.33333333333333331,0.66666666666666663,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,balanced_accuracy,13,13,0.51923076923076927,0.25943726083138541,0.5,0.5,0.75,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,sensitivity,13,13,0.5,0.40824829046386302,0.5,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,specificity,13,13,0.53846153846153844,0.51887452166277082,1,0,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,precision,13,10,0.69999999999999996,0.32203059435976528,0.66666666666666663,0.54166666666666663,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,f1,13,13,0.49230769230769234,0.36544084137792882,0.66666666666666663,0,0.80000000000000004,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,auroc,13,13,0.57692307692307687,0.40032038451271784,0.5,0.5,1,0,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,pr_auc,13,13,0.78525641025641002,0.23064306855230896,0.79166666666666663,0.79166666666666663,1,0.41666666666666663,1
openbci,cross_task,stroop_to_arithmetic,Stroop to Arithmetic,rf,Random forest,average_precision,13,13,0.83974358974358987,0.16478640236548164,0.83333333333333326,0.83333333333333326,1,0.58333333333333326,1
